"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent of People Who Drove to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranmv","TimeFrame","GeoVintage","Source","Location"
"Block Group","060014001001","CA","060014001001","=""060014001001""","42.67","2019-2023","2022","Census","California (State)"
"Block Group","060014001002","CA","060014001002","=""060014001002""","51.64","2019-2023","2022","Census","California (State)"
"Block Group","060014002001","CA","060014002001","=""060014002001""","29.91","2019-2023","2022","Census","California (State)"
"Block Group","060014002002","CA","060014002002","=""060014002002""","31.44","2019-2023","2022","Census","California (State)"
"Block Group","060014003001","CA","060014003001","=""060014003001""","28.03","2019-2023","2022","Census","California (State)"
"Block Group","060014003002","CA","060014003002","=""060014003002""","30.67","2019-2023","2022","Census","California (State)"
"Block Group","060014003003","CA","060014003003","=""060014003003""","60.47","2019-2023","2022","Census","California (State)"
"Block Group","060014003004","CA","060014003004","=""060014003004""","32.41","2019-2023","2022","Census","California (State)"
"Block Group","060014004001","CA","060014004001","=""060014004001""","31.95","2019-2023","2022","Census","California (State)"
"Block Group","060014004002","CA","060014004002","=""060014004002""","34.52","2019-2023","2022","Census","California (State)"
"Block Group","060014004003","CA","060014004003","=""060014004003""","28.39","2019-2023","2022","Census","California (State)"
"Block Group","060014005001","CA","060014005001","=""060014005001""","51.28","2019-2023","2022","Census","California (State)"
"Block Group","060014005002","CA","060014005002","=""060014005002""","31.73","2019-2023","2022","Census","California (State)"
"Block Group","060014005003","CA","060014005003","=""060014005003""","28.11","2019-2023","2022","Census","California (State)"
"Block Group","060014006001","CA","060014006001","=""060014006001""","39.61","2019-2023","2022","Census","California (State)"
"Block Group","060014006002","CA","060014006002","=""060014006002""","50.49","2019-2023","2022","Census","California (State)"
"Block Group","060014007001","CA","060014007001","=""060014007001""","40.60","2019-2023","2022","Census","California (State)"
"Block Group","060014007002","CA","060014007002","=""060014007002""","46.69","2019-2023","2022","Census","California (State)"
"Block Group","060014007003","CA","060014007003","=""060014007003""","26.03","2019-2023","2022","Census","California (State)"
"Block Group","060014007004","CA","060014007004","=""060014007004""","24.90","2019-2023","2022","Census","California (State)"
"Block Group","060014008001","CA","060014008001","=""060014008001""","30.36","2019-2023","2022","Census","California (State)"
"Block Group","060014008002","CA","060014008002","=""060014008002""","62.61","2019-2023","2022","Census","California (State)"
"Block Group","060014008003","CA","060014008003","=""060014008003""","53.57","2019-2023","2022","Census","California (State)"
"Block Group","060014009001","CA","060014009001","=""060014009001""","49.19","2019-2023","2022","Census","California (State)"
"Block Group","060014009002","CA","060014009002","=""060014009002""","51.65","2019-2023","2022","Census","California (State)"
"Block Group","060014010001","CA","060014010001","=""060014010001""","20.00","2019-2023","2022","Census","California (State)"
"Block Group","060014010002","CA","060014010002","=""060014010002""","33.12","2019-2023","2022","Census","California (State)"
"Block Group","060014010003","CA","060014010003","=""060014010003""","17.42","2019-2023","2022","Census","California (State)"
"Block Group","060014010004","CA","060014010004","=""060014010004""","68.54","2019-2023","2022","Census","California (State)"
"Block Group","060014010005","CA","060014010005","=""060014010005""","51.98","2019-2023","2022","Census","California (State)"
"Block Group","060014010006","CA","060014010006","=""060014010006""","29.12","2019-2023","2022","Census","California (State)"
"Block Group","060014011001","CA","060014011001","=""060014011001""","51.04","2019-2023","2022","Census","California (State)"
"Block Group","060014011002","CA","060014011002","=""060014011002""","28.23","2019-2023","2022","Census","California (State)"
"Block Group","060014011003","CA","060014011003","=""060014011003""","49.42","2019-2023","2022","Census","California (State)"
"Block Group","060014011004","CA","060014011004","=""060014011004""","31.47","2019-2023","2022","Census","California (State)"
"Block Group","060014012001","CA","060014012001","=""060014012001""","39.02","2019-2023","2022","Census","California (State)"
"Block Group","060014012002","CA","060014012002","=""060014012002""","30.40","2019-2023","2022","Census","California (State)"
"Block Group","060014012003","CA","060014012003","=""060014012003""","41.74","2019-2023","2022","Census","California (State)"
"Block Group","060014013001","CA","060014013001","=""060014013001""","30.80","2019-2023","2022","Census","California (State)"
"Block Group","060014013002","CA","060014013002","=""060014013002""","15.11","2019-2023","2022","Census","California (State)"
"Block Group","060014013003","CA","060014013003","=""060014013003""","48.06","2019-2023","2022","Census","California (State)"
"Block Group","060014014001","CA","060014014001","=""060014014001""","47.96","2019-2023","2022","Census","California (State)"
"Block Group","060014014002","CA","060014014002","=""060014014002""","61.21","2019-2023","2022","Census","California (State)"
"Block Group","060014014003","CA","060014014003","=""060014014003""","53.92","2019-2023","2022","Census","California (State)"
"Block Group","060014015001","CA","060014015001","=""060014015001""","48.39","2019-2023","2022","Census","California (State)"
"Block Group","060014015002","CA","060014015002","=""060014015002""","33.11","2019-2023","2022","Census","California (State)"
"Block Group","060014015003","CA","060014015003","=""060014015003""","49.91","2019-2023","2022","Census","California (State)"
"Block Group","060014016001","CA","060014016001","=""060014016001""","57.92","2019-2023","2022","Census","California (State)"
"Block Group","060014016002","CA","060014016002","=""060014016002""","39.93","2019-2023","2022","Census","California (State)"
"Block Group","060014017001","CA","060014017001","=""060014017001""","56.48","2019-2023","2022","Census","California (State)"
"Block Group","060014017002","CA","060014017002","=""060014017002""","51.38","2019-2023","2022","Census","California (State)"
"Block Group","060014017003","CA","060014017003","=""060014017003""","55.51","2019-2023","2022","Census","California (State)"
"Block Group","060014018001","CA","060014018001","=""060014018001""","42.06","2019-2023","2022","Census","California (State)"
"Block Group","060014018002","CA","060014018002","=""060014018002""","45.01","2019-2023","2022","Census","California (State)"
"Block Group","060014022001","CA","060014022001","=""060014022001""","52.88","2019-2023","2022","Census","California (State)"
"Block Group","060014022002","CA","060014022002","=""060014022002""","40.88","2019-2023","2022","Census","California (State)"
"Block Group","060014022003","CA","060014022003","=""060014022003""","41.57","2019-2023","2022","Census","California (State)"
"Block Group","060014024001","CA","060014024001","=""060014024001""","40.75","2019-2023","2022","Census","California (State)"
"Block Group","060014024002","CA","060014024002","=""060014024002""","52.23","2019-2023","2022","Census","California (State)"
"Block Group","060014025001","CA","060014025001","=""060014025001""","51.69","2019-2023","2022","Census","California (State)"
"Block Group","060014025002","CA","060014025002","=""060014025002""","70.45","2019-2023","2022","Census","California (State)"
"Block Group","060014026001","CA","060014026001","=""060014026001""","52.86","2019-2023","2022","Census","California (State)"
"Block Group","060014027001","CA","060014027001","=""060014027001""","38.54","2019-2023","2022","Census","California (State)"
"Block Group","060014027002","CA","060014027002","=""060014027002""","34.60","2019-2023","2022","Census","California (State)"
"Block Group","060014028011","CA","060014028011","=""060014028011""","41.29","2019-2023","2022","Census","California (State)"
"Block Group","060014028012","CA","060014028012","=""060014028012""","18.00","2019-2023","2022","Census","California (State)"
"Block Group","060014028013","CA","060014028013","=""060014028013""","28.48","2019-2023","2022","Census","California (State)"
"Block Group","060014028021","CA","060014028021","=""060014028021""","9.24","2019-2023","2022","Census","California (State)"
"Block Group","060014028022","CA","060014028022","=""060014028022""","26.95","2019-2023","2022","Census","California (State)"
"Block Group","060014029001","CA","060014029001","=""060014029001""","18.64","2019-2023","2022","Census","California (State)"
"Block Group","060014029002","CA","060014029002","=""060014029002""","19.49","2019-2023","2022","Census","California (State)"
"Block Group","060014030001","CA","060014030001","=""060014030001""","24.84","2019-2023","2022","Census","California (State)"
"Block Group","060014030002","CA","060014030002","=""060014030002""","32.08","2019-2023","2022","Census","California (State)"
"Block Group","060014030003","CA","060014030003","=""060014030003""","32.91","2019-2023","2022","Census","California (State)"
"Block Group","060014031001","CA","060014031001","=""060014031001""","30.24","2019-2023","2022","Census","California (State)"
"Block Group","060014031002","CA","060014031002","=""060014031002""","8.60","2019-2023","2022","Census","California (State)"
"Block Group","060014033011","CA","060014033011","=""060014033011""","39.55","2019-2023","2022","Census","California (State)"
"Block Group","060014033012","CA","060014033012","=""060014033012""","49.88","2019-2023","2022","Census","California (State)"
"Block Group","060014033021","CA","060014033021","=""060014033021""","25.62","2019-2023","2022","Census","California (State)"
"Block Group","060014033022","CA","060014033022","=""060014033022""","33.37","2019-2023","2022","Census","California (State)"
"Block Group","060014033023","CA","060014033023","=""060014033023""","39.05","2019-2023","2022","Census","California (State)"
"Block Group","060014034011","CA","060014034011","=""060014034011""","25.78","2019-2023","2022","Census","California (State)"
"Block Group","060014034012","CA","060014034012","=""060014034012""","18.64","2019-2023","2022","Census","California (State)"
"Block Group","060014034013","CA","060014034013","=""060014034013""","49.67","2019-2023","2022","Census","California (State)"
"Block Group","060014034021","CA","060014034021","=""060014034021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060014034022","CA","060014034022","=""060014034022""","36.34","2019-2023","2022","Census","California (State)"
"Block Group","060014035011","CA","060014035011","=""060014035011""","31.94","2019-2023","2022","Census","California (State)"
"Block Group","060014035012","CA","060014035012","=""060014035012""","45.90","2019-2023","2022","Census","California (State)"
"Block Group","060014035013","CA","060014035013","=""060014035013""","62.68","2019-2023","2022","Census","California (State)"
"Block Group","060014035014","CA","060014035014","=""060014035014""","36.70","2019-2023","2022","Census","California (State)"
"Block Group","060014035021","CA","060014035021","=""060014035021""","37.45","2019-2023","2022","Census","California (State)"
"Block Group","060014035022","CA","060014035022","=""060014035022""","36.61","2019-2023","2022","Census","California (State)"
"Block Group","060014036001","CA","060014036001","=""060014036001""","45.55","2019-2023","2022","Census","California (State)"
"Block Group","060014036002","CA","060014036002","=""060014036002""","31.61","2019-2023","2022","Census","California (State)"
"Block Group","060014036003","CA","060014036003","=""060014036003""","39.38","2019-2023","2022","Census","California (State)"
"Block Group","060014037011","CA","060014037011","=""060014037011""","36.78","2019-2023","2022","Census","California (State)"
"Block Group","060014037012","CA","060014037012","=""060014037012""","36.74","2019-2023","2022","Census","California (State)"
"Block Group","060014037021","CA","060014037021","=""060014037021""","61.93","2019-2023","2022","Census","California (State)"
"Block Group","060014037022","CA","060014037022","=""060014037022""","41.30","2019-2023","2022","Census","California (State)"
"Block Group","060014038001","CA","060014038001","=""060014038001""","36.29","2019-2023","2022","Census","California (State)"
"Block Group","060014038002","CA","060014038002","=""060014038002""","60.40","2019-2023","2022","Census","California (State)"
"Block Group","060014038003","CA","060014038003","=""060014038003""","29.36","2019-2023","2022","Census","California (State)"
"Block Group","060014038004","CA","060014038004","=""060014038004""","33.37","2019-2023","2022","Census","California (State)"
"Block Group","060014039001","CA","060014039001","=""060014039001""","53.61","2019-2023","2022","Census","California (State)"
"Block Group","060014039002","CA","060014039002","=""060014039002""","18.48","2019-2023","2022","Census","California (State)"
"Block Group","060014039003","CA","060014039003","=""060014039003""","30.63","2019-2023","2022","Census","California (State)"
"Block Group","060014040001","CA","060014040001","=""060014040001""","56.08","2019-2023","2022","Census","California (State)"
"Block Group","060014040002","CA","060014040002","=""060014040002""","18.66","2019-2023","2022","Census","California (State)"
"Block Group","060014040003","CA","060014040003","=""060014040003""","36.15","2019-2023","2022","Census","California (State)"
"Block Group","060014041011","CA","060014041011","=""060014041011""","34.74","2019-2023","2022","Census","California (State)"
"Block Group","060014041012","CA","060014041012","=""060014041012""","38.57","2019-2023","2022","Census","California (State)"
"Block Group","060014041013","CA","060014041013","=""060014041013""","33.05","2019-2023","2022","Census","California (State)"
"Block Group","060014041021","CA","060014041021","=""060014041021""","37.33","2019-2023","2022","Census","California (State)"
"Block Group","060014041022","CA","060014041022","=""060014041022""","41.74","2019-2023","2022","Census","California (State)"
"Block Group","060014042001","CA","060014042001","=""060014042001""","55.62","2019-2023","2022","Census","California (State)"
"Block Group","060014042002","CA","060014042002","=""060014042002""","43.25","2019-2023","2022","Census","California (State)"
"Block Group","060014042003","CA","060014042003","=""060014042003""","42.86","2019-2023","2022","Census","California (State)"
"Block Group","060014043001","CA","060014043001","=""060014043001""","49.13","2019-2023","2022","Census","California (State)"
"Block Group","060014043002","CA","060014043002","=""060014043002""","44.98","2019-2023","2022","Census","California (State)"
"Block Group","060014043003","CA","060014043003","=""060014043003""","43.52","2019-2023","2022","Census","California (State)"
"Block Group","060014044001","CA","060014044001","=""060014044001""","57.68","2019-2023","2022","Census","California (State)"
"Block Group","060014044002","CA","060014044002","=""060014044002""","53.45","2019-2023","2022","Census","California (State)"
"Block Group","060014044003","CA","060014044003","=""060014044003""","26.13","2019-2023","2022","Census","California (State)"
"Block Group","060014044004","CA","060014044004","=""060014044004""","55.50","2019-2023","2022","Census","California (State)"
"Block Group","060014045011","CA","060014045011","=""060014045011""","47.93","2019-2023","2022","Census","California (State)"
"Block Group","060014045021","CA","060014045021","=""060014045021""","47.92","2019-2023","2022","Census","California (State)"
"Block Group","060014045022","CA","060014045022","=""060014045022""","49.80","2019-2023","2022","Census","California (State)"
"Block Group","060014045023","CA","060014045023","=""060014045023""","40.59","2019-2023","2022","Census","California (State)"
"Block Group","060014045024","CA","060014045024","=""060014045024""","39.73","2019-2023","2022","Census","California (State)"
"Block Group","060014046001","CA","060014046001","=""060014046001""","43.97","2019-2023","2022","Census","California (State)"
"Block Group","060014046002","CA","060014046002","=""060014046002""","42.95","2019-2023","2022","Census","California (State)"
"Block Group","060014046003","CA","060014046003","=""060014046003""","21.99","2019-2023","2022","Census","California (State)"
"Block Group","060014046004","CA","060014046004","=""060014046004""","56.54","2019-2023","2022","Census","California (State)"
"Block Group","060014047001","CA","060014047001","=""060014047001""","32.26","2019-2023","2022","Census","California (State)"
"Block Group","060014047002","CA","060014047002","=""060014047002""","62.41","2019-2023","2022","Census","California (State)"
"Block Group","060014048001","CA","060014048001","=""060014048001""","51.60","2019-2023","2022","Census","California (State)"
"Block Group","060014048002","CA","060014048002","=""060014048002""","51.88","2019-2023","2022","Census","California (State)"
"Block Group","060014049001","CA","060014049001","=""060014049001""","41.83","2019-2023","2022","Census","California (State)"
"Block Group","060014049002","CA","060014049002","=""060014049002""","57.10","2019-2023","2022","Census","California (State)"
"Block Group","060014049003","CA","060014049003","=""060014049003""","48.74","2019-2023","2022","Census","California (State)"
"Block Group","060014049004","CA","060014049004","=""060014049004""","44.40","2019-2023","2022","Census","California (State)"
"Block Group","060014050001","CA","060014050001","=""060014050001""","66.42","2019-2023","2022","Census","California (State)"
"Block Group","060014050002","CA","060014050002","=""060014050002""","44.49","2019-2023","2022","Census","California (State)"
"Block Group","060014050003","CA","060014050003","=""060014050003""","54.80","2019-2023","2022","Census","California (State)"
"Block Group","060014051001","CA","060014051001","=""060014051001""","44.32","2019-2023","2022","Census","California (State)"
"Block Group","060014051002","CA","060014051002","=""060014051002""","40.63","2019-2023","2022","Census","California (State)"
"Block Group","060014051003","CA","060014051003","=""060014051003""","31.93","2019-2023","2022","Census","California (State)"
"Block Group","060014051004","CA","060014051004","=""060014051004""","40.12","2019-2023","2022","Census","California (State)"
"Block Group","060014051005","CA","060014051005","=""060014051005""","43.34","2019-2023","2022","Census","California (State)"
"Block Group","060014052001","CA","060014052001","=""060014052001""","37.89","2019-2023","2022","Census","California (State)"
"Block Group","060014052002","CA","060014052002","=""060014052002""","59.01","2019-2023","2022","Census","California (State)"
"Block Group","060014052003","CA","060014052003","=""060014052003""","28.60","2019-2023","2022","Census","California (State)"
"Block Group","060014052004","CA","060014052004","=""060014052004""","51.60","2019-2023","2022","Census","California (State)"
"Block Group","060014053011","CA","060014053011","=""060014053011""","40.11","2019-2023","2022","Census","California (State)"
"Block Group","060014053012","CA","060014053012","=""060014053012""","52.82","2019-2023","2022","Census","California (State)"
"Block Group","060014053013","CA","060014053013","=""060014053013""","50.63","2019-2023","2022","Census","California (State)"
"Block Group","060014053021","CA","060014053021","=""060014053021""","26.53","2019-2023","2022","Census","California (State)"
"Block Group","060014053022","CA","060014053022","=""060014053022""","39.52","2019-2023","2022","Census","California (State)"
"Block Group","060014054011","CA","060014054011","=""060014054011""","59.10","2019-2023","2022","Census","California (State)"
"Block Group","060014054012","CA","060014054012","=""060014054012""","64.37","2019-2023","2022","Census","California (State)"
"Block Group","060014054013","CA","060014054013","=""060014054013""","41.02","2019-2023","2022","Census","California (State)"
"Block Group","060014054021","CA","060014054021","=""060014054021""","56.00","2019-2023","2022","Census","California (State)"
"Block Group","060014054022","CA","060014054022","=""060014054022""","39.17","2019-2023","2022","Census","California (State)"
"Block Group","060014055001","CA","060014055001","=""060014055001""","70.07","2019-2023","2022","Census","California (State)"
"Block Group","060014055002","CA","060014055002","=""060014055002""","81.47","2019-2023","2022","Census","California (State)"
"Block Group","060014055003","CA","060014055003","=""060014055003""","72.49","2019-2023","2022","Census","California (State)"
"Block Group","060014055004","CA","060014055004","=""060014055004""","54.83","2019-2023","2022","Census","California (State)"
"Block Group","060014056001","CA","060014056001","=""060014056001""","60.88","2019-2023","2022","Census","California (State)"
"Block Group","060014056002","CA","060014056002","=""060014056002""","80.51","2019-2023","2022","Census","California (State)"
"Block Group","060014056003","CA","060014056003","=""060014056003""","49.78","2019-2023","2022","Census","California (State)"
"Block Group","060014057001","CA","060014057001","=""060014057001""","71.88","2019-2023","2022","Census","California (State)"
"Block Group","060014057002","CA","060014057002","=""060014057002""","93.10","2019-2023","2022","Census","California (State)"
"Block Group","060014057003","CA","060014057003","=""060014057003""","55.80","2019-2023","2022","Census","California (State)"
"Block Group","060014058001","CA","060014058001","=""060014058001""","68.61","2019-2023","2022","Census","California (State)"
"Block Group","060014058002","CA","060014058002","=""060014058002""","89.63","2019-2023","2022","Census","California (State)"
"Block Group","060014058003","CA","060014058003","=""060014058003""","84.44","2019-2023","2022","Census","California (State)"
"Block Group","060014058004","CA","060014058004","=""060014058004""","64.23","2019-2023","2022","Census","California (State)"
"Block Group","060014059011","CA","060014059011","=""060014059011""","63.63","2019-2023","2022","Census","California (State)"
"Block Group","060014059012","CA","060014059012","=""060014059012""","64.95","2019-2023","2022","Census","California (State)"
"Block Group","060014059013","CA","060014059013","=""060014059013""","61.86","2019-2023","2022","Census","California (State)"
"Block Group","060014059021","CA","060014059021","=""060014059021""","61.59","2019-2023","2022","Census","California (State)"
"Block Group","060014059022","CA","060014059022","=""060014059022""","76.23","2019-2023","2022","Census","California (State)"
"Block Group","060014060001","CA","060014060001","=""060014060001""","53.80","2019-2023","2022","Census","California (State)"
"Block Group","060014060002","CA","060014060002","=""060014060002""","47.64","2019-2023","2022","Census","California (State)"
"Block Group","060014060003","CA","060014060003","=""060014060003""","48.79","2019-2023","2022","Census","California (State)"
"Block Group","060014060004","CA","060014060004","=""060014060004""","76.39","2019-2023","2022","Census","California (State)"
"Block Group","060014061001","CA","060014061001","=""060014061001""","51.47","2019-2023","2022","Census","California (State)"
"Block Group","060014061002","CA","060014061002","=""060014061002""","32.47","2019-2023","2022","Census","California (State)"
"Block Group","060014061003","CA","060014061003","=""060014061003""","48.51","2019-2023","2022","Census","California (State)"
"Block Group","060014061004","CA","060014061004","=""060014061004""","71.22","2019-2023","2022","Census","California (State)"
"Block Group","060014062011","CA","060014062011","=""060014062011""","71.02","2019-2023","2022","Census","California (State)"
"Block Group","060014062012","CA","060014062012","=""060014062012""","86.43","2019-2023","2022","Census","California (State)"
"Block Group","060014062013","CA","060014062013","=""060014062013""","58.55","2019-2023","2022","Census","California (State)"
"Block Group","060014062014","CA","060014062014","=""060014062014""","44.60","2019-2023","2022","Census","California (State)"
"Block Group","060014062021","CA","060014062021","=""060014062021""","61.07","2019-2023","2022","Census","California (State)"
"Block Group","060014062022","CA","060014062022","=""060014062022""","50.10","2019-2023","2022","Census","California (State)"
"Block Group","060014062023","CA","060014062023","=""060014062023""","58.53","2019-2023","2022","Census","California (State)"
"Block Group","060014063001","CA","060014063001","=""060014063001""","56.03","2019-2023","2022","Census","California (State)"
"Block Group","060014063002","CA","060014063002","=""060014063002""","86.89","2019-2023","2022","Census","California (State)"
"Block Group","060014063003","CA","060014063003","=""060014063003""","40.95","2019-2023","2022","Census","California (State)"
"Block Group","060014063004","CA","060014063004","=""060014063004""","67.04","2019-2023","2022","Census","California (State)"
"Block Group","060014064001","CA","060014064001","=""060014064001""","64.66","2019-2023","2022","Census","California (State)"
"Block Group","060014064002","CA","060014064002","=""060014064002""","64.12","2019-2023","2022","Census","California (State)"
"Block Group","060014065001","CA","060014065001","=""060014065001""","69.20","2019-2023","2022","Census","California (State)"
"Block Group","060014065002","CA","060014065002","=""060014065002""","68.75","2019-2023","2022","Census","California (State)"
"Block Group","060014065003","CA","060014065003","=""060014065003""","68.20","2019-2023","2022","Census","California (State)"
"Block Group","060014065004","CA","060014065004","=""060014065004""","85.97","2019-2023","2022","Census","California (State)"
"Block Group","060014066011","CA","060014066011","=""060014066011""","69.33","2019-2023","2022","Census","California (State)"
"Block Group","060014066012","CA","060014066012","=""060014066012""","50.75","2019-2023","2022","Census","California (State)"
"Block Group","060014066013","CA","060014066013","=""060014066013""","64.07","2019-2023","2022","Census","California (State)"
"Block Group","060014066014","CA","060014066014","=""060014066014""","72.35","2019-2023","2022","Census","California (State)"
"Block Group","060014066021","CA","060014066021","=""060014066021""","49.84","2019-2023","2022","Census","California (State)"
"Block Group","060014066022","CA","060014066022","=""060014066022""","77.39","2019-2023","2022","Census","California (State)"
"Block Group","060014067001","CA","060014067001","=""060014067001""","35.04","2019-2023","2022","Census","California (State)"
"Block Group","060014067002","CA","060014067002","=""060014067002""","44.64","2019-2023","2022","Census","California (State)"
"Block Group","060014067003","CA","060014067003","=""060014067003""","72.61","2019-2023","2022","Census","California (State)"
"Block Group","060014067004","CA","060014067004","=""060014067004""","56.08","2019-2023","2022","Census","California (State)"
"Block Group","060014067005","CA","060014067005","=""060014067005""","53.70","2019-2023","2022","Census","California (State)"
"Block Group","060014068001","CA","060014068001","=""060014068001""","31.60","2019-2023","2022","Census","California (State)"
"Block Group","060014068002","CA","060014068002","=""060014068002""","55.19","2019-2023","2022","Census","California (State)"
"Block Group","060014068003","CA","060014068003","=""060014068003""","72.69","2019-2023","2022","Census","California (State)"
"Block Group","060014068004","CA","060014068004","=""060014068004""","63.04","2019-2023","2022","Census","California (State)"
"Block Group","060014069001","CA","060014069001","=""060014069001""","36.10","2019-2023","2022","Census","California (State)"
"Block Group","060014069002","CA","060014069002","=""060014069002""","55.08","2019-2023","2022","Census","California (State)"
"Block Group","060014069003","CA","060014069003","=""060014069003""","47.70","2019-2023","2022","Census","California (State)"
"Block Group","060014070001","CA","060014070001","=""060014070001""","40.00","2019-2023","2022","Census","California (State)"
"Block Group","060014070002","CA","060014070002","=""060014070002""","60.33","2019-2023","2022","Census","California (State)"
"Block Group","060014070003","CA","060014070003","=""060014070003""","72.95","2019-2023","2022","Census","California (State)"
"Block Group","060014070004","CA","060014070004","=""060014070004""","82.43","2019-2023","2022","Census","California (State)"
"Block Group","060014070005","CA","060014070005","=""060014070005""","5.74","2019-2023","2022","Census","California (State)"
"Block Group","060014071011","CA","060014071011","=""060014071011""","88.41","2019-2023","2022","Census","California (State)"
"Block Group","060014071012","CA","060014071012","=""060014071012""","65.34","2019-2023","2022","Census","California (State)"
"Block Group","060014071021","CA","060014071021","=""060014071021""","56.96","2019-2023","2022","Census","California (State)"
"Block Group","060014071022","CA","060014071022","=""060014071022""","64.24","2019-2023","2022","Census","California (State)"
"Block Group","060014071023","CA","060014071023","=""060014071023""","85.96","2019-2023","2022","Census","California (State)"
"Block Group","060014071024","CA","060014071024","=""060014071024""","33.33","2019-2023","2022","Census","California (State)"
"Block Group","060014072001","CA","060014072001","=""060014072001""","70.45","2019-2023","2022","Census","California (State)"
"Block Group","060014072002","CA","060014072002","=""060014072002""","70.12","2019-2023","2022","Census","California (State)"
"Block Group","060014072003","CA","060014072003","=""060014072003""","54.07","2019-2023","2022","Census","California (State)"
"Block Group","060014072004","CA","060014072004","=""060014072004""","61.90","2019-2023","2022","Census","California (State)"
"Block Group","060014073001","CA","060014073001","=""060014073001""","69.96","2019-2023","2022","Census","California (State)"
"Block Group","060014073002","CA","060014073002","=""060014073002""","61.42","2019-2023","2022","Census","California (State)"
"Block Group","060014074001","CA","060014074001","=""060014074001""","71.26","2019-2023","2022","Census","California (State)"
"Block Group","060014074002","CA","060014074002","=""060014074002""","78.97","2019-2023","2022","Census","California (State)"
"Block Group","060014074003","CA","060014074003","=""060014074003""","64.24","2019-2023","2022","Census","California (State)"
"Block Group","060014075001","CA","060014075001","=""060014075001""","39.41","2019-2023","2022","Census","California (State)"
"Block Group","060014075002","CA","060014075002","=""060014075002""","89.49","2019-2023","2022","Census","California (State)"
"Block Group","060014075003","CA","060014075003","=""060014075003""","84.36","2019-2023","2022","Census","California (State)"
"Block Group","060014076001","CA","060014076001","=""060014076001""","72.28","2019-2023","2022","Census","California (State)"
"Block Group","060014076002","CA","060014076002","=""060014076002""","59.09","2019-2023","2022","Census","California (State)"
"Block Group","060014076003","CA","060014076003","=""060014076003""","89.76","2019-2023","2022","Census","California (State)"
"Block Group","060014076004","CA","060014076004","=""060014076004""","91.80","2019-2023","2022","Census","California (State)"
"Block Group","060014076005","CA","060014076005","=""060014076005""","66.67","2019-2023","2022","Census","California (State)"
"Block Group","060014077001","CA","060014077001","=""060014077001""","67.81","2019-2023","2022","Census","California (State)"
"Block Group","060014077002","CA","060014077002","=""060014077002""","62.36","2019-2023","2022","Census","California (State)"
"Block Group","060014077003","CA","060014077003","=""060014077003""","67.08","2019-2023","2022","Census","California (State)"
"Block Group","060014077004","CA","060014077004","=""060014077004""","57.81","2019-2023","2022","Census","California (State)"
"Block Group","060014078001","CA","060014078001","=""060014078001""","53.04","2019-2023","2022","Census","California (State)"
"Block Group","060014078002","CA","060014078002","=""060014078002""","36.86","2019-2023","2022","Census","California (State)"
"Block Group","060014079001","CA","060014079001","=""060014079001""","64.39","2019-2023","2022","Census","California (State)"
"Block Group","060014079002","CA","060014079002","=""060014079002""","66.49","2019-2023","2022","Census","California (State)"
"Block Group","060014079003","CA","060014079003","=""060014079003""","70.67","2019-2023","2022","Census","California (State)"
"Block Group","060014080001","CA","060014080001","=""060014080001""","60.00","2019-2023","2022","Census","California (State)"
"Block Group","060014080002","CA","060014080002","=""060014080002""","63.51","2019-2023","2022","Census","California (State)"
"Block Group","060014081001","CA","060014081001","=""060014081001""","47.07","2019-2023","2022","Census","California (State)"
"Block Group","060014081002","CA","060014081002","=""060014081002""","59.90","2019-2023","2022","Census","California (State)"
"Block Group","060014081003","CA","060014081003","=""060014081003""","58.90","2019-2023","2022","Census","California (State)"
"Block Group","060014081004","CA","060014081004","=""060014081004""","58.31","2019-2023","2022","Census","California (State)"
"Block Group","060014081005","CA","060014081005","=""060014081005""","47.41","2019-2023","2022","Census","California (State)"
"Block Group","060014082001","CA","060014082001","=""060014082001""","74.90","2019-2023","2022","Census","California (State)"
"Block Group","060014082002","CA","060014082002","=""060014082002""","60.53","2019-2023","2022","Census","California (State)"
"Block Group","060014082003","CA","060014082003","=""060014082003""","73.82","2019-2023","2022","Census","California (State)"
"Block Group","060014083001","CA","060014083001","=""060014083001""","56.36","2019-2023","2022","Census","California (State)"
"Block Group","060014083002","CA","060014083002","=""060014083002""","66.07","2019-2023","2022","Census","California (State)"
"Block Group","060014083003","CA","060014083003","=""060014083003""","68.39","2019-2023","2022","Census","California (State)"
"Block Group","060014083004","CA","060014083004","=""060014083004""","76.77","2019-2023","2022","Census","California (State)"
"Block Group","060014083005","CA","060014083005","=""060014083005""","81.15","2019-2023","2022","Census","California (State)"
"Block Group","060014084001","CA","060014084001","=""060014084001""","71.68","2019-2023","2022","Census","California (State)"
"Block Group","060014084002","CA","060014084002","=""060014084002""","80.36","2019-2023","2022","Census","California (State)"
"Block Group","060014084003","CA","060014084003","=""060014084003""","84.09","2019-2023","2022","Census","California (State)"
"Block Group","060014085001","CA","060014085001","=""060014085001""","100.00","2019-2023","2022","Census","California (State)"
"Block Group","060014085002","CA","060014085002","=""060014085002""","74.02","2019-2023","2022","Census","California (State)"
