"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Population Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Block Group","060014001001","CA","060014001001","=""060014001001""","869.64","2019-2023","2022","Census","California (State)"
"Block Group","060014001002","CA","060014001002","=""060014001002""","2504.56","2019-2023","2022","Census","California (State)"
"Block Group","060014002001","CA","060014002001","=""060014002001""","8127.74","2019-2023","2022","Census","California (State)"
"Block Group","060014002002","CA","060014002002","=""060014002002""","10316.88","2019-2023","2022","Census","California (State)"
"Block Group","060014003001","CA","060014003001","=""060014003001""","13111.08","2019-2023","2022","Census","California (State)"
"Block Group","060014003002","CA","060014003002","=""060014003002""","15956.07","2019-2023","2022","Census","California (State)"
"Block Group","060014003003","CA","060014003003","=""060014003003""","10527.32","2019-2023","2022","Census","California (State)"
"Block Group","060014003004","CA","060014003004","=""060014003004""","14084.24","2019-2023","2022","Census","California (State)"
"Block Group","060014004001","CA","060014004001","=""060014004001""","10007.07","2019-2023","2022","Census","California (State)"
"Block Group","060014004002","CA","060014004002","=""060014004002""","19052.20","2019-2023","2022","Census","California (State)"
"Block Group","060014004003","CA","060014004003","=""060014004003""","19834.37","2019-2023","2022","Census","California (State)"
"Block Group","060014005001","CA","060014005001","=""060014005001""","15501.72","2019-2023","2022","Census","California (State)"
"Block Group","060014005002","CA","060014005002","=""060014005002""","17968.53","2019-2023","2022","Census","California (State)"
"Block Group","060014005003","CA","060014005003","=""060014005003""","19761.96","2019-2023","2022","Census","California (State)"
"Block Group","060014006001","CA","060014006001","=""060014006001""","17288.56","2019-2023","2022","Census","California (State)"
"Block Group","060014006002","CA","060014006002","=""060014006002""","16672.59","2019-2023","2022","Census","California (State)"
"Block Group","060014007001","CA","060014007001","=""060014007001""","11174.04","2019-2023","2022","Census","California (State)"
"Block Group","060014007002","CA","060014007002","=""060014007002""","13494.66","2019-2023","2022","Census","California (State)"
"Block Group","060014007003","CA","060014007003","=""060014007003""","13661.46","2019-2023","2022","Census","California (State)"
"Block Group","060014007004","CA","060014007004","=""060014007004""","14377.90","2019-2023","2022","Census","California (State)"
"Block Group","060014008001","CA","060014008001","=""060014008001""","15654.83","2019-2023","2022","Census","California (State)"
"Block Group","060014008002","CA","060014008002","=""060014008002""","17435.35","2019-2023","2022","Census","California (State)"
"Block Group","060014008003","CA","060014008003","=""060014008003""","16121.96","2019-2023","2022","Census","California (State)"
"Block Group","060014009001","CA","060014009001","=""060014009001""","16548.91","2019-2023","2022","Census","California (State)"
"Block Group","060014009002","CA","060014009002","=""060014009002""","18394.37","2019-2023","2022","Census","California (State)"
"Block Group","060014010001","CA","060014010001","=""060014010001""","14185.74","2019-2023","2022","Census","California (State)"
"Block Group","060014010002","CA","060014010002","=""060014010002""","24422.49","2019-2023","2022","Census","California (State)"
"Block Group","060014010003","CA","060014010003","=""060014010003""","18428.59","2019-2023","2022","Census","California (State)"
"Block Group","060014010004","CA","060014010004","=""060014010004""","15315.56","2019-2023","2022","Census","California (State)"
"Block Group","060014010005","CA","060014010005","=""060014010005""","8127.32","2019-2023","2022","Census","California (State)"
"Block Group","060014010006","CA","060014010006","=""060014010006""","11823.78","2019-2023","2022","Census","California (State)"
"Block Group","060014011001","CA","060014011001","=""060014011001""","10206.90","2019-2023","2022","Census","California (State)"
"Block Group","060014011002","CA","060014011002","=""060014011002""","21655.44","2019-2023","2022","Census","California (State)"
"Block Group","060014011003","CA","060014011003","=""060014011003""","15233.25","2019-2023","2022","Census","California (State)"
"Block Group","060014011004","CA","060014011004","=""060014011004""","18180.94","2019-2023","2022","Census","California (State)"
"Block Group","060014012001","CA","060014012001","=""060014012001""","11858.89","2019-2023","2022","Census","California (State)"
"Block Group","060014012002","CA","060014012002","=""060014012002""","15158.29","2019-2023","2022","Census","California (State)"
"Block Group","060014012003","CA","060014012003","=""060014012003""","9737.28","2019-2023","2022","Census","California (State)"
"Block Group","060014013001","CA","060014013001","=""060014013001""","9626.55","2019-2023","2022","Census","California (State)"
"Block Group","060014013002","CA","060014013002","=""060014013002""","14524.55","2019-2023","2022","Census","California (State)"
"Block Group","060014013003","CA","060014013003","=""060014013003""","19159.73","2019-2023","2022","Census","California (State)"
"Block Group","060014014001","CA","060014014001","=""060014014001""","14452.24","2019-2023","2022","Census","California (State)"
"Block Group","060014014002","CA","060014014002","=""060014014002""","24322.61","2019-2023","2022","Census","California (State)"
"Block Group","060014014003","CA","060014014003","=""060014014003""","10477.80","2019-2023","2022","Census","California (State)"
"Block Group","060014015001","CA","060014015001","=""060014015001""","19293.52","2019-2023","2022","Census","California (State)"
"Block Group","060014015002","CA","060014015002","=""060014015002""","15810.05","2019-2023","2022","Census","California (State)"
"Block Group","060014015003","CA","060014015003","=""060014015003""","12023.74","2019-2023","2022","Census","California (State)"
"Block Group","060014016001","CA","060014016001","=""060014016001""","8477.57","2019-2023","2022","Census","California (State)"
"Block Group","060014016002","CA","060014016002","=""060014016002""","13766.50","2019-2023","2022","Census","California (State)"
"Block Group","060014017001","CA","060014017001","=""060014017001""","12718.57","2019-2023","2022","Census","California (State)"
"Block Group","060014017002","CA","060014017002","=""060014017002""","5992.26","2019-2023","2022","Census","California (State)"
"Block Group","060014017003","CA","060014017003","=""060014017003""","592.85","2019-2023","2022","Census","California (State)"
"Block Group","060014018001","CA","060014018001","=""060014018001""","14211.71","2019-2023","2022","Census","California (State)"
"Block Group","060014018002","CA","060014018002","=""060014018002""","17145.61","2019-2023","2022","Census","California (State)"
"Block Group","060014022001","CA","060014022001","=""060014022001""","14522.74","2019-2023","2022","Census","California (State)"
"Block Group","060014022002","CA","060014022002","=""060014022002""","22448.85","2019-2023","2022","Census","California (State)"
"Block Group","060014022003","CA","060014022003","=""060014022003""","3179.18","2019-2023","2022","Census","California (State)"
"Block Group","060014024001","CA","060014024001","=""060014024001""","18705.91","2019-2023","2022","Census","California (State)"
"Block Group","060014024002","CA","060014024002","=""060014024002""","23616.37","2019-2023","2022","Census","California (State)"
"Block Group","060014025001","CA","060014025001","=""060014025001""","9216.95","2019-2023","2022","Census","California (State)"
"Block Group","060014025002","CA","060014025002","=""060014025002""","23873.08","2019-2023","2022","Census","California (State)"
"Block Group","060014026001","CA","060014026001","=""060014026001""","10194.47","2019-2023","2022","Census","California (State)"
"Block Group","060014027001","CA","060014027001","=""060014027001""","11557.36","2019-2023","2022","Census","California (State)"
"Block Group","060014027002","CA","060014027002","=""060014027002""","15941.95","2019-2023","2022","Census","California (State)"
"Block Group","060014028011","CA","060014028011","=""060014028011""","10542.11","2019-2023","2022","Census","California (State)"
"Block Group","060014028012","CA","060014028012","=""060014028012""","100862.76","2019-2023","2022","Census","California (State)"
"Block Group","060014028013","CA","060014028013","=""060014028013""","45995.40","2019-2023","2022","Census","California (State)"
"Block Group","060014028021","CA","060014028021","=""060014028021""","20858.07","2019-2023","2022","Census","California (State)"
"Block Group","060014028022","CA","060014028022","=""060014028022""","48859.14","2019-2023","2022","Census","California (State)"
"Block Group","060014029001","CA","060014029001","=""060014029001""","8805.67","2019-2023","2022","Census","California (State)"
"Block Group","060014029002","CA","060014029002","=""060014029002""","47313.76","2019-2023","2022","Census","California (State)"
"Block Group","060014030001","CA","060014030001","=""060014030001""","28428.99","2019-2023","2022","Census","California (State)"
"Block Group","060014030002","CA","060014030002","=""060014030002""","22518.87","2019-2023","2022","Census","California (State)"
"Block Group","060014030003","CA","060014030003","=""060014030003""","19648.68","2019-2023","2022","Census","California (State)"
"Block Group","060014031001","CA","060014031001","=""060014031001""","12417.67","2019-2023","2022","Census","California (State)"
"Block Group","060014031002","CA","060014031002","=""060014031002""","21368.27","2019-2023","2022","Census","California (State)"
"Block Group","060014033011","CA","060014033011","=""060014033011""","25145.35","2019-2023","2022","Census","California (State)"
"Block Group","060014033012","CA","060014033012","=""060014033012""","22694.97","2019-2023","2022","Census","California (State)"
"Block Group","060014033021","CA","060014033021","=""060014033021""","27729.93","2019-2023","2022","Census","California (State)"
"Block Group","060014033022","CA","060014033022","=""060014033022""","5545.66","2019-2023","2022","Census","California (State)"
"Block Group","060014033023","CA","060014033023","=""060014033023""","27141.59","2019-2023","2022","Census","California (State)"
"Block Group","060014034011","CA","060014034011","=""060014034011""","4647.20","2019-2023","2022","Census","California (State)"
"Block Group","060014034012","CA","060014034012","=""060014034012""","71413.94","2019-2023","2022","Census","California (State)"
"Block Group","060014034013","CA","060014034013","=""060014034013""","51427.39","2019-2023","2022","Census","California (State)"
"Block Group","060014034021","CA","060014034021","=""060014034021""","553.85","2019-2023","2022","Census","California (State)"
"Block Group","060014034022","CA","060014034022","=""060014034022""","63494.20","2019-2023","2022","Census","California (State)"
"Block Group","060014035011","CA","060014035011","=""060014035011""","40752.07","2019-2023","2022","Census","California (State)"
"Block Group","060014035012","CA","060014035012","=""060014035012""","15968.35","2019-2023","2022","Census","California (State)"
"Block Group","060014035013","CA","060014035013","=""060014035013""","14945.77","2019-2023","2022","Census","California (State)"
"Block Group","060014035014","CA","060014035014","=""060014035014""","23164.64","2019-2023","2022","Census","California (State)"
"Block Group","060014035021","CA","060014035021","=""060014035021""","26599.54","2019-2023","2022","Census","California (State)"
"Block Group","060014035022","CA","060014035022","=""060014035022""","27209.71","2019-2023","2022","Census","California (State)"
"Block Group","060014036001","CA","060014036001","=""060014036001""","41294.26","2019-2023","2022","Census","California (State)"
"Block Group","060014036002","CA","060014036002","=""060014036002""","43384.92","2019-2023","2022","Census","California (State)"
"Block Group","060014036003","CA","060014036003","=""060014036003""","26618.79","2019-2023","2022","Census","California (State)"
"Block Group","060014037011","CA","060014037011","=""060014037011""","47773.41","2019-2023","2022","Census","California (State)"
"Block Group","060014037012","CA","060014037012","=""060014037012""","38666.34","2019-2023","2022","Census","California (State)"
"Block Group","060014037021","CA","060014037021","=""060014037021""","17107.98","2019-2023","2022","Census","California (State)"
"Block Group","060014037022","CA","060014037022","=""060014037022""","44022.12","2019-2023","2022","Census","California (State)"
"Block Group","060014038001","CA","060014038001","=""060014038001""","11538.40","2019-2023","2022","Census","California (State)"
"Block Group","060014038002","CA","060014038002","=""060014038002""","19792.23","2019-2023","2022","Census","California (State)"
"Block Group","060014038003","CA","060014038003","=""060014038003""","15653.22","2019-2023","2022","Census","California (State)"
"Block Group","060014038004","CA","060014038004","=""060014038004""","17252.80","2019-2023","2022","Census","California (State)"
"Block Group","060014039001","CA","060014039001","=""060014039001""","15481.05","2019-2023","2022","Census","California (State)"
"Block Group","060014039002","CA","060014039002","=""060014039002""","24379.85","2019-2023","2022","Census","California (State)"
"Block Group","060014039003","CA","060014039003","=""060014039003""","21615.87","2019-2023","2022","Census","California (State)"
"Block Group","060014040001","CA","060014040001","=""060014040001""","26537.24","2019-2023","2022","Census","California (State)"
"Block Group","060014040002","CA","060014040002","=""060014040002""","13302.07","2019-2023","2022","Census","California (State)"
"Block Group","060014040003","CA","060014040003","=""060014040003""","47861.31","2019-2023","2022","Census","California (State)"
"Block Group","060014041011","CA","060014041011","=""060014041011""","8938.15","2019-2023","2022","Census","California (State)"
"Block Group","060014041012","CA","060014041012","=""060014041012""","20496.67","2019-2023","2022","Census","California (State)"
"Block Group","060014041013","CA","060014041013","=""060014041013""","20687.25","2019-2023","2022","Census","California (State)"
"Block Group","060014041021","CA","060014041021","=""060014041021""","30548.04","2019-2023","2022","Census","California (State)"
"Block Group","060014041022","CA","060014041022","=""060014041022""","27677.87","2019-2023","2022","Census","California (State)"
"Block Group","060014042001","CA","060014042001","=""060014042001""","7228.48","2019-2023","2022","Census","California (State)"
"Block Group","060014042002","CA","060014042002","=""060014042002""","7644.67","2019-2023","2022","Census","California (State)"
"Block Group","060014042003","CA","060014042003","=""060014042003""","1604.09","2019-2023","2022","Census","California (State)"
"Block Group","060014043001","CA","060014043001","=""060014043001""","2932.81","2019-2023","2022","Census","California (State)"
"Block Group","060014043002","CA","060014043002","=""060014043002""","7295.91","2019-2023","2022","Census","California (State)"
"Block Group","060014043003","CA","060014043003","=""060014043003""","7529.00","2019-2023","2022","Census","California (State)"
"Block Group","060014044001","CA","060014044001","=""060014044001""","2472.50","2019-2023","2022","Census","California (State)"
"Block Group","060014044002","CA","060014044002","=""060014044002""","5652.88","2019-2023","2022","Census","California (State)"
"Block Group","060014044003","CA","060014044003","=""060014044003""","3227.63","2019-2023","2022","Census","California (State)"
"Block Group","060014044004","CA","060014044004","=""060014044004""","10479.22","2019-2023","2022","Census","California (State)"
"Block Group","060014045011","CA","060014045011","=""060014045011""","4392.08","2019-2023","2022","Census","California (State)"
"Block Group","060014045021","CA","060014045021","=""060014045021""","5937.95","2019-2023","2022","Census","California (State)"
"Block Group","060014045022","CA","060014045022","=""060014045022""","6186.38","2019-2023","2022","Census","California (State)"
"Block Group","060014045023","CA","060014045023","=""060014045023""","4791.14","2019-2023","2022","Census","California (State)"
"Block Group","060014045024","CA","060014045024","=""060014045024""","4178.75","2019-2023","2022","Census","California (State)"
"Block Group","060014046001","CA","060014046001","=""060014046001""","3949.84","2019-2023","2022","Census","California (State)"
"Block Group","060014046002","CA","060014046002","=""060014046002""","4513.07","2019-2023","2022","Census","California (State)"
"Block Group","060014046003","CA","060014046003","=""060014046003""","4673.19","2019-2023","2022","Census","California (State)"
"Block Group","060014046004","CA","060014046004","=""060014046004""","1589.82","2019-2023","2022","Census","California (State)"
"Block Group","060014047001","CA","060014047001","=""060014047001""","4588.92","2019-2023","2022","Census","California (State)"
"Block Group","060014047002","CA","060014047002","=""060014047002""","5037.07","2019-2023","2022","Census","California (State)"
"Block Group","060014048001","CA","060014048001","=""060014048001""","12568.85","2019-2023","2022","Census","California (State)"
"Block Group","060014048002","CA","060014048002","=""060014048002""","9641.19","2019-2023","2022","Census","California (State)"
"Block Group","060014049001","CA","060014049001","=""060014049001""","11255.90","2019-2023","2022","Census","California (State)"
"Block Group","060014049002","CA","060014049002","=""060014049002""","14730.73","2019-2023","2022","Census","California (State)"
"Block Group","060014049003","CA","060014049003","=""060014049003""","16909.42","2019-2023","2022","Census","California (State)"
"Block Group","060014049004","CA","060014049004","=""060014049004""","7774.74","2019-2023","2022","Census","California (State)"
"Block Group","060014050001","CA","060014050001","=""060014050001""","16788.27","2019-2023","2022","Census","California (State)"
"Block Group","060014050002","CA","060014050002","=""060014050002""","13590.37","2019-2023","2022","Census","California (State)"
"Block Group","060014050003","CA","060014050003","=""060014050003""","8597.20","2019-2023","2022","Census","California (State)"
"Block Group","060014051001","CA","060014051001","=""060014051001""","8551.49","2019-2023","2022","Census","California (State)"
"Block Group","060014051002","CA","060014051002","=""060014051002""","8138.88","2019-2023","2022","Census","California (State)"
"Block Group","060014051003","CA","060014051003","=""060014051003""","9653.55","2019-2023","2022","Census","California (State)"
"Block Group","060014051004","CA","060014051004","=""060014051004""","9754.21","2019-2023","2022","Census","California (State)"
"Block Group","060014051005","CA","060014051005","=""060014051005""","9799.69","2019-2023","2022","Census","California (State)"
"Block Group","060014052001","CA","060014052001","=""060014052001""","10784.75","2019-2023","2022","Census","California (State)"
"Block Group","060014052002","CA","060014052002","=""060014052002""","22859.19","2019-2023","2022","Census","California (State)"
"Block Group","060014052003","CA","060014052003","=""060014052003""","8822.47","2019-2023","2022","Census","California (State)"
"Block Group","060014052004","CA","060014052004","=""060014052004""","23366.99","2019-2023","2022","Census","California (State)"
"Block Group","060014053011","CA","060014053011","=""060014053011""","26753.16","2019-2023","2022","Census","California (State)"
"Block Group","060014053012","CA","060014053012","=""060014053012""","45975.84","2019-2023","2022","Census","California (State)"
"Block Group","060014053013","CA","060014053013","=""060014053013""","27249.96","2019-2023","2022","Census","California (State)"
"Block Group","060014053021","CA","060014053021","=""060014053021""","27534.82","2019-2023","2022","Census","California (State)"
"Block Group","060014053022","CA","060014053022","=""060014053022""","37895.55","2019-2023","2022","Census","California (State)"
"Block Group","060014054011","CA","060014054011","=""060014054011""","36530.07","2019-2023","2022","Census","California (State)"
"Block Group","060014054012","CA","060014054012","=""060014054012""","27242.58","2019-2023","2022","Census","California (State)"
"Block Group","060014054013","CA","060014054013","=""060014054013""","27208.29","2019-2023","2022","Census","California (State)"
"Block Group","060014054021","CA","060014054021","=""060014054021""","27554.89","2019-2023","2022","Census","California (State)"
"Block Group","060014054022","CA","060014054022","=""060014054022""","35492.56","2019-2023","2022","Census","California (State)"
"Block Group","060014055001","CA","060014055001","=""060014055001""","21499.29","2019-2023","2022","Census","California (State)"
"Block Group","060014055002","CA","060014055002","=""060014055002""","23548.73","2019-2023","2022","Census","California (State)"
"Block Group","060014055003","CA","060014055003","=""060014055003""","22437.63","2019-2023","2022","Census","California (State)"
"Block Group","060014055004","CA","060014055004","=""060014055004""","22452.36","2019-2023","2022","Census","California (State)"
"Block Group","060014056001","CA","060014056001","=""060014056001""","11990.67","2019-2023","2022","Census","California (State)"
"Block Group","060014056002","CA","060014056002","=""060014056002""","13398.74","2019-2023","2022","Census","California (State)"
"Block Group","060014056003","CA","060014056003","=""060014056003""","33015.54","2019-2023","2022","Census","California (State)"
"Block Group","060014057001","CA","060014057001","=""060014057001""","19380.28","2019-2023","2022","Census","California (State)"
"Block Group","060014057002","CA","060014057002","=""060014057002""","20535.16","2019-2023","2022","Census","California (State)"
"Block Group","060014057003","CA","060014057003","=""060014057003""","11442.58","2019-2023","2022","Census","California (State)"
"Block Group","060014058001","CA","060014058001","=""060014058001""","13474.25","2019-2023","2022","Census","California (State)"
"Block Group","060014058002","CA","060014058002","=""060014058002""","31217.06","2019-2023","2022","Census","California (State)"
"Block Group","060014058003","CA","060014058003","=""060014058003""","30940.34","2019-2023","2022","Census","California (State)"
"Block Group","060014058004","CA","060014058004","=""060014058004""","9514.00","2019-2023","2022","Census","California (State)"
"Block Group","060014059011","CA","060014059011","=""060014059011""","34190.53","2019-2023","2022","Census","California (State)"
"Block Group","060014059012","CA","060014059012","=""060014059012""","15800.57","2019-2023","2022","Census","California (State)"
"Block Group","060014059013","CA","060014059013","=""060014059013""","25538.89","2019-2023","2022","Census","California (State)"
"Block Group","060014059021","CA","060014059021","=""060014059021""","20329.89","2019-2023","2022","Census","California (State)"
"Block Group","060014059022","CA","060014059022","=""060014059022""","12842.12","2019-2023","2022","Census","California (State)"
"Block Group","060014060001","CA","060014060001","=""060014060001""","2406.63","2019-2023","2022","Census","California (State)"
"Block Group","060014060002","CA","060014060002","=""060014060002""","11695.18","2019-2023","2022","Census","California (State)"
"Block Group","060014060003","CA","060014060003","=""060014060003""","17188.07","2019-2023","2022","Census","California (State)"
"Block Group","060014060004","CA","060014060004","=""060014060004""","23074.46","2019-2023","2022","Census","California (State)"
"Block Group","060014061001","CA","060014061001","=""060014061001""","6665.48","2019-2023","2022","Census","California (State)"
"Block Group","060014061002","CA","060014061002","=""060014061002""","3330.18","2019-2023","2022","Census","California (State)"
"Block Group","060014061003","CA","060014061003","=""060014061003""","18329.09","2019-2023","2022","Census","California (State)"
"Block Group","060014061004","CA","060014061004","=""060014061004""","7383.18","2019-2023","2022","Census","California (State)"
"Block Group","060014062011","CA","060014062011","=""060014062011""","32984.75","2019-2023","2022","Census","California (State)"
"Block Group","060014062012","CA","060014062012","=""060014062012""","14102.00","2019-2023","2022","Census","California (State)"
"Block Group","060014062013","CA","060014062013","=""060014062013""","58953.07","2019-2023","2022","Census","California (State)"
"Block Group","060014062014","CA","060014062014","=""060014062014""","25467.26","2019-2023","2022","Census","California (State)"
"Block Group","060014062021","CA","060014062021","=""060014062021""","74560.51","2019-2023","2022","Census","California (State)"
"Block Group","060014062022","CA","060014062022","=""060014062022""","25890.59","2019-2023","2022","Census","California (State)"
"Block Group","060014062023","CA","060014062023","=""060014062023""","23821.23","2019-2023","2022","Census","California (State)"
"Block Group","060014063001","CA","060014063001","=""060014063001""","25400.12","2019-2023","2022","Census","California (State)"
"Block Group","060014063002","CA","060014063002","=""060014063002""","20036.89","2019-2023","2022","Census","California (State)"
"Block Group","060014063003","CA","060014063003","=""060014063003""","22490.62","2019-2023","2022","Census","California (State)"
"Block Group","060014063004","CA","060014063004","=""060014063004""","30606.75","2019-2023","2022","Census","California (State)"
"Block Group","060014064001","CA","060014064001","=""060014064001""","11428.99","2019-2023","2022","Census","California (State)"
"Block Group","060014064002","CA","060014064002","=""060014064002""","13688.00","2019-2023","2022","Census","California (State)"
"Block Group","060014065001","CA","060014065001","=""060014065001""","21231.12","2019-2023","2022","Census","California (State)"
"Block Group","060014065002","CA","060014065002","=""060014065002""","29188.06","2019-2023","2022","Census","California (State)"
"Block Group","060014065003","CA","060014065003","=""060014065003""","20070.02","2019-2023","2022","Census","California (State)"
"Block Group","060014065004","CA","060014065004","=""060014065004""","22681.10","2019-2023","2022","Census","California (State)"
"Block Group","060014066011","CA","060014066011","=""060014066011""","9778.65","2019-2023","2022","Census","California (State)"
"Block Group","060014066012","CA","060014066012","=""060014066012""","20145.09","2019-2023","2022","Census","California (State)"
"Block Group","060014066013","CA","060014066013","=""060014066013""","12987.44","2019-2023","2022","Census","California (State)"
"Block Group","060014066014","CA","060014066014","=""060014066014""","18189.14","2019-2023","2022","Census","California (State)"
"Block Group","060014066021","CA","060014066021","=""060014066021""","11784.07","2019-2023","2022","Census","California (State)"
"Block Group","060014066022","CA","060014066022","=""060014066022""","26940.85","2019-2023","2022","Census","California (State)"
"Block Group","060014067001","CA","060014067001","=""060014067001""","4976.06","2019-2023","2022","Census","California (State)"
"Block Group","060014067002","CA","060014067002","=""060014067002""","5598.71","2019-2023","2022","Census","California (State)"
"Block Group","060014067003","CA","060014067003","=""060014067003""","15314.34","2019-2023","2022","Census","California (State)"
"Block Group","060014067004","CA","060014067004","=""060014067004""","10380.37","2019-2023","2022","Census","California (State)"
"Block Group","060014067005","CA","060014067005","=""060014067005""","13440.07","2019-2023","2022","Census","California (State)"
"Block Group","060014068001","CA","060014068001","=""060014068001""","7630.42","2019-2023","2022","Census","California (State)"
"Block Group","060014068002","CA","060014068002","=""060014068002""","10215.34","2019-2023","2022","Census","California (State)"
"Block Group","060014068003","CA","060014068003","=""060014068003""","15221.50","2019-2023","2022","Census","California (State)"
"Block Group","060014068004","CA","060014068004","=""060014068004""","11871.55","2019-2023","2022","Census","California (State)"
"Block Group","060014069001","CA","060014069001","=""060014069001""","9413.01","2019-2023","2022","Census","California (State)"
"Block Group","060014069002","CA","060014069002","=""060014069002""","8217.29","2019-2023","2022","Census","California (State)"
"Block Group","060014069003","CA","060014069003","=""060014069003""","25494.22","2019-2023","2022","Census","California (State)"
"Block Group","060014070001","CA","060014070001","=""060014070001""","8851.51","2019-2023","2022","Census","California (State)"
"Block Group","060014070002","CA","060014070002","=""060014070002""","23704.91","2019-2023","2022","Census","California (State)"
"Block Group","060014070003","CA","060014070003","=""060014070003""","22447.23","2019-2023","2022","Census","California (State)"
"Block Group","060014070004","CA","060014070004","=""060014070004""","38471.90","2019-2023","2022","Census","California (State)"
"Block Group","060014070005","CA","060014070005","=""060014070005""","4578.18","2019-2023","2022","Census","California (State)"
"Block Group","060014071011","CA","060014071011","=""060014071011""","26657.97","2019-2023","2022","Census","California (State)"
"Block Group","060014071012","CA","060014071012","=""060014071012""","21947.13","2019-2023","2022","Census","California (State)"
"Block Group","060014071021","CA","060014071021","=""060014071021""","14120.45","2019-2023","2022","Census","California (State)"
"Block Group","060014071022","CA","060014071022","=""060014071022""","20120.16","2019-2023","2022","Census","California (State)"
"Block Group","060014071023","CA","060014071023","=""060014071023""","19935.10","2019-2023","2022","Census","California (State)"
"Block Group","060014071024","CA","060014071024","=""060014071024""","18683.11","2019-2023","2022","Census","California (State)"
"Block Group","060014072001","CA","060014072001","=""060014072001""","12655.78","2019-2023","2022","Census","California (State)"
"Block Group","060014072002","CA","060014072002","=""060014072002""","23875.55","2019-2023","2022","Census","California (State)"
"Block Group","060014072003","CA","060014072003","=""060014072003""","33158.70","2019-2023","2022","Census","California (State)"
"Block Group","060014072004","CA","060014072004","=""060014072004""","25627.73","2019-2023","2022","Census","California (State)"
"Block Group","060014073001","CA","060014073001","=""060014073001""","4918.62","2019-2023","2022","Census","California (State)"
"Block Group","060014073002","CA","060014073002","=""060014073002""","1842.70","2019-2023","2022","Census","California (State)"
"Block Group","060014074001","CA","060014074001","=""060014074001""","22190.86","2019-2023","2022","Census","California (State)"
"Block Group","060014074002","CA","060014074002","=""060014074002""","23252.24","2019-2023","2022","Census","California (State)"
"Block Group","060014074003","CA","060014074003","=""060014074003""","18641.78","2019-2023","2022","Census","California (State)"
"Block Group","060014075001","CA","060014075001","=""060014075001""","9667.72","2019-2023","2022","Census","California (State)"
"Block Group","060014075002","CA","060014075002","=""060014075002""","27129.76","2019-2023","2022","Census","California (State)"
"Block Group","060014075003","CA","060014075003","=""060014075003""","14371.07","2019-2023","2022","Census","California (State)"
"Block Group","060014076001","CA","060014076001","=""060014076001""","18438.39","2019-2023","2022","Census","California (State)"
"Block Group","060014076002","CA","060014076002","=""060014076002""","21966.77","2019-2023","2022","Census","California (State)"
"Block Group","060014076003","CA","060014076003","=""060014076003""","6405.65","2019-2023","2022","Census","California (State)"
"Block Group","060014076004","CA","060014076004","=""060014076004""","26628.57","2019-2023","2022","Census","California (State)"
"Block Group","060014076005","CA","060014076005","=""060014076005""","12790.78","2019-2023","2022","Census","California (State)"
"Block Group","060014077001","CA","060014077001","=""060014077001""","10938.92","2019-2023","2022","Census","California (State)"
"Block Group","060014077002","CA","060014077002","=""060014077002""","15146.10","2019-2023","2022","Census","California (State)"
"Block Group","060014077003","CA","060014077003","=""060014077003""","10251.27","2019-2023","2022","Census","California (State)"
"Block Group","060014077004","CA","060014077004","=""060014077004""","12534.52","2019-2023","2022","Census","California (State)"
"Block Group","060014078001","CA","060014078001","=""060014078001""","16268.04","2019-2023","2022","Census","California (State)"
"Block Group","060014078002","CA","060014078002","=""060014078002""","3612.54","2019-2023","2022","Census","California (State)"
"Block Group","060014079001","CA","060014079001","=""060014079001""","5259.82","2019-2023","2022","Census","California (State)"
"Block Group","060014079002","CA","060014079002","=""060014079002""","10092.19","2019-2023","2022","Census","California (State)"
"Block Group","060014079003","CA","060014079003","=""060014079003""","8488.75","2019-2023","2022","Census","California (State)"
"Block Group","060014080001","CA","060014080001","=""060014080001""","3033.92","2019-2023","2022","Census","California (State)"
"Block Group","060014080002","CA","060014080002","=""060014080002""","3897.97","2019-2023","2022","Census","California (State)"
"Block Group","060014081001","CA","060014081001","=""060014081001""","856.50","2019-2023","2022","Census","California (State)"
"Block Group","060014081002","CA","060014081002","=""060014081002""","3819.23","2019-2023","2022","Census","California (State)"
"Block Group","060014081003","CA","060014081003","=""060014081003""","4692.71","2019-2023","2022","Census","California (State)"
"Block Group","060014081004","CA","060014081004","=""060014081004""","1670.35","2019-2023","2022","Census","California (State)"
"Block Group","060014081005","CA","060014081005","=""060014081005""","3233.38","2019-2023","2022","Census","California (State)"
"Block Group","060014082001","CA","060014082001","=""060014082001""","12684.09","2019-2023","2022","Census","California (State)"
"Block Group","060014082002","CA","060014082002","=""060014082002""","13467.23","2019-2023","2022","Census","California (State)"
"Block Group","060014082003","CA","060014082003","=""060014082003""","16176.59","2019-2023","2022","Census","California (State)"
"Block Group","060014083001","CA","060014083001","=""060014083001""","14206.43","2019-2023","2022","Census","California (State)"
"Block Group","060014083002","CA","060014083002","=""060014083002""","5523.39","2019-2023","2022","Census","California (State)"
"Block Group","060014083003","CA","060014083003","=""060014083003""","5944.25","2019-2023","2022","Census","California (State)"
"Block Group","060014083004","CA","060014083004","=""060014083004""","5821.06","2019-2023","2022","Census","California (State)"
"Block Group","060014083005","CA","060014083005","=""060014083005""","8887.72","2019-2023","2022","Census","California (State)"
