"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Jobs within 45 Minutes Auto Travel Time","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d5ar","TimeFrame","GeoVintage","Source","Location"
"Block Group","060590744052","CA","060590744052","=""060590744052""","364214","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590744053","CA","060590744053","=""060590744053""","396933","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590744061","CA","060590744061","=""060590744061""","375733","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590744062","CA","060590744062","=""060590744062""","372442","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590744063","CA","060590744063","=""060590744063""","419484","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590744071","CA","060590744071","=""060590744071""","379367","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590744072","CA","060590744072","=""060590744072""","344317","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590744081","CA","060590744081","=""060590744081""","359054","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590744082","CA","060590744082","=""060590744082""","355227","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590744083","CA","060590744083","=""060590744083""","362516","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590745011","CA","060590745011","=""060590745011""","365025","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590745012","CA","060590745012","=""060590745012""","332367","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590745013","CA","060590745013","=""060590745013""","338750","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590745014","CA","060590745014","=""060590745014""","323838","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590745021","CA","060590745021","=""060590745021""","309376","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590745022","CA","060590745022","=""060590745022""","297279","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590746011","CA","060590746011","=""060590746011""","338814","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590746012","CA","060590746012","=""060590746012""","345671","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590746013","CA","060590746013","=""060590746013""","348889","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590746014","CA","060590746014","=""060590746014""","320661","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590746015","CA","060590746015","=""060590746015""","317571","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590746021","CA","060590746021","=""060590746021""","366956","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590746022","CA","060590746022","=""060590746022""","356440","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590746023","CA","060590746023","=""060590746023""","329346","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590746024","CA","060590746024","=""060590746024""","316438","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590746025","CA","060590746025","=""060590746025""","314612","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590747011","CA","060590747011","=""060590747011""","286756","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590747012","CA","060590747012","=""060590747012""","291459","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060590747013","CA","060590747013","=""060590747013""","304065","2021","2010","EPA Smart Location Database","California (State)"
