"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Distance to Transit","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d4a","TimeFrame","GeoVintage","Source","Location"
"Block Group","040133199101","AZ","040133199101","=""040133199101""","439.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199102","AZ","040133199102","=""040133199102""","513.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200011","AZ","040133200011","=""040133200011""","681.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200012","AZ","040133200012","=""040133200012""","429.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200013","AZ","040133200013","=""040133200013""","297.73","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200014","AZ","040133200014","=""040133200014""","226.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200021","AZ","040133200021","=""040133200021""","429.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200022","AZ","040133200022","=""040133200022""","394.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200023","AZ","040133200023","=""040133200023""","504.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200024","AZ","040133200024","=""040133200024""","500.24","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200071","AZ","040133200071","=""040133200071""","460.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200072","AZ","040133200072","=""040133200072""","421.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200073","AZ","040133200073","=""040133200073""","327.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200074","AZ","040133200074","=""040133200074""","477.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133201001","AZ","040133201001","=""040133201001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133201002","AZ","040133201002","=""040133201002""","154.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201041","AZ","040134201041","=""040134201041""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201042","AZ","040134201042","=""040134201042""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201051","AZ","040134201051","=""040134201051""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201052","AZ","040134201052","=""040134201052""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201053","AZ","040134201053","=""040134201053""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201071","AZ","040134201071","=""040134201071""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201072","AZ","040134201072","=""040134201072""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201073","AZ","040134201073","=""040134201073""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201081","AZ","040134201081","=""040134201081""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201091","AZ","040134201091","=""040134201091""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201092","AZ","040134201092","=""040134201092""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201101","AZ","040134201101","=""040134201101""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201102","AZ","040134201102","=""040134201102""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201111","AZ","040134201111","=""040134201111""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201112","AZ","040134201112","=""040134201112""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201113","AZ","040134201113","=""040134201113""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201121","AZ","040134201121","=""040134201121""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201122","AZ","040134201122","=""040134201122""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201131","AZ","040134201131","=""040134201131""","594.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201132","AZ","040134201132","=""040134201132""","468.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201141","AZ","040134201141","=""040134201141""","520.35","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201142","AZ","040134201142","=""040134201142""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201143","AZ","040134201143","=""040134201143""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201151","AZ","040134201151","=""040134201151""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201152","AZ","040134201152","=""040134201152""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201153","AZ","040134201153","=""040134201153""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201161","AZ","040134201161","=""040134201161""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201162","AZ","040134201162","=""040134201162""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201163","AZ","040134201163","=""040134201163""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202021","AZ","040134202021","=""040134202021""","1110.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202022","AZ","040134202022","=""040134202022""","814.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202023","AZ","040134202023","=""040134202023""","891.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202061","AZ","040134202061","=""040134202061""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202062","AZ","040134202062","=""040134202062""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202071","AZ","040134202071","=""040134202071""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202072","AZ","040134202072","=""040134202072""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202081","AZ","040134202081","=""040134202081""","667.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202082","AZ","040134202082","=""040134202082""","670.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202083","AZ","040134202083","=""040134202083""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202091","AZ","040134202091","=""040134202091""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202092","AZ","040134202092","=""040134202092""","977.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202093","AZ","040134202093","=""040134202093""","488.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202101","AZ","040134202101","=""040134202101""","1107.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202102","AZ","040134202102","=""040134202102""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202103","AZ","040134202103","=""040134202103""","865.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202104","AZ","040134202104","=""040134202104""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202111","AZ","040134202111","=""040134202111""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202112","AZ","040134202112","=""040134202112""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202121","AZ","040134202121","=""040134202121""","624.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202122","AZ","040134202122","=""040134202122""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202131","AZ","040134202131","=""040134202131""","498.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202141","AZ","040134202141","=""040134202141""","439.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202142","AZ","040134202142","=""040134202142""","472.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202143","AZ","040134202143","=""040134202143""","653.13","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202144","AZ","040134202144","=""040134202144""","669.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202151","AZ","040134202151","=""040134202151""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202161","AZ","040134202161","=""040134202161""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202162","AZ","040134202162","=""040134202162""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203011","AZ","040134203011","=""040134203011""","702.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203021","AZ","040134203021","=""040134203021""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203022","AZ","040134203022","=""040134203022""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203023","AZ","040134203023","=""040134203023""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203031","AZ","040134203031","=""040134203031""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203032","AZ","040134203032","=""040134203032""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203041","AZ","040134203041","=""040134203041""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204011","AZ","040134204011","=""040134204011""","907.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204012","AZ","040134204012","=""040134204012""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204013","AZ","040134204013","=""040134204013""","642.40","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204021","AZ","040134204021","=""040134204021""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204022","AZ","040134204022","=""040134204022""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205011","AZ","040134205011","=""040134205011""","425.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205012","AZ","040134205012","=""040134205012""","1066.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205013","AZ","040134205013","=""040134205013""","423.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205014","AZ","040134205014","=""040134205014""","565.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205031","AZ","040134205031","=""040134205031""","738.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205032","AZ","040134205032","=""040134205032""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205041","AZ","040134205041","=""040134205041""","553.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205042","AZ","040134205042","=""040134205042""","628.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206021","AZ","040134206021","=""040134206021""","560.59","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206022","AZ","040134206022","=""040134206022""","434.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206023","AZ","040134206023","=""040134206023""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206031","AZ","040134206031","=""040134206031""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206032","AZ","040134206032","=""040134206032""","862.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206041","AZ","040134206041","=""040134206041""","840.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206042","AZ","040134206042","=""040134206042""","948.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207041","AZ","040134207041","=""040134207041""","502.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207042","AZ","040134207042","=""040134207042""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207043","AZ","040134207043","=""040134207043""","1146.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207051","AZ","040134207051","=""040134207051""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207052","AZ","040134207052","=""040134207052""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207061","AZ","040134207061","=""040134207061""","457.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207062","AZ","040134207062","=""040134207062""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207063","AZ","040134207063","=""040134207063""","909.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207071","AZ","040134207071","=""040134207071""","464.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207072","AZ","040134207072","=""040134207072""","607.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207081","AZ","040134207081","=""040134207081""","520.35","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207082","AZ","040134207082","=""040134207082""","630.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207091","AZ","040134207091","=""040134207091""","490.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207092","AZ","040134207092","=""040134207092""","437.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207093","AZ","040134207093","=""040134207093""","760.42","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207101","AZ","040134207101","=""040134207101""","501.58","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207102","AZ","040134207102","=""040134207102""","773.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207103","AZ","040134207103","=""040134207103""","392.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208001","AZ","040134208001","=""040134208001""","449.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208002","AZ","040134208002","=""040134208002""","557.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208003","AZ","040134208003","=""040134208003""","332.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208004","AZ","040134208004","=""040134208004""","701.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209011","AZ","040134209011","=""040134209011""","618.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209012","AZ","040134209012","=""040134209012""","434.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209021","AZ","040134209021","=""040134209021""","406.36","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209022","AZ","040134209022","=""040134209022""","442.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210011","AZ","040134210011","=""040134210011""","402.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210012","AZ","040134210012","=""040134210012""","227.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210021","AZ","040134210021","=""040134210021""","415.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210022","AZ","040134210022","=""040134210022""","324.55","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211011","AZ","040134211011","=""040134211011""","726.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211012","AZ","040134211012","=""040134211012""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211013","AZ","040134211013","=""040134211013""","1027.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211021","AZ","040134211021","=""040134211021""","958.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211022","AZ","040134211022","=""040134211022""","442.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211023","AZ","040134211023","=""040134211023""","358.08","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211024","AZ","040134211024","=""040134211024""","258.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211025","AZ","040134211025","=""040134211025""","417.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212011","AZ","040134212011","=""040134212011""","995.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212012","AZ","040134212012","=""040134212012""","441.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212013","AZ","040134212013","=""040134212013""","358.08","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212021","AZ","040134212021","=""040134212021""","549.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212022","AZ","040134212022","=""040134212022""","586.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212023","AZ","040134212023","=""040134212023""","665.20","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213021","AZ","040134213021","=""040134213021""","529.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213022","AZ","040134213022","=""040134213022""","616.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213023","AZ","040134213023","=""040134213023""","282.98","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213024","AZ","040134213024","=""040134213024""","468.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213031","AZ","040134213031","=""040134213031""","466.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213032","AZ","040134213032","=""040134213032""","481.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213033","AZ","040134213033","=""040134213033""","332.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213041","AZ","040134213041","=""040134213041""","514.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213042","AZ","040134213042","=""040134213042""","281.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214001","AZ","040134214001","=""040134214001""","343.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214002","AZ","040134214002","=""040134214002""","431.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214003","AZ","040134214003","=""040134214003""","537.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214004","AZ","040134214004","=""040134214004""","504.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215011","AZ","040134215011","=""040134215011""","312.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215012","AZ","040134215012","=""040134215012""","236.04","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215013","AZ","040134215013","=""040134215013""","312.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215021","AZ","040134215021","=""040134215021""","382.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215022","AZ","040134215022","=""040134215022""","411.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216011","AZ","040134216011","=""040134216011""","485.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216012","AZ","040134216012","=""040134216012""","414.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216021","AZ","040134216021","=""040134216021""","631.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216022","AZ","040134216022","=""040134216022""","299.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216023","AZ","040134216023","=""040134216023""","561.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217011","AZ","040134217011","=""040134217011""","637.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217012","AZ","040134217012","=""040134217012""","603.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217013","AZ","040134217013","=""040134217013""","561.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217021","AZ","040134217021","=""040134217021""","624.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217022","AZ","040134217022","=""040134217022""","305.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217023","AZ","040134217023","=""040134217023""","582.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218011","AZ","040134218011","=""040134218011""","494.87","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218012","AZ","040134218012","=""040134218012""","469.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218021","AZ","040134218021","=""040134218021""","603.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218022","AZ","040134218022","=""040134218022""","706.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218023","AZ","040134218023","=""040134218023""","289.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219011","AZ","040134219011","=""040134219011""","588.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219012","AZ","040134219012","=""040134219012""","466.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219021","AZ","040134219021","=""040134219021""","308.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219022","AZ","040134219022","=""040134219022""","622.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219023","AZ","040134219023","=""040134219023""","627.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219024","AZ","040134219024","=""040134219024""","477.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220011","AZ","040134220011","=""040134220011""","418.43","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220012","AZ","040134220012","=""040134220012""","591.43","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220021","AZ","040134220021","=""040134220021""","402.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220022","AZ","040134220022","=""040134220022""","419.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220023","AZ","040134220023","=""040134220023""","504.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221021","AZ","040134221021","=""040134221021""","533.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221022","AZ","040134221022","=""040134221022""","760.42","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221023","AZ","040134221023","=""040134221023""","433.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221031","AZ","040134221031","=""040134221031""","730.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221032","AZ","040134221032","=""040134221032""","673.24","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221033","AZ","040134221033","=""040134221033""","311.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221041","AZ","040134221041","=""040134221041""","356.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221042","AZ","040134221042","=""040134221042""","388.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221043","AZ","040134221043","=""040134221043""","615.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221044","AZ","040134221044","=""040134221044""","335.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221045","AZ","040134221045","=""040134221045""","340.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221051","AZ","040134221051","=""040134221051""","603.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221052","AZ","040134221052","=""040134221052""","552.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221061","AZ","040134221061","=""040134221061""","465.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221062","AZ","040134221062","=""040134221062""","493.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221063","AZ","040134221063","=""040134221063""","903.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221071","AZ","040134221071","=""040134221071""","772.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221072","AZ","040134221072","=""040134221072""","470.73","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222031","AZ","040134222031","=""040134222031""","852.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222032","AZ","040134222032","=""040134222032""","1193.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222033","AZ","040134222033","=""040134222033""","934.76","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222041","AZ","040134222041","=""040134222041""","1110.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222042","AZ","040134222042","=""040134222042""","797.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222051","AZ","040134222051","=""040134222051""","885.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222091","AZ","040134222091","=""040134222091""","721.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222092","AZ","040134222092","=""040134222092""","720.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222093","AZ","040134222093","=""040134222093""","394.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222094","AZ","040134222094","=""040134222094""","1012.55","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222095","AZ","040134222095","=""040134222095""","587.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222101","AZ","040134222101","=""040134222101""","616.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222102","AZ","040134222102","=""040134222102""","453.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222103","AZ","040134222103","=""040134222103""","634.35","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222111","AZ","040134222111","=""040134222111""","836.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222112","AZ","040134222112","=""040134222112""","647.76","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222121","AZ","040134222121","=""040134222121""","364.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222122","AZ","040134222122","=""040134222122""","1029.98","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222123","AZ","040134222123","=""040134222123""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222131","AZ","040134222131","=""040134222131""","477.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222132","AZ","040134222132","=""040134222132""","1185.55","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222151","AZ","040134222151","=""040134222151""","777.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222161","AZ","040134222161","=""040134222161""","590.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222162","AZ","040134222162","=""040134222162""","584.73","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222163","AZ","040134222163","=""040134222163""","626.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222164","AZ","040134222164","=""040134222164""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222171","AZ","040134222171","=""040134222171""","854.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222172","AZ","040134222172","=""040134222172""","476.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222181","AZ","040134222181","=""040134222181""","614.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222182","AZ","040134222182","=""040134222182""","643.74","2021","2010","EPA Smart Location Database","Arizona (State)"
