"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Distance to Transit","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d4a","TimeFrame","GeoVintage","Source","Location"
"Block Group","040131042192","AZ","040131042192","=""040131042192""","509.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042211","AZ","040131042211","=""040131042211""","667.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042212","AZ","040131042212","=""040131042212""","846.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042213","AZ","040131042213","=""040131042213""","560.59","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042214","AZ","040131042214","=""040131042214""","419.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042221","AZ","040131042221","=""040131042221""","659.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042222","AZ","040131042222","=""040131042222""","421.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042223","AZ","040131042223","=""040131042223""","486.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042224","AZ","040131042224","=""040131042224""","549.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042231","AZ","040131042231","=""040131042231""","835.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042232","AZ","040131042232","=""040131042232""","624.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042241","AZ","040131042241","=""040131042241""","195.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042242","AZ","040131042242","=""040131042242""","592.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042243","AZ","040131042243","=""040131042243""","380.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042244","AZ","040131042244","=""040131042244""","844.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042251","AZ","040131042251","=""040131042251""","497.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042252","AZ","040131042252","=""040131042252""","634.35","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042253","AZ","040131042253","=""040131042253""","528.40","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042261","AZ","040131042261","=""040131042261""","403.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042262","AZ","040131042262","=""040131042262""","666.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042263","AZ","040131042263","=""040131042263""","316.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042264","AZ","040131042264","=""040131042264""","535.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042271","AZ","040131042271","=""040131042271""","414.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042272","AZ","040131042272","=""040131042272""","312.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131043011","AZ","040131043011","=""040131043011""","336.62","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131043012","AZ","040131043012","=""040131043012""","611.55","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131043021","AZ","040131043021","=""040131043021""","907.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131043022","AZ","040131043022","=""040131043022""","337.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131044011","AZ","040131044011","=""040131044011""","765.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131044012","AZ","040131044012","=""040131044012""","873.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131044013","AZ","040131044013","=""040131044013""","335.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131044021","AZ","040131044021","=""040131044021""","426.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045011","AZ","040131045011","=""040131045011""","191.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045012","AZ","040131045012","=""040131045012""","528.40","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045013","AZ","040131045013","=""040131045013""","260.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045021","AZ","040131045021","=""040131045021""","276.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045022","AZ","040131045022","=""040131045022""","366.13","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045023","AZ","040131045023","=""040131045023""","450.62","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131046001","AZ","040131046001","=""040131046001""","661.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131046002","AZ","040131046002","=""040131046002""","253.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131046003","AZ","040131046003","=""040131046003""","222.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047011","AZ","040131047011","=""040131047011""","195.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047012","AZ","040131047012","=""040131047012""","578.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047013","AZ","040131047013","=""040131047013""","481.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047021","AZ","040131047021","=""040131047021""","372.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047022","AZ","040131047022","=""040131047022""","273.59","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047023","AZ","040131047023","=""040131047023""","240.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047024","AZ","040131047024","=""040131047024""","536.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048011","AZ","040131048011","=""040131048011""","925.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048012","AZ","040131048012","=""040131048012""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048021","AZ","040131048021","=""040131048021""","572.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048022","AZ","040131048022","=""040131048022""","517.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048023","AZ","040131048023","=""040131048023""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048024","AZ","040131048024","=""040131048024""","588.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048025","AZ","040131048025","=""040131048025""","343.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131049001","AZ","040131049001","=""040131049001""","527.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131049002","AZ","040131049002","=""040131049002""","443.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131049003","AZ","040131049003","=""040131049003""","595.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050021","AZ","040131050021","=""040131050021""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050022","AZ","040131050022","=""040131050022""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050031","AZ","040131050031","=""040131050031""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050032","AZ","040131050032","=""040131050032""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050041","AZ","040131050041","=""040131050041""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050042","AZ","040131050042","=""040131050042""","783.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050043","AZ","040131050043","=""040131050043""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051011","AZ","040131051011","=""040131051011""","666.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051012","AZ","040131051012","=""040131051012""","968.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051013","AZ","040131051013","=""040131051013""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051021","AZ","040131051021","=""040131051021""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051022","AZ","040131051022","=""040131051022""","755.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051023","AZ","040131051023","=""040131051023""","734.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051024","AZ","040131051024","=""040131051024""","498.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051031","AZ","040131051031","=""040131051031""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051032","AZ","040131051032","=""040131051032""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051033","AZ","040131051033","=""040131051033""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131052001","AZ","040131052001","=""040131052001""","748.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131052002","AZ","040131052002","=""040131052002""","505.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131052003","AZ","040131052003","=""040131052003""","426.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131052004","AZ","040131052004","=""040131052004""","464.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131053001","AZ","040131053001","=""040131053001""","254.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131053002","AZ","040131053002","=""040131053002""","229.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131053003","AZ","040131053003","=""040131053003""","528.40","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131054001","AZ","040131054001","=""040131054001""","506.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131054002","AZ","040131054002","=""040131054002""","559.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131054003","AZ","040131054003","=""040131054003""","631.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055011","AZ","040131055011","=""040131055011""","784.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055012","AZ","040131055012","=""040131055012""","284.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055021","AZ","040131055021","=""040131055021""","891.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055022","AZ","040131055022","=""040131055022""","370.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055031","AZ","040131055031","=""040131055031""","299.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055032","AZ","040131055032","=""040131055032""","1137.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055033","AZ","040131055033","=""040131055033""","237.38","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131056011","AZ","040131056011","=""040131056011""","390.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131056012","AZ","040131056012","=""040131056012""","458.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131056021","AZ","040131056021","=""040131056021""","675.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131056022","AZ","040131056022","=""040131056022""","477.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131056023","AZ","040131056023","=""040131056023""","308.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131057011","AZ","040131057011","=""040131057011""","453.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131057012","AZ","040131057012","=""040131057012""","545.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131057021","AZ","040131057021","=""040131057021""","523.04","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131057022","AZ","040131057022","=""040131057022""","388.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131058001","AZ","040131058001","=""040131058001""","476.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131058002","AZ","040131058002","=""040131058002""","572.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131058003","AZ","040131058003","=""040131058003""","453.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131058004","AZ","040131058004","=""040131058004""","783.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131059001","AZ","040131059001","=""040131059001""","309.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131059002","AZ","040131059002","=""040131059002""","427.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131059003","AZ","040131059003","=""040131059003""","600.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131060011","AZ","040131060011","=""040131060011""","367.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131060021","AZ","040131060021","=""040131060021""","525.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131060022","AZ","040131060022","=""040131060022""","391.61","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131060031","AZ","040131060031","=""040131060031""","438.55","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131060032","AZ","040131060032","=""040131060032""","535.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131061001","AZ","040131061001","=""040131061001""","568.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131061002","AZ","040131061002","=""040131061002""","413.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131061003","AZ","040131061003","=""040131061003""","462.69","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131061004","AZ","040131061004","=""040131061004""","449.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131061005","AZ","040131061005","=""040131061005""","482.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131062001","AZ","040131062001","=""040131062001""","505.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131062002","AZ","040131062002","=""040131062002""","476.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131063001","AZ","040131063001","=""040131063001""","600.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131063002","AZ","040131063002","=""040131063002""","615.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131063003","AZ","040131063003","=""040131063003""","583.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131063004","AZ","040131063004","=""040131063004""","510.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131064001","AZ","040131064001","=""040131064001""","903.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131064002","AZ","040131064002","=""040131064002""","343.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131065011","AZ","040131065011","=""040131065011""","508.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131065012","AZ","040131065012","=""040131065012""","458.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131065021","AZ","040131065021","=""040131065021""","578.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131065022","AZ","040131065022","=""040131065022""","439.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131065023","AZ","040131065023","=""040131065023""","296.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131066001","AZ","040131066001","=""040131066001""","519.01","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131066002","AZ","040131066002","=""040131066002""","504.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067011","AZ","040131067011","=""040131067011""","375.51","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067012","AZ","040131067012","=""040131067012""","561.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067013","AZ","040131067013","=""040131067013""","615.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067021","AZ","040131067021","=""040131067021""","607.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067031","AZ","040131067031","=""040131067031""","301.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067032","AZ","040131067032","=""040131067032""","414.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068011","AZ","040131068011","=""040131068011""","328.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068012","AZ","040131068012","=""040131068012""","382.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068013","AZ","040131068013","=""040131068013""","293.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068021","AZ","040131068021","=""040131068021""","1011.20","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068022","AZ","040131068022","=""040131068022""","481.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068023","AZ","040131068023","=""040131068023""","205.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069001","AZ","040131069001","=""040131069001""","498.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069002","AZ","040131069002","=""040131069002""","446.59","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069003","AZ","040131069003","=""040131069003""","687.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069004","AZ","040131069004","=""040131069004""","443.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070001","AZ","040131070001","=""040131070001""","433.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070002","AZ","040131070002","=""040131070002""","468.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070003","AZ","040131070003","=""040131070003""","470.73","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070004","AZ","040131070004","=""040131070004""","370.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071011","AZ","040131071011","=""040131071011""","371.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071012","AZ","040131071012","=""040131071012""","441.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071021","AZ","040131071021","=""040131071021""","525.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071022","AZ","040131071022","=""040131071022""","634.35","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071023","AZ","040131071023","=""040131071023""","367.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072011","AZ","040131072011","=""040131072011""","579.36","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072012","AZ","040131072012","=""040131072012""","383.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072021","AZ","040131072021","=""040131072021""","510.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072022","AZ","040131072022","=""040131072022""","438.55","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073001","AZ","040131073001","=""040131073001""","622.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073002","AZ","040131073002","=""040131073002""","516.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073003","AZ","040131073003","=""040131073003""","942.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073004","AZ","040131073004","=""040131073004""","288.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074001","AZ","040131074001","=""040131074001""","486.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074002","AZ","040131074002","=""040131074002""","508.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074003","AZ","040131074003","=""040131074003""","370.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074004","AZ","040131074004","=""040131074004""","352.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074005","AZ","040131074005","=""040131074005""","331.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074006","AZ","040131074006","=""040131074006""","524.38","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131075001","AZ","040131075001","=""040131075001""","477.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131075002","AZ","040131075002","=""040131075002""","103.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131075003","AZ","040131075003","=""040131075003""","477.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076011","AZ","040131076011","=""040131076011""","654.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076012","AZ","040131076012","=""040131076012""","260.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076013","AZ","040131076013","=""040131076013""","386.24","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076021","AZ","040131076021","=""040131076021""","415.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076022","AZ","040131076022","=""040131076022""","623.62","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077001","AZ","040131077001","=""040131077001""","832.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077002","AZ","040131077002","=""040131077002""","685.31","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077003","AZ","040131077003","=""040131077003""","537.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077004","AZ","040131077004","=""040131077004""","934.76","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077005","AZ","040131077005","=""040131077005""","336.62","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131078001","AZ","040131078001","=""040131078001""","1148.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131078002","AZ","040131078002","=""040131078002""","1123.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131079001","AZ","040131079001","=""040131079001""","1125.20","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131079002","AZ","040131079002","=""040131079002""","413.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131079003","AZ","040131079003","=""040131079003""","598.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131080001","AZ","040131080001","=""040131080001""","1043.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131080002","AZ","040131080002","=""040131080002""","804.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131081001","AZ","040131081001","=""040131081001""","586.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131082001","AZ","040131082001","=""040131082001""","840.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131082002","AZ","040131082002","=""040131082002""","387.58","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131082003","AZ","040131082003","=""040131082003""","472.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083011","AZ","040131083011","=""040131083011""","565.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083012","AZ","040131083012","=""040131083012""","506.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083013","AZ","040131083013","=""040131083013""","486.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083021","AZ","040131083021","=""040131083021""","525.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083022","AZ","040131083022","=""040131083022""","631.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084001","AZ","040131084001","=""040131084001""","246.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084002","AZ","040131084002","=""040131084002""","523.04","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084003","AZ","040131084003","=""040131084003""","351.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084004","AZ","040131084004","=""040131084004""","178.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084005","AZ","040131084005","=""040131084005""","557.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085011","AZ","040131085011","=""040131085011""","313.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085012","AZ","040131085012","=""040131085012""","616.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085021","AZ","040131085021","=""040131085021""","359.42","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085022","AZ","040131085022","=""040131085022""","325.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085023","AZ","040131085023","=""040131085023""","583.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085024","AZ","040131085024","=""040131085024""","489.51","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086011","AZ","040131086011","=""040131086011""","583.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086012","AZ","040131086012","=""040131086012""","164.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086021","AZ","040131086021","=""040131086021""","514.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086022","AZ","040131086022","=""040131086022""","630.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086023","AZ","040131086023","=""040131086023""","308.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086024","AZ","040131086024","=""040131086024""","653.13","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131088021","AZ","040131088021","=""040131088021""","430.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131088022","AZ","040131088022","=""040131088022""","402.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089011","AZ","040131089011","=""040131089011""","193.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089012","AZ","040131089012","=""040131089012""","460.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089013","AZ","040131089013","=""040131089013""","472.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089021","AZ","040131089021","=""040131089021""","348.69","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089022","AZ","040131089022","=""040131089022""","545.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089023","AZ","040131089023","=""040131089023""","437.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089024","AZ","040131089024","=""040131089024""","614.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090011","AZ","040131090011","=""040131090011""","319.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090012","AZ","040131090012","=""040131090012""","202.51","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090021","AZ","040131090021","=""040131090021""","387.58","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090022","AZ","040131090022","=""040131090022""","795.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090023","AZ","040131090023","=""040131090023""","439.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090031","AZ","040131090031","=""040131090031""","792.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090032","AZ","040131090032","=""040131090032""","796.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090033","AZ","040131090033","=""040131090033""","801.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090034","AZ","040131090034","=""040131090034""","545.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091011","AZ","040131091011","=""040131091011""","468.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091012","AZ","040131091012","=""040131091012""","516.33","2021","2010","EPA Smart Location Database","Arizona (State)"
