"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent of People Who Drove to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranmv","TimeFrame","GeoVintage","Source","Location"
"Block Group","040130927201","AZ","040130927201","=""040130927201""","84.10","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927202","AZ","040130927202","=""040130927202""","88.93","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927203","AZ","040130927203","=""040130927203""","93.06","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927204","AZ","040130927204","=""040130927204""","85.01","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927211","AZ","040130927211","=""040130927211""","83.52","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927212","AZ","040130927212","=""040130927212""","76.51","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927231","AZ","040130927231","=""040130927231""","73.07","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927232","AZ","040130927232","=""040130927232""","73.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927241","AZ","040130927241","=""040130927241""","78.18","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927242","AZ","040130927242","=""040130927242""","90.69","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130927243","AZ","040130927243","=""040130927243""","96.60","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130928011","AZ","040130928011","=""040130928011""","80.09","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130928012","AZ","040130928012","=""040130928012""","59.62","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130928013","AZ","040130928013","=""040130928013""","74.67","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130928014","AZ","040130928014","=""040130928014""","81.90","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130928021","AZ","040130928021","=""040130928021""","90.58","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130928022","AZ","040130928022","=""040130928022""","91.26","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130928023","AZ","040130928023","=""040130928023""","86.29","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130928024","AZ","040130928024","=""040130928024""","87.50","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130929001","AZ","040130929001","=""040130929001""","81.91","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130929002","AZ","040130929002","=""040130929002""","78.43","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130930011","AZ","040130930011","=""040130930011""","86.85","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130930012","AZ","040130930012","=""040130930012""","76.92","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130930013","AZ","040130930013","=""040130930013""","78.51","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130930021","AZ","040130930021","=""040130930021""","94.29","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130930022","AZ","040130930022","=""040130930022""","93.32","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130930023","AZ","040130930023","=""040130930023""","75.80","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931011","AZ","040130931011","=""040130931011""","66.09","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931012","AZ","040130931012","=""040130931012""","82.05","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931013","AZ","040130931013","=""040130931013""","81.44","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931014","AZ","040130931014","=""040130931014""","73.58","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931041","AZ","040130931041","=""040130931041""","88.29","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931042","AZ","040130931042","=""040130931042""","88.21","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931043","AZ","040130931043","=""040130931043""","75.58","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931044","AZ","040130931044","=""040130931044""","100.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931051","AZ","040130931051","=""040130931051""","91.78","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931052","AZ","040130931052","=""040130931052""","100.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931053","AZ","040130931053","=""040130931053""","74.41","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931054","AZ","040130931054","=""040130931054""","83.09","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931061","AZ","040130931061","=""040130931061""","85.10","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931062","AZ","040130931062","=""040130931062""","97.94","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130931063","AZ","040130931063","=""040130931063""","94.07","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130932001","AZ","040130932001","=""040130932001""","90.56","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130932002","AZ","040130932002","=""040130932002""","70.33","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130932003","AZ","040130932003","=""040130932003""","89.77","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032051","AZ","040131032051","=""040131032051""","71.92","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032052","AZ","040131032052","=""040131032052""","89.65","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032061","AZ","040131032061","=""040131032061""","77.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032062","AZ","040131032062","=""040131032062""","70.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032071","AZ","040131032071","=""040131032071""","71.54","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032072","AZ","040131032072","=""040131032072""","69.72","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032081","AZ","040131032081","=""040131032081""","76.46","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032082","AZ","040131032082","=""040131032082""","83.05","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032083","AZ","040131032083","=""040131032083""","61.46","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032091","AZ","040131032091","=""040131032091""","78.35","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032092","AZ","040131032092","=""040131032092""","50.49","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032093","AZ","040131032093","=""040131032093""","61.56","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032094","AZ","040131032094","=""040131032094""","66.32","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032101","AZ","040131032101","=""040131032101""","87.82","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032102","AZ","040131032102","=""040131032102""","75.79","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032103","AZ","040131032103","=""040131032103""","85.05","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032104","AZ","040131032104","=""040131032104""","71.55","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032105","AZ","040131032105","=""040131032105""","73.57","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032111","AZ","040131032111","=""040131032111""","65.33","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032112","AZ","040131032112","=""040131032112""","67.62","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032113","AZ","040131032113","=""040131032113""","80.74","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032121","AZ","040131032121","=""040131032121""","86.12","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032122","AZ","040131032122","=""040131032122""","68.50","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032123","AZ","040131032123","=""040131032123""","58.45","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032141","AZ","040131032141","=""040131032141""","69.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032142","AZ","040131032142","=""040131032142""","74.83","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032143","AZ","040131032143","=""040131032143""","60.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032151","AZ","040131032151","=""040131032151""","60.36","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032152","AZ","040131032152","=""040131032152""","68.48","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032161","AZ","040131032161","=""040131032161""","56.18","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032162","AZ","040131032162","=""040131032162""","79.67","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032163","AZ","040131032163","=""040131032163""","91.27","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032164","AZ","040131032164","=""040131032164""","85.57","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032171","AZ","040131032171","=""040131032171""","80.42","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032172","AZ","040131032172","=""040131032172""","56.91","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032173","AZ","040131032173","=""040131032173""","59.19","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032174","AZ","040131032174","=""040131032174""","65.71","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032191","AZ","040131032191","=""040131032191""","60.49","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032192","AZ","040131032192","=""040131032192""","58.35","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032193","AZ","040131032193","=""040131032193""","61.32","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032201","AZ","040131032201","=""040131032201""","56.90","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032202","AZ","040131032202","=""040131032202""","72.20","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131032203","AZ","040131032203","=""040131032203""","54.14","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033021","AZ","040131033021","=""040131033021""","89.54","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033022","AZ","040131033022","=""040131033022""","63.03","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033023","AZ","040131033023","=""040131033023""","81.03","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033024","AZ","040131033024","=""040131033024""","89.31","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033025","AZ","040131033025","=""040131033025""","84.13","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033031","AZ","040131033031","=""040131033031""","57.13","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033032","AZ","040131033032","=""040131033032""","74.19","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033033","AZ","040131033033","=""040131033033""","79.32","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033041","AZ","040131033041","=""040131033041""","64.27","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033042","AZ","040131033042","=""040131033042""","76.31","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033043","AZ","040131033043","=""040131033043""","82.04","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033051","AZ","040131033051","=""040131033051""","78.61","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033052","AZ","040131033052","=""040131033052""","69.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033061","AZ","040131033061","=""040131033061""","90.33","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131033062","AZ","040131033062","=""040131033062""","89.94","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131034001","AZ","040131034001","=""040131034001""","81.24","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131034002","AZ","040131034002","=""040131034002""","56.43","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131034003","AZ","040131034003","=""040131034003""","63.16","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131034004","AZ","040131034004","=""040131034004""","71.98","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131035011","AZ","040131035011","=""040131035011""","86.04","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131035012","AZ","040131035012","=""040131035012""","66.93","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131035013","AZ","040131035013","=""040131035013""","70.08","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131035021","AZ","040131035021","=""040131035021""","84.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131035022","AZ","040131035022","=""040131035022""","60.65","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131035023","AZ","040131035023","=""040131035023""","88.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131035024","AZ","040131035024","=""040131035024""","62.78","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131035025","AZ","040131035025","=""040131035025""","78.20","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036041","AZ","040131036041","=""040131036041""","74.76","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036042","AZ","040131036042","=""040131036042""","63.39","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036043","AZ","040131036043","=""040131036043""","90.06","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036051","AZ","040131036051","=""040131036051""","80.72","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036052","AZ","040131036052","=""040131036052""","52.05","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036053","AZ","040131036053","=""040131036053""","75.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036054","AZ","040131036054","=""040131036054""","60.97","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036061","AZ","040131036061","=""040131036061""","56.78","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036062","AZ","040131036062","=""040131036062""","75.58","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036063","AZ","040131036063","=""040131036063""","68.60","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036071","AZ","040131036071","=""040131036071""","83.30","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036072","AZ","040131036072","=""040131036072""","58.21","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036073","AZ","040131036073","=""040131036073""","77.27","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036074","AZ","040131036074","=""040131036074""","61.98","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036081","AZ","040131036081","=""040131036081""","75.96","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036082","AZ","040131036082","=""040131036082""","63.45","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036091","AZ","040131036091","=""040131036091""","45.39","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036092","AZ","040131036092","=""040131036092""","81.30","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036093","AZ","040131036093","=""040131036093""","49.02","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036094","AZ","040131036094","=""040131036094""","84.57","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036111","AZ","040131036111","=""040131036111""","91.16","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036112","AZ","040131036112","=""040131036112""","81.05","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036113","AZ","040131036113","=""040131036113""","73.72","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036121","AZ","040131036121","=""040131036121""","67.67","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036122","AZ","040131036122","=""040131036122""","83.96","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036123","AZ","040131036123","=""040131036123""","80.53","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036124","AZ","040131036124","=""040131036124""","69.28","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036141","AZ","040131036141","=""040131036141""","82.69","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036142","AZ","040131036142","=""040131036142""","57.47","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036151","AZ","040131036151","=""040131036151""","69.04","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036152","AZ","040131036152","=""040131036152""","84.49","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131036153","AZ","040131036153","=""040131036153""","83.24","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131037011","AZ","040131037011","=""040131037011""","71.86","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131037012","AZ","040131037012","=""040131037012""","78.89","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131037013","AZ","040131037013","=""040131037013""","92.56","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131037021","AZ","040131037021","=""040131037021""","79.79","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131037022","AZ","040131037022","=""040131037022""","72.12","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131037023","AZ","040131037023","=""040131037023""","77.60","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131039001","AZ","040131039001","=""040131039001""","75.21","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131039002","AZ","040131039002","=""040131039002""","79.16","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131039003","AZ","040131039003","=""040131039003""","87.75","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131039004","AZ","040131039004","=""040131039004""","88.16","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131040001","AZ","040131040001","=""040131040001""","61.28","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131040002","AZ","040131040002","=""040131040002""","79.53","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131040003","AZ","040131040003","=""040131040003""","97.10","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131040004","AZ","040131040004","=""040131040004""","78.65","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131041001","AZ","040131041001","=""040131041001""","93.19","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131041002","AZ","040131041002","=""040131041002""","67.77","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131041003","AZ","040131041003","=""040131041003""","82.42","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131041004","AZ","040131041004","=""040131041004""","100.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042021","AZ","040131042021","=""040131042021""","77.13","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042022","AZ","040131042022","=""040131042022""","75.40","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042023","AZ","040131042023","=""040131042023""","70.68","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042031","AZ","040131042031","=""040131042031""","70.07","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042032","AZ","040131042032","=""040131042032""","92.99","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042033","AZ","040131042033","=""040131042033""","63.22","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042034","AZ","040131042034","=""040131042034""","82.28","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042035","AZ","040131042035","=""040131042035""","84.61","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042041","AZ","040131042041","=""040131042041""","74.77","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042042","AZ","040131042042","=""040131042042""","83.51","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042051","AZ","040131042051","=""040131042051""","85.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042052","AZ","040131042052","=""040131042052""","81.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042053","AZ","040131042053","=""040131042053""","86.41","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042054","AZ","040131042054","=""040131042054""","85.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042061","AZ","040131042061","=""040131042061""","80.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042062","AZ","040131042062","=""040131042062""","56.76","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042063","AZ","040131042063","=""040131042063""","75.81","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042071","AZ","040131042071","=""040131042071""","74.55","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042072","AZ","040131042072","=""040131042072""","79.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042073","AZ","040131042073","=""040131042073""","84.61","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042121","AZ","040131042121","=""040131042121""","83.02","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042122","AZ","040131042122","=""040131042122""","71.90","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042123","AZ","040131042123","=""040131042123""","81.02","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042124","AZ","040131042124","=""040131042124""","73.78","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042141","AZ","040131042141","=""040131042141""","79.22","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042142","AZ","040131042142","=""040131042142""","92.01","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042151","AZ","040131042151","=""040131042151""","93.70","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042152","AZ","040131042152","=""040131042152""","41.57","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042153","AZ","040131042153","=""040131042153""","95.06","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042154","AZ","040131042154","=""040131042154""","82.21","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042155","AZ","040131042155","=""040131042155""","87.73","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042161","AZ","040131042161","=""040131042161""","75.46","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042162","AZ","040131042162","=""040131042162""","82.85","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042163","AZ","040131042163","=""040131042163""","83.96","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042171","AZ","040131042171","=""040131042171""","77.77","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042172","AZ","040131042172","=""040131042172""","75.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042173","AZ","040131042173","=""040131042173""","87.03","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042181","AZ","040131042181","=""040131042181""","81.11","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042182","AZ","040131042182","=""040131042182""","77.74","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042183","AZ","040131042183","=""040131042183""","88.24","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042191","AZ","040131042191","=""040131042191""","71.81","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042192","AZ","040131042192","=""040131042192""","81.60","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042211","AZ","040131042211","=""040131042211""","89.13","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042212","AZ","040131042212","=""040131042212""","90.09","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042213","AZ","040131042213","=""040131042213""","75.66","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042214","AZ","040131042214","=""040131042214""","88.78","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042221","AZ","040131042221","=""040131042221""","75.46","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042222","AZ","040131042222","=""040131042222""","67.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042223","AZ","040131042223","=""040131042223""","85.17","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042224","AZ","040131042224","=""040131042224""","81.49","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042231","AZ","040131042231","=""040131042231""","69.31","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042232","AZ","040131042232","=""040131042232""","90.87","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042241","AZ","040131042241","=""040131042241""","51.90","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042242","AZ","040131042242","=""040131042242""","89.94","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042243","AZ","040131042243","=""040131042243""","77.02","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042244","AZ","040131042244","=""040131042244""","79.49","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042251","AZ","040131042251","=""040131042251""","72.24","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042252","AZ","040131042252","=""040131042252""","64.74","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042253","AZ","040131042253","=""040131042253""","56.33","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042261","AZ","040131042261","=""040131042261""","70.85","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042262","AZ","040131042262","=""040131042262""","88.05","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042263","AZ","040131042263","=""040131042263""","61.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042264","AZ","040131042264","=""040131042264""","90.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042271","AZ","040131042271","=""040131042271""","75.42","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131042272","AZ","040131042272","=""040131042272""","88.08","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131043011","AZ","040131043011","=""040131043011""","92.07","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131043012","AZ","040131043012","=""040131043012""","56.73","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131043021","AZ","040131043021","=""040131043021""","60.36","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131043022","AZ","040131043022","=""040131043022""","84.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131044011","AZ","040131044011","=""040131044011""","73.79","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131044012","AZ","040131044012","=""040131044012""","77.26","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131044013","AZ","040131044013","=""040131044013""","58.97","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131044021","AZ","040131044021","=""040131044021""","56.18","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131044022","AZ","040131044022","=""040131044022""","80.86","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131045011","AZ","040131045011","=""040131045011""","90.27","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131045012","AZ","040131045012","=""040131045012""","73.76","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131045013","AZ","040131045013","=""040131045013""","67.59","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131045021","AZ","040131045021","=""040131045021""","73.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131045022","AZ","040131045022","=""040131045022""","81.28","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131045023","AZ","040131045023","=""040131045023""","74.89","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131046001","AZ","040131046001","=""040131046001""","72.64","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131046002","AZ","040131046002","=""040131046002""","44.69","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131046003","AZ","040131046003","=""040131046003""","63.50","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131047011","AZ","040131047011","=""040131047011""","86.45","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131047012","AZ","040131047012","=""040131047012""","79.71","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131047013","AZ","040131047013","=""040131047013""","54.52","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131047021","AZ","040131047021","=""040131047021""","72.58","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131047022","AZ","040131047022","=""040131047022""","61.30","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131047023","AZ","040131047023","=""040131047023""","79.01","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131047024","AZ","040131047024","=""040131047024""","73.83","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131048011","AZ","040131048011","=""040131048011""","64.83","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131048012","AZ","040131048012","=""040131048012""","71.78","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131048021","AZ","040131048021","=""040131048021""","81.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131048022","AZ","040131048022","=""040131048022""","62.72","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131048023","AZ","040131048023","=""040131048023""","61.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040131048024","AZ","040131048024","=""040131048024""","81.20","2019-2023","2022","Census","Arizona (State)"
