"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Jobs within a 45-Minute Transit Commute","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d5br","TimeFrame","GeoVintage","Source","Location"
"Block Group","040134224033","AZ","040134224033","=""040134224033""","21698","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224041","AZ","040134224041","=""040134224041""","6904","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224042","AZ","040134224042","=""040134224042""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225011","AZ","040134225011","=""040134225011""","26741","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225012","AZ","040134225012","=""040134225012""","26682","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225013","AZ","040134225013","=""040134225013""","20187","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225014","AZ","040134225014","=""040134225014""","21429","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225021","AZ","040134225021","=""040134225021""","26910","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225022","AZ","040134225022","=""040134225022""","21056","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225023","AZ","040134225023","=""040134225023""","43198","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225024","AZ","040134225024","=""040134225024""","42882","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225031","AZ","040134225031","=""040134225031""","19816","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225032","AZ","040134225032","=""040134225032""","51879","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225033","AZ","040134225033","=""040134225033""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225034","AZ","040134225034","=""040134225034""","41457","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225041","AZ","040134225041","=""040134225041""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225042","AZ","040134225042","=""040134225042""","16261","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225043","AZ","040134225043","=""040134225043""","17066","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225061","AZ","040134225061","=""040134225061""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225062","AZ","040134225062","=""040134225062""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225063","AZ","040134225063","=""040134225063""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225064","AZ","040134225064","=""040134225064""","12011","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225065","AZ","040134225065","=""040134225065""","11967","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225071","AZ","040134225071","=""040134225071""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225072","AZ","040134225072","=""040134225072""","11785","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225073","AZ","040134225073","=""040134225073""","32097","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225081","AZ","040134225081","=""040134225081""","14357","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225082","AZ","040134225082","=""040134225082""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225091","AZ","040134225091","=""040134225091""","32356","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225092","AZ","040134225092","=""040134225092""","34560","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225093","AZ","040134225093","=""040134225093""","38036","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225101","AZ","040134225101","=""040134225101""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225102","AZ","040134225102","=""040134225102""","11554","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225103","AZ","040134225103","=""040134225103""","30627","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225111","AZ","040134225111","=""040134225111""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225112","AZ","040134225112","=""040134225112""","32041","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225121","AZ","040134225121","=""040134225121""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225122","AZ","040134225122","=""040134225122""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225131","AZ","040134225131","=""040134225131""","28270","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225132","AZ","040134225132","=""040134225132""","25355","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225133","AZ","040134225133","=""040134225133""","17728","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225141","AZ","040134225141","=""040134225141""","19551","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225142","AZ","040134225142","=""040134225142""","21120","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226061","AZ","040134226061","=""040134226061""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226062","AZ","040134226062","=""040134226062""","11356","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226063","AZ","040134226063","=""040134226063""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226071","AZ","040134226071","=""040134226071""","7714","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226072","AZ","040134226072","=""040134226072""","21106","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226073","AZ","040134226073","=""040134226073""","24458","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226091","AZ","040134226091","=""040134226091""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226092","AZ","040134226092","=""040134226092""","27232","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226101","AZ","040134226101","=""040134226101""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226102","AZ","040134226102","=""040134226102""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226151","AZ","040134226151","=""040134226151""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226152","AZ","040134226152","=""040134226152""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226153","AZ","040134226153","=""040134226153""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226161","AZ","040134226161","=""040134226161""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226162","AZ","040134226162","=""040134226162""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226171","AZ","040134226171","=""040134226171""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226172","AZ","040134226172","=""040134226172""","11779","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226173","AZ","040134226173","=""040134226173""","3962","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226174","AZ","040134226174","=""040134226174""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226181","AZ","040134226181","=""040134226181""","4758","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226182","AZ","040134226182","=""040134226182""","4686","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226201","AZ","040134226201","=""040134226201""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226202","AZ","040134226202","=""040134226202""","12091","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226211","AZ","040134226211","=""040134226211""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226212","AZ","040134226212","=""040134226212""","11410","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226213","AZ","040134226213","=""040134226213""","11276","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226221","AZ","040134226221","=""040134226221""","10392","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226222","AZ","040134226222","=""040134226222""","11549","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226223","AZ","040134226223","=""040134226223""","11323","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226231","AZ","040134226231","=""040134226231""","11584","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226232","AZ","040134226232","=""040134226232""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226241","AZ","040134226241","=""040134226241""","26558","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226242","AZ","040134226242","=""040134226242""","29159","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226251","AZ","040134226251","=""040134226251""","29042","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226252","AZ","040134226252","=""040134226252""","29140","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226253","AZ","040134226253","=""040134226253""","32492","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226261","AZ","040134226261","=""040134226261""","24953","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226262","AZ","040134226262","=""040134226262""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226271","AZ","040134226271","=""040134226271""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226272","AZ","040134226272","=""040134226272""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226281","AZ","040134226281","=""040134226281""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226282","AZ","040134226282","=""040134226282""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226291","AZ","040134226291","=""040134226291""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226292","AZ","040134226292","=""040134226292""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226301","AZ","040134226301","=""040134226301""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226302","AZ","040134226302","=""040134226302""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226311","AZ","040134226311","=""040134226311""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226312","AZ","040134226312","=""040134226312""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226321","AZ","040134226321","=""040134226321""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226322","AZ","040134226322","=""040134226322""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226331","AZ","040134226331","=""040134226331""","4313","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226341","AZ","040134226341","=""040134226341""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226342","AZ","040134226342","=""040134226342""","4366","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226351","AZ","040134226351","=""040134226351""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226361","AZ","040134226361","=""040134226361""","18573","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226362","AZ","040134226362","=""040134226362""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226371","AZ","040134226371","=""040134226371""","5366","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226372","AZ","040134226372","=""040134226372""","19475","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226381","AZ","040134226381","=""040134226381""","7629","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226382","AZ","040134226382","=""040134226382""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226391","AZ","040134226391","=""040134226391""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226392","AZ","040134226392","=""040134226392""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226393","AZ","040134226393","=""040134226393""","7577","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226401","AZ","040134226401","=""040134226401""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226402","AZ","040134226402","=""040134226402""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226403","AZ","040134226403","=""040134226403""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226404","AZ","040134226404","=""040134226404""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226411","AZ","040134226411","=""040134226411""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226412","AZ","040134226412","=""040134226412""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226413","AZ","040134226413","=""040134226413""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226421","AZ","040134226421","=""040134226421""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226422","AZ","040134226422","=""040134226422""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226423","AZ","040134226423","=""040134226423""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226431","AZ","040134226431","=""040134226431""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226432","AZ","040134226432","=""040134226432""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226441","AZ","040134226441","=""040134226441""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226442","AZ","040134226442","=""040134226442""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226443","AZ","040134226443","=""040134226443""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226461","AZ","040134226461","=""040134226461""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226462","AZ","040134226462","=""040134226462""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226463","AZ","040134226463","=""040134226463""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134226464","AZ","040134226464","=""040134226464""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135228001","AZ","040135228001","=""040135228001""","11464","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135229011","AZ","040135229011","=""040135229011""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135229012","AZ","040135229012","=""040135229012""","22402","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135229031","AZ","040135229031","=""040135229031""","60449","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135229032","AZ","040135229032","=""040135229032""","60896","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135229033","AZ","040135229033","=""040135229033""","55234","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135229041","AZ","040135229041","=""040135229041""","16457","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135229042","AZ","040135229042","=""040135229042""","27535","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135229043","AZ","040135229043","=""040135229043""","11648","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230021","AZ","040135230021","=""040135230021""","58261","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230022","AZ","040135230022","=""040135230022""","64951","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230023","AZ","040135230023","=""040135230023""","44530","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230024","AZ","040135230024","=""040135230024""","63848","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230031","AZ","040135230031","=""040135230031""","26827","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230032","AZ","040135230032","=""040135230032""","65678","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230033","AZ","040135230033","=""040135230033""","51190","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230034","AZ","040135230034","=""040135230034""","50418","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230051","AZ","040135230051","=""040135230051""","56828","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230052","AZ","040135230052","=""040135230052""","74954","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230053","AZ","040135230053","=""040135230053""","25498","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230061","AZ","040135230061","=""040135230061""","43035","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230062","AZ","040135230062","=""040135230062""","51154","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230063","AZ","040135230063","=""040135230063""","82044","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135230064","AZ","040135230064","=""040135230064""","50465","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231021","AZ","040135231021","=""040135231021""","56507","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231022","AZ","040135231022","=""040135231022""","13270","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231023","AZ","040135231023","=""040135231023""","5353","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231031","AZ","040135231031","=""040135231031""","76298","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231032","AZ","040135231032","=""040135231032""","58240","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231033","AZ","040135231033","=""040135231033""","47134","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231034","AZ","040135231034","=""040135231034""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231041","AZ","040135231041","=""040135231041""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231042","AZ","040135231042","=""040135231042""","65214","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231043","AZ","040135231043","=""040135231043""","58201","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040135231044","AZ","040135231044","=""040135231044""","46034","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136100001","AZ","040136100001","=""040136100001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136100002","AZ","040136100002","=""040136100002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136100003","AZ","040136100003","=""040136100003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136100004","AZ","040136100004","=""040136100004""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136101001","AZ","040136101001","=""040136101001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136102001","AZ","040136102001","=""040136102001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136102002","AZ","040136102002","=""040136102002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136102003","AZ","040136102003","=""040136102003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136102004","AZ","040136102004","=""040136102004""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136103001","AZ","040136103001","=""040136103001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136103002","AZ","040136103002","=""040136103002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136104001","AZ","040136104001","=""040136104001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136104002","AZ","040136104002","=""040136104002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136104003","AZ","040136104003","=""040136104003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136104004","AZ","040136104004","=""040136104004""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136105001","AZ","040136105001","=""040136105001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136105002","AZ","040136105002","=""040136105002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136105003","AZ","040136105003","=""040136105003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136105004","AZ","040136105004","=""040136105004""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136106001","AZ","040136106001","=""040136106001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136106002","AZ","040136106002","=""040136106002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136106003","AZ","040136106003","=""040136106003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136106004","AZ","040136106004","=""040136106004""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136107001","AZ","040136107001","=""040136107001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136107002","AZ","040136107002","=""040136107002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136107003","AZ","040136107003","=""040136107003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136107004","AZ","040136107004","=""040136107004""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136108001","AZ","040136108001","=""040136108001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136109001","AZ","040136109001","=""040136109001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136109002","AZ","040136109002","=""040136109002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136109003","AZ","040136109003","=""040136109003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136110001","AZ","040136110001","=""040136110001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136111001","AZ","040136111001","=""040136111001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136111002","AZ","040136111002","=""040136111002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136112001","AZ","040136112001","=""040136112001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136112002","AZ","040136112002","=""040136112002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136112003","AZ","040136112003","=""040136112003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136113001","AZ","040136113001","=""040136113001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136113002","AZ","040136113002","=""040136113002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136114001","AZ","040136114001","=""040136114001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136114002","AZ","040136114002","=""040136114002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136114003","AZ","040136114003","=""040136114003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136115001","AZ","040136115001","=""040136115001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136115002","AZ","040136115002","=""040136115002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136115003","AZ","040136115003","=""040136115003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136116001","AZ","040136116001","=""040136116001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136116002","AZ","040136116002","=""040136116002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136117001","AZ","040136117001","=""040136117001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136117002","AZ","040136117002","=""040136117002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136117003","AZ","040136117003","=""040136117003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136117004","AZ","040136117004","=""040136117004""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136118001","AZ","040136118001","=""040136118001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136118002","AZ","040136118002","=""040136118002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136118003","AZ","040136118003","=""040136118003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136118004","AZ","040136118004","=""040136118004""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136119001","AZ","040136119001","=""040136119001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136119002","AZ","040136119002","=""040136119002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136120001","AZ","040136120001","=""040136120001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136122001","AZ","040136122001","=""040136122001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136123001","AZ","040136123001","=""040136123001""","24460","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136123002","AZ","040136123002","=""040136123002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136123003","AZ","040136123003","=""040136123003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136123004","AZ","040136123004","=""040136123004""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136124001","AZ","040136124001","=""040136124001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136124002","AZ","040136124002","=""040136124002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136124003","AZ","040136124003","=""040136124003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136125001","AZ","040136125001","=""040136125001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136125002","AZ","040136125002","=""040136125002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136125003","AZ","040136125003","=""040136125003""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136126001","AZ","040136126001","=""040136126001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136126002","AZ","040136126002","=""040136126002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136127001","AZ","040136127001","=""040136127001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136127002","AZ","040136127002","=""040136127002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136128001","AZ","040136128001","=""040136128001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136129001","AZ","040136129001","=""040136129001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136129002","AZ","040136129002","=""040136129002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136130001","AZ","040136130001","=""040136130001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136130002","AZ","040136130002","=""040136130002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136131001","AZ","040136131001","=""040136131001""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040136131002","AZ","040136131002","=""040136131002""","N/A","2021","2010","EPA Smart Location Database","Arizona (State)"
