"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Jobs within a 45-Minute Transit Commute","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d5br","TimeFrame","GeoVintage","Source","Location"
"Block Group","040131069002","AZ","040131069002","=""040131069002""","35754","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069003","AZ","040131069003","=""040131069003""","55681","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069004","AZ","040131069004","=""040131069004""","60231","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070001","AZ","040131070001","=""040131070001""","75783","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070002","AZ","040131070002","=""040131070002""","43883","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070003","AZ","040131070003","=""040131070003""","87162","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070004","AZ","040131070004","=""040131070004""","85977","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071011","AZ","040131071011","=""040131071011""","87397","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071012","AZ","040131071012","=""040131071012""","56675","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071021","AZ","040131071021","=""040131071021""","56042","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071022","AZ","040131071022","=""040131071022""","58111","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071023","AZ","040131071023","=""040131071023""","128676","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072011","AZ","040131072011","=""040131072011""","138191","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072012","AZ","040131072012","=""040131072012""","167225","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072021","AZ","040131072021","=""040131072021""","53057","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072022","AZ","040131072022","=""040131072022""","37057","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073001","AZ","040131073001","=""040131073001""","209964","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073002","AZ","040131073002","=""040131073002""","210751","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073003","AZ","040131073003","=""040131073003""","132092","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073004","AZ","040131073004","=""040131073004""","173572","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074001","AZ","040131074001","=""040131074001""","200738","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074002","AZ","040131074002","=""040131074002""","218483","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074003","AZ","040131074003","=""040131074003""","213044","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074004","AZ","040131074004","=""040131074004""","236170","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074005","AZ","040131074005","=""040131074005""","231769","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074006","AZ","040131074006","=""040131074006""","216459","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131075001","AZ","040131075001","=""040131075001""","220324","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131075002","AZ","040131075002","=""040131075002""","224991","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131075003","AZ","040131075003","=""040131075003""","226698","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076011","AZ","040131076011","=""040131076011""","171817","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076012","AZ","040131076012","=""040131076012""","193850","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076013","AZ","040131076013","=""040131076013""","168606","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076021","AZ","040131076021","=""040131076021""","168137","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076022","AZ","040131076022","=""040131076022""","162167","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077001","AZ","040131077001","=""040131077001""","74202","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077002","AZ","040131077002","=""040131077002""","132716","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077003","AZ","040131077003","=""040131077003""","208467","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077004","AZ","040131077004","=""040131077004""","143044","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077005","AZ","040131077005","=""040131077005""","210179","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131078001","AZ","040131078001","=""040131078001""","66730","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131078002","AZ","040131078002","=""040131078002""","112103","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131079001","AZ","040131079001","=""040131079001""","62816","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131079002","AZ","040131079002","=""040131079002""","38976","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131079003","AZ","040131079003","=""040131079003""","136058","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131080001","AZ","040131080001","=""040131080001""","72467","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131080002","AZ","040131080002","=""040131080002""","56968","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131081001","AZ","040131081001","=""040131081001""","137598","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131082001","AZ","040131082001","=""040131082001""","106888","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131082002","AZ","040131082002","=""040131082002""","89772","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131082003","AZ","040131082003","=""040131082003""","84614","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083011","AZ","040131083011","=""040131083011""","147055","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083012","AZ","040131083012","=""040131083012""","155348","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083013","AZ","040131083013","=""040131083013""","135064","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083021","AZ","040131083021","=""040131083021""","141369","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083022","AZ","040131083022","=""040131083022""","84348","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084001","AZ","040131084001","=""040131084001""","205547","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084002","AZ","040131084002","=""040131084002""","225134","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084003","AZ","040131084003","=""040131084003""","257854","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084004","AZ","040131084004","=""040131084004""","151726","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084005","AZ","040131084005","=""040131084005""","270334","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085011","AZ","040131085011","=""040131085011""","178716","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085012","AZ","040131085012","=""040131085012""","179704","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085021","AZ","040131085021","=""040131085021""","264584","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085022","AZ","040131085022","=""040131085022""","255420","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085023","AZ","040131085023","=""040131085023""","268184","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085024","AZ","040131085024","=""040131085024""","115388","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086011","AZ","040131086011","=""040131086011""","185345","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086012","AZ","040131086012","=""040131086012""","242006","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086021","AZ","040131086021","=""040131086021""","243026","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086022","AZ","040131086022","=""040131086022""","218241","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086023","AZ","040131086023","=""040131086023""","218751","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086024","AZ","040131086024","=""040131086024""","183969","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131088021","AZ","040131088021","=""040131088021""","240101","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131088022","AZ","040131088022","=""040131088022""","215470","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089011","AZ","040131089011","=""040131089011""","209705","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089012","AZ","040131089012","=""040131089012""","200713","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089013","AZ","040131089013","=""040131089013""","238738","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089021","AZ","040131089021","=""040131089021""","235024","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089022","AZ","040131089022","=""040131089022""","225542","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089023","AZ","040131089023","=""040131089023""","224924","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089024","AZ","040131089024","=""040131089024""","215608","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090011","AZ","040131090011","=""040131090011""","169605","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090012","AZ","040131090012","=""040131090012""","146868","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090021","AZ","040131090021","=""040131090021""","224426","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090022","AZ","040131090022","=""040131090022""","144416","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090023","AZ","040131090023","=""040131090023""","227284","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090031","AZ","040131090031","=""040131090031""","152801","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090032","AZ","040131090032","=""040131090032""","153627","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090033","AZ","040131090033","=""040131090033""","145983","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090034","AZ","040131090034","=""040131090034""","130691","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091011","AZ","040131091011","=""040131091011""","140800","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091012","AZ","040131091012","=""040131091012""","186406","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091021","AZ","040131091021","=""040131091021""","93782","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091022","AZ","040131091022","=""040131091022""","159352","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091023","AZ","040131091023","=""040131091023""","158156","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131092001","AZ","040131092001","=""040131092001""","144298","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131092002","AZ","040131092002","=""040131092002""","102499","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131092003","AZ","040131092003","=""040131092003""","70263","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131093001","AZ","040131093001","=""040131093001""","96685","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131093002","AZ","040131093002","=""040131093002""","80985","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131093003","AZ","040131093003","=""040131093003""","106318","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131094001","AZ","040131094001","=""040131094001""","67848","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131094002","AZ","040131094002","=""040131094002""","79080","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131094003","AZ","040131094003","=""040131094003""","101038","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131094004","AZ","040131094004","=""040131094004""","63789","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131094005","AZ","040131094005","=""040131094005""","73415","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131095001","AZ","040131095001","=""040131095001""","41302","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131095002","AZ","040131095002","=""040131095002""","15458","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131095003","AZ","040131095003","=""040131095003""","19745","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096011","AZ","040131096011","=""040131096011""","22674","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096012","AZ","040131096012","=""040131096012""","24440","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096013","AZ","040131096013","=""040131096013""","25874","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096021","AZ","040131096021","=""040131096021""","34471","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096022","AZ","040131096022","=""040131096022""","30483","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096023","AZ","040131096023","=""040131096023""","33810","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096031","AZ","040131096031","=""040131096031""","37156","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096032","AZ","040131096032","=""040131096032""","35035","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096033","AZ","040131096033","=""040131096033""","34258","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096034","AZ","040131096034","=""040131096034""","31811","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096041","AZ","040131096041","=""040131096041""","33135","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096042","AZ","040131096042","=""040131096042""","19558","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097011","AZ","040131097011","=""040131097011""","62769","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097012","AZ","040131097012","=""040131097012""","58969","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097013","AZ","040131097013","=""040131097013""","44203","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097014","AZ","040131097014","=""040131097014""","51819","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097021","AZ","040131097021","=""040131097021""","27227","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097022","AZ","040131097022","=""040131097022""","38089","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097023","AZ","040131097023","=""040131097023""","69807","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097031","AZ","040131097031","=""040131097031""","31854","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097032","AZ","040131097032","=""040131097032""","36519","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097041","AZ","040131097041","=""040131097041""","34942","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097042","AZ","040131097042","=""040131097042""","30260","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097051","AZ","040131097051","=""040131097051""","74118","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097052","AZ","040131097052","=""040131097052""","22180","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131098011","AZ","040131098011","=""040131098011""","57532","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131098012","AZ","040131098012","=""040131098012""","58688","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131098021","AZ","040131098021","=""040131098021""","49715","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131098022","AZ","040131098022","=""040131098022""","64100","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131098023","AZ","040131098023","=""040131098023""","49591","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131099001","AZ","040131099001","=""040131099001""","59505","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131099002","AZ","040131099002","=""040131099002""","62567","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131099003","AZ","040131099003","=""040131099003""","58439","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131099004","AZ","040131099004","=""040131099004""","68948","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131100011","AZ","040131100011","=""040131100011""","59764","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131100012","AZ","040131100012","=""040131100012""","83049","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131100021","AZ","040131100021","=""040131100021""","71658","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131100022","AZ","040131100022","=""040131100022""","97720","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131101001","AZ","040131101001","=""040131101001""","74550","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131101002","AZ","040131101002","=""040131101002""","118092","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131101003","AZ","040131101003","=""040131101003""","134499","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131101004","AZ","040131101004","=""040131101004""","123104","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131104001","AZ","040131104001","=""040131104001""","202064","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131104002","AZ","040131104002","=""040131104002""","222751","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131104003","AZ","040131104003","=""040131104003""","192404","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131104004","AZ","040131104004","=""040131104004""","188032","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131105011","AZ","040131105011","=""040131105011""","308502","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131105012","AZ","040131105012","=""040131105012""","215587","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131105013","AZ","040131105013","=""040131105013""","210155","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131105021","AZ","040131105021","=""040131105021""","211499","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131105022","AZ","040131105022","=""040131105022""","288113","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131106001","AZ","040131106001","=""040131106001""","232303","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131106002","AZ","040131106002","=""040131106002""","193855","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131106003","AZ","040131106003","=""040131106003""","234143","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131106004","AZ","040131106004","=""040131106004""","220869","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131107011","AZ","040131107011","=""040131107011""","195849","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131107012","AZ","040131107012","=""040131107012""","167294","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131107021","AZ","040131107021","=""040131107021""","250474","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131107022","AZ","040131107022","=""040131107022""","198012","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131108011","AZ","040131108011","=""040131108011""","258024","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131108012","AZ","040131108012","=""040131108012""","222749","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131108013","AZ","040131108013","=""040131108013""","142464","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131108021","AZ","040131108021","=""040131108021""","198844","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131108022","AZ","040131108022","=""040131108022""","216836","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131109011","AZ","040131109011","=""040131109011""","213727","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131109012","AZ","040131109012","=""040131109012""","140527","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131109021","AZ","040131109021","=""040131109021""","93403","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131109022","AZ","040131109022","=""040131109022""","97779","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131110001","AZ","040131110001","=""040131110001""","105125","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131110002","AZ","040131110002","=""040131110002""","83666","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131110003","AZ","040131110003","=""040131110003""","89156","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131110004","AZ","040131110004","=""040131110004""","99544","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131110005","AZ","040131110005","=""040131110005""","68533","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131111001","AZ","040131111001","=""040131111001""","117084","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131111002","AZ","040131111002","=""040131111002""","44856","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131111003","AZ","040131111003","=""040131111003""","75153","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112011","AZ","040131112011","=""040131112011""","78701","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112012","AZ","040131112012","=""040131112012""","121011","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112013","AZ","040131112013","=""040131112013""","32624","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112014","AZ","040131112014","=""040131112014""","54679","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112021","AZ","040131112021","=""040131112021""","49728","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112031","AZ","040131112031","=""040131112031""","184376","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112041","AZ","040131112041","=""040131112041""","101085","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131113001","AZ","040131113001","=""040131113001""","211855","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131113002","AZ","040131113002","=""040131113002""","86135","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131113003","AZ","040131113003","=""040131113003""","220896","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131113004","AZ","040131113004","=""040131113004""","90631","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131113005","AZ","040131113005","=""040131113005""","208211","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131114011","AZ","040131114011","=""040131114011""","193701","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131114012","AZ","040131114012","=""040131114012""","219975","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131114021","AZ","040131114021","=""040131114021""","93730","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131114022","AZ","040131114022","=""040131114022""","100526","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131115011","AZ","040131115011","=""040131115011""","194913","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131115021","AZ","040131115021","=""040131115021""","222627","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131115022","AZ","040131115022","=""040131115022""","194563","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131115023","AZ","040131115023","=""040131115023""","211122","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131115024","AZ","040131115024","=""040131115024""","223055","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131116011","AZ","040131116011","=""040131116011""","202147","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131116012","AZ","040131116012","=""040131116012""","184047","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131116021","AZ","040131116021","=""040131116021""","206231","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131116022","AZ","040131116022","=""040131116022""","179921","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131116023","AZ","040131116023","=""040131116023""","172137","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131117001","AZ","040131117001","=""040131117001""","221135","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131117002","AZ","040131117002","=""040131117002""","187475","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131117003","AZ","040131117003","=""040131117003""","243685","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131117004","AZ","040131117004","=""040131117004""","250311","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131118001","AZ","040131118001","=""040131118001""","294092","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131118002","AZ","040131118002","=""040131118002""","229535","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131118003","AZ","040131118003","=""040131118003""","279749","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131118004","AZ","040131118004","=""040131118004""","291178","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131119001","AZ","040131119001","=""040131119001""","212371","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131119002","AZ","040131119002","=""040131119002""","207082","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131119003","AZ","040131119003","=""040131119003""","199488","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131121001","AZ","040131121001","=""040131121001""","129966","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131121002","AZ","040131121002","=""040131121002""","132963","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131121003","AZ","040131121003","=""040131121003""","116045","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131122011","AZ","040131122011","=""040131122011""","98116","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131122012","AZ","040131122012","=""040131122012""","124228","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131122021","AZ","040131122021","=""040131122021""","131308","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131122022","AZ","040131122022","=""040131122022""","72311","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131122023","AZ","040131122023","=""040131122023""","67364","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123011","AZ","040131123011","=""040131123011""","132712","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123012","AZ","040131123012","=""040131123012""","52721","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123013","AZ","040131123013","=""040131123013""","59110","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123021","AZ","040131123021","=""040131123021""","64287","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123022","AZ","040131123022","=""040131123022""","68368","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123023","AZ","040131123023","=""040131123023""","115772","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123024","AZ","040131123024","=""040131123024""","78102","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123025","AZ","040131123025","=""040131123025""","88119","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131124011","AZ","040131124011","=""040131124011""","60153","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131124012","AZ","040131124012","=""040131124012""","68446","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131124013","AZ","040131124013","=""040131124013""","75270","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131124021","AZ","040131124021","=""040131124021""","63506","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131124022","AZ","040131124022","=""040131124022""","62786","2021","2010","EPA Smart Location Database","Arizona (State)"
