"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Population Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Block Group","040131090033","AZ","040131090033","=""040131090033""","16644.75","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131090034","AZ","040131090034","=""040131090034""","16796.13","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131091011","AZ","040131091011","=""040131091011""","6793.46","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131091012","AZ","040131091012","=""040131091012""","8082.82","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131091021","AZ","040131091021","=""040131091021""","16573.01","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131091022","AZ","040131091022","=""040131091022""","16178.39","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131091023","AZ","040131091023","=""040131091023""","8448.73","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131092001","AZ","040131092001","=""040131092001""","0.00","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131092002","AZ","040131092002","=""040131092002""","5925.32","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131092003","AZ","040131092003","=""040131092003""","12540.25","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131092004","AZ","040131092004","=""040131092004""","11365.86","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131093001","AZ","040131093001","=""040131093001""","1637.19","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131093002","AZ","040131093002","=""040131093002""","11377.29","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131093003","AZ","040131093003","=""040131093003""","13522.31","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131094011","AZ","040131094011","=""040131094011""","7355.20","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131094012","AZ","040131094012","=""040131094012""","6555.95","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131094013","AZ","040131094013","=""040131094013""","5201.81","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131094021","AZ","040131094021","=""040131094021""","9537.40","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131094022","AZ","040131094022","=""040131094022""","9161.83","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131094023","AZ","040131094023","=""040131094023""","8817.78","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131095001","AZ","040131095001","=""040131095001""","9736.40","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131095002","AZ","040131095002","=""040131095002""","2557.28","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131095003","AZ","040131095003","=""040131095003""","9731.75","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096011","AZ","040131096011","=""040131096011""","8531.76","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096012","AZ","040131096012","=""040131096012""","10074.89","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096013","AZ","040131096013","=""040131096013""","10386.20","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096021","AZ","040131096021","=""040131096021""","9819.96","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096022","AZ","040131096022","=""040131096022""","14692.46","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096023","AZ","040131096023","=""040131096023""","17836.86","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096031","AZ","040131096031","=""040131096031""","8982.16","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096032","AZ","040131096032","=""040131096032""","6798.79","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096033","AZ","040131096033","=""040131096033""","7324.73","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096034","AZ","040131096034","=""040131096034""","6954.27","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096041","AZ","040131096041","=""040131096041""","11514.54","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131096042","AZ","040131096042","=""040131096042""","7758.47","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097021","AZ","040131097021","=""040131097021""","8546.98","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097022","AZ","040131097022","=""040131097022""","12647.10","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097023","AZ","040131097023","=""040131097023""","10752.23","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097031","AZ","040131097031","=""040131097031""","4828.32","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097032","AZ","040131097032","=""040131097032""","7026.72","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097041","AZ","040131097041","=""040131097041""","13808.76","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097042","AZ","040131097042","=""040131097042""","6702.48","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097051","AZ","040131097051","=""040131097051""","6518.92","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097052","AZ","040131097052","=""040131097052""","10863.40","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097061","AZ","040131097061","=""040131097061""","13715.64","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097071","AZ","040131097071","=""040131097071""","27291.66","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097072","AZ","040131097072","=""040131097072""","4781.28","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131097073","AZ","040131097073","=""040131097073""","40125.30","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131098011","AZ","040131098011","=""040131098011""","17597.48","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131098012","AZ","040131098012","=""040131098012""","4684.38","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131098021","AZ","040131098021","=""040131098021""","6541.85","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131098022","AZ","040131098022","=""040131098022""","10255.16","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131098023","AZ","040131098023","=""040131098023""","11368.55","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131099001","AZ","040131099001","=""040131099001""","15914.51","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131099002","AZ","040131099002","=""040131099002""","10495.35","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131099003","AZ","040131099003","=""040131099003""","5473.66","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131099004","AZ","040131099004","=""040131099004""","2949.45","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131100011","AZ","040131100011","=""040131100011""","9558.21","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131100012","AZ","040131100012","=""040131100012""","7934.85","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131100021","AZ","040131100021","=""040131100021""","8667.78","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131100022","AZ","040131100022","=""040131100022""","13866.21","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131101001","AZ","040131101001","=""040131101001""","2340.87","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131101002","AZ","040131101002","=""040131101002""","10045.79","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131101003","AZ","040131101003","=""040131101003""","11414.73","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131101004","AZ","040131101004","=""040131101004""","12847.16","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131104001","AZ","040131104001","=""040131104001""","8628.28","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131104002","AZ","040131104002","=""040131104002""","4829.67","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131104003","AZ","040131104003","=""040131104003""","6486.44","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131104004","AZ","040131104004","=""040131104004""","2351.30","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131105011","AZ","040131105011","=""040131105011""","8874.61","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131105012","AZ","040131105012","=""040131105012""","14518.58","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131105013","AZ","040131105013","=""040131105013""","1802.70","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131105021","AZ","040131105021","=""040131105021""","6881.38","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131105022","AZ","040131105022","=""040131105022""","8586.52","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131106001","AZ","040131106001","=""040131106001""","10462.07","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131106002","AZ","040131106002","=""040131106002""","9201.63","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131106003","AZ","040131106003","=""040131106003""","2531.35","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131106004","AZ","040131106004","=""040131106004""","2703.65","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131107011","AZ","040131107011","=""040131107011""","8617.39","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131107012","AZ","040131107012","=""040131107012""","5741.51","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131107021","AZ","040131107021","=""040131107021""","9191.57","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131107022","AZ","040131107022","=""040131107022""","4778.91","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131108011","AZ","040131108011","=""040131108011""","7868.12","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131108012","AZ","040131108012","=""040131108012""","12644.17","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131108013","AZ","040131108013","=""040131108013""","11089.54","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131108021","AZ","040131108021","=""040131108021""","4345.57","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131108022","AZ","040131108022","=""040131108022""","5215.21","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131109011","AZ","040131109011","=""040131109011""","4256.71","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131109012","AZ","040131109012","=""040131109012""","10343.83","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131109021","AZ","040131109021","=""040131109021""","10347.56","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131109022","AZ","040131109022","=""040131109022""","8279.03","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131110001","AZ","040131110001","=""040131110001""","15778.95","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131110002","AZ","040131110002","=""040131110002""","4988.86","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131110003","AZ","040131110003","=""040131110003""","4262.78","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131110004","AZ","040131110004","=""040131110004""","5494.54","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131110005","AZ","040131110005","=""040131110005""","1677.67","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131111001","AZ","040131111001","=""040131111001""","2118.83","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131111002","AZ","040131111002","=""040131111002""","13281.10","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131111003","AZ","040131111003","=""040131111003""","3760.07","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112011","AZ","040131112011","=""040131112011""","17554.85","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112012","AZ","040131112012","=""040131112012""","7227.74","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112013","AZ","040131112013","=""040131112013""","10869.21","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112014","AZ","040131112014","=""040131112014""","4920.04","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112021","AZ","040131112021","=""040131112021""","5153.82","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112031","AZ","040131112031","=""040131112031""","13540.62","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112041","AZ","040131112041","=""040131112041""","1433.80","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131113001","AZ","040131113001","=""040131113001""","5576.68","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131113002","AZ","040131113002","=""040131113002""","3977.77","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131113003","AZ","040131113003","=""040131113003""","13015.29","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131113004","AZ","040131113004","=""040131113004""","5116.49","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131113005","AZ","040131113005","=""040131113005""","5374.31","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131114011","AZ","040131114011","=""040131114011""","8205.99","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131114012","AZ","040131114012","=""040131114012""","8685.98","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131114021","AZ","040131114021","=""040131114021""","8190.38","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131114022","AZ","040131114022","=""040131114022""","5764.42","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131115011","AZ","040131115011","=""040131115011""","7428.26","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131115021","AZ","040131115021","=""040131115021""","5564.40","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131115022","AZ","040131115022","=""040131115022""","6753.95","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131115023","AZ","040131115023","=""040131115023""","12059.20","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131115024","AZ","040131115024","=""040131115024""","11708.63","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131116011","AZ","040131116011","=""040131116011""","4701.88","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131116012","AZ","040131116012","=""040131116012""","9191.07","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131116021","AZ","040131116021","=""040131116021""","3660.28","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131116022","AZ","040131116022","=""040131116022""","8213.87","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131116023","AZ","040131116023","=""040131116023""","10237.82","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131117001","AZ","040131117001","=""040131117001""","4940.71","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131117002","AZ","040131117002","=""040131117002""","4565.63","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131117003","AZ","040131117003","=""040131117003""","3744.07","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131117004","AZ","040131117004","=""040131117004""","5706.69","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131118001","AZ","040131118001","=""040131118001""","3994.83","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131118002","AZ","040131118002","=""040131118002""","3293.20","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131118003","AZ","040131118003","=""040131118003""","4675.26","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131118004","AZ","040131118004","=""040131118004""","5460.75","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131119001","AZ","040131119001","=""040131119001""","1338.67","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131119002","AZ","040131119002","=""040131119002""","2670.85","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131119003","AZ","040131119003","=""040131119003""","4791.29","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131121001","AZ","040131121001","=""040131121001""","2828.83","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131121002","AZ","040131121002","=""040131121002""","4096.18","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131121003","AZ","040131121003","=""040131121003""","9023.78","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131122011","AZ","040131122011","=""040131122011""","5314.75","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131122012","AZ","040131122012","=""040131122012""","12645.96","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131122021","AZ","040131122021","=""040131122021""","7779.11","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131122022","AZ","040131122022","=""040131122022""","13094.91","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131122023","AZ","040131122023","=""040131122023""","9657.59","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123011","AZ","040131123011","=""040131123011""","18356.68","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123012","AZ","040131123012","=""040131123012""","11007.70","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123013","AZ","040131123013","=""040131123013""","8369.93","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123021","AZ","040131123021","=""040131123021""","10686.74","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123022","AZ","040131123022","=""040131123022""","15023.87","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123023","AZ","040131123023","=""040131123023""","12068.62","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123024","AZ","040131123024","=""040131123024""","23110.79","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123025","AZ","040131123025","=""040131123025""","11976.23","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124011","AZ","040131124011","=""040131124011""","9211.08","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124012","AZ","040131124012","=""040131124012""","9958.04","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124013","AZ","040131124013","=""040131124013""","19723.71","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124021","AZ","040131124021","=""040131124021""","11249.76","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124022","AZ","040131124022","=""040131124022""","10240.38","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124023","AZ","040131124023","=""040131124023""","13369.68","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125021","AZ","040131125021","=""040131125021""","13264.33","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125022","AZ","040131125022","=""040131125022""","8945.69","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125023","AZ","040131125023","=""040131125023""","9729.95","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125041","AZ","040131125041","=""040131125041""","4639.14","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125042","AZ","040131125042","=""040131125042""","30655.66","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125071","AZ","040131125071","=""040131125071""","4160.38","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125072","AZ","040131125072","=""040131125072""","12468.59","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125081","AZ","040131125081","=""040131125081""","3412.83","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125101","AZ","040131125101","=""040131125101""","303.51","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125102","AZ","040131125102","=""040131125102""","1837.80","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125103","AZ","040131125103","=""040131125103""","7869.79","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125121","AZ","040131125121","=""040131125121""","518.05","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125122","AZ","040131125122","=""040131125122""","88.29","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125141","AZ","040131125141","=""040131125141""","366.50","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125142","AZ","040131125142","=""040131125142""","1951.63","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125151","AZ","040131125151","=""040131125151""","4181.51","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125152","AZ","040131125152","=""040131125152""","4565.85","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125153","AZ","040131125153","=""040131125153""","5408.73","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125161","AZ","040131125161","=""040131125161""","0.00","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125162","AZ","040131125162","=""040131125162""","6026.50","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125163","AZ","040131125163","=""040131125163""","3773.85","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125171","AZ","040131125171","=""040131125171""","7935.54","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125172","AZ","040131125172","=""040131125172""","2424.39","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125173","AZ","040131125173","=""040131125173""","9734.03","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125181","AZ","040131125181","=""040131125181""","8084.24","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125182","AZ","040131125182","=""040131125182""","939.60","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125191","AZ","040131125191","=""040131125191""","12066.69","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125192","AZ","040131125192","=""040131125192""","6151.90","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125201","AZ","040131125201","=""040131125201""","5742.91","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125202","AZ","040131125202","=""040131125202""","11895.18","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125211","AZ","040131125211","=""040131125211""","18991.29","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125212","AZ","040131125212","=""040131125212""","10031.23","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125221","AZ","040131125221","=""040131125221""","8539.19","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125222","AZ","040131125222","=""040131125222""","6845.50","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125223","AZ","040131125223","=""040131125223""","8641.62","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125231","AZ","040131125231","=""040131125231""","4000.26","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125232","AZ","040131125232","=""040131125232""","0.00","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125233","AZ","040131125233","=""040131125233""","8869.89","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125241","AZ","040131125241","=""040131125241""","13738.78","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125242","AZ","040131125242","=""040131125242""","9188.67","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125243","AZ","040131125243","=""040131125243""","8.29","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126011","AZ","040131126011","=""040131126011""","12132.60","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126012","AZ","040131126012","=""040131126012""","11690.75","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126021","AZ","040131126021","=""040131126021""","9786.30","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126022","AZ","040131126022","=""040131126022""","10073.38","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126023","AZ","040131126023","=""040131126023""","13535.26","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126024","AZ","040131126024","=""040131126024""","16906.38","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131127001","AZ","040131127001","=""040131127001""","7630.02","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131127002","AZ","040131127002","=""040131127002""","9012.63","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131127003","AZ","040131127003","=""040131127003""","11570.32","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131127004","AZ","040131127004","=""040131127004""","2160.06","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131129001","AZ","040131129001","=""040131129001""","4536.74","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131129002","AZ","040131129002","=""040131129002""","3219.15","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131129003","AZ","040131129003","=""040131129003""","9166.03","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131129004","AZ","040131129004","=""040131129004""","3550.90","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131130001","AZ","040131130001","=""040131130001""","14100.06","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131130002","AZ","040131130002","=""040131130002""","4760.91","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131131001","AZ","040131131001","=""040131131001""","13702.43","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131131002","AZ","040131131002","=""040131131002""","14086.27","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131131003","AZ","040131131003","=""040131131003""","12125.03","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132011","AZ","040131132011","=""040131132011""","9467.87","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132012","AZ","040131132012","=""040131132012""","7315.43","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132021","AZ","040131132021","=""040131132021""","7398.52","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132022","AZ","040131132022","=""040131132022""","8390.22","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132041","AZ","040131132041","=""040131132041""","6939.81","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132042","AZ","040131132042","=""040131132042""","1865.24","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132043","AZ","040131132043","=""040131132043""","2461.87","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131133011","AZ","040131133011","=""040131133011""","4333.20","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131133012","AZ","040131133012","=""040131133012""","5048.41","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131133013","AZ","040131133013","=""040131133013""","4959.11","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131133014","AZ","040131133014","=""040131133014""","1958.02","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131135021","AZ","040131135021","=""040131135021""","11157.26","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131135031","AZ","040131135031","=""040131135031""","9465.66","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131135032","AZ","040131135032","=""040131135032""","8657.28","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131135033","AZ","040131135033","=""040131135033""","381.93","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131136011","AZ","040131136011","=""040131136011""","11805.45","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131136012","AZ","040131136012","=""040131136012""","0.00","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131136013","AZ","040131136013","=""040131136013""","7813.19","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131136021","AZ","040131136021","=""040131136021""","10790.23","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131136022","AZ","040131136022","=""040131136022""","11517.45","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137011","AZ","040131137011","=""040131137011""","6797.46","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137012","AZ","040131137012","=""040131137012""","6034.52","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137013","AZ","040131137013","=""040131137013""","25673.30","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137014","AZ","040131137014","=""040131137014""","12544.92","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137021","AZ","040131137021","=""040131137021""","6165.15","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137022","AZ","040131137022","=""040131137022""","4644.19","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138001","AZ","040131138001","=""040131138001""","0.00","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138002","AZ","040131138002","=""040131138002""","3188.75","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138003","AZ","040131138003","=""040131138003""","615.79","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138004","AZ","040131138004","=""040131138004""","1144.84","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138005","AZ","040131138005","=""040131138005""","594.03","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138006","AZ","040131138006","=""040131138006""","0.00","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138007","AZ","040131138007","=""040131138007""","997.55","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131139001","AZ","040131139001","=""040131139001""","391.97","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131139002","AZ","040131139002","=""040131139002""","1954.93","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131140001","AZ","040131140001","=""040131140001""","2761.55","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131140002","AZ","040131140002","=""040131140002""","0.00","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131140003","AZ","040131140003","=""040131140003""","13569.33","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131140004","AZ","040131140004","=""040131140004""","1440.10","2019-2023","2021","Census","Arizona (State)"
