"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pedestrian-oriented Road Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d3apo","TimeFrame","GeoVintage","Source","Location"
"Block Group","040131036053","AZ","040131036053","=""040131036053""","23.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036054","AZ","040131036054","=""040131036054""","20.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036061","AZ","040131036061","=""040131036061""","17.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036062","AZ","040131036062","=""040131036062""","20.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036063","AZ","040131036063","=""040131036063""","21.43","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036071","AZ","040131036071","=""040131036071""","23.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036072","AZ","040131036072","=""040131036072""","22.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036073","AZ","040131036073","=""040131036073""","19.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036074","AZ","040131036074","=""040131036074""","18.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036081","AZ","040131036081","=""040131036081""","15.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036082","AZ","040131036082","=""040131036082""","20.69","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036091","AZ","040131036091","=""040131036091""","18.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036092","AZ","040131036092","=""040131036092""","10.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036093","AZ","040131036093","=""040131036093""","7.87","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036094","AZ","040131036094","=""040131036094""","31.31","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036111","AZ","040131036111","=""040131036111""","15.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036112","AZ","040131036112","=""040131036112""","17.40","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036113","AZ","040131036113","=""040131036113""","10.61","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036121","AZ","040131036121","=""040131036121""","17.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036122","AZ","040131036122","=""040131036122""","25.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036123","AZ","040131036123","=""040131036123""","18.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036124","AZ","040131036124","=""040131036124""","12.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036141","AZ","040131036141","=""040131036141""","21.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036142","AZ","040131036142","=""040131036142""","18.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036151","AZ","040131036151","=""040131036151""","2.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036152","AZ","040131036152","=""040131036152""","13.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131036153","AZ","040131036153","=""040131036153""","17.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131037011","AZ","040131037011","=""040131037011""","27.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131037012","AZ","040131037012","=""040131037012""","14.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131037013","AZ","040131037013","=""040131037013""","20.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131037021","AZ","040131037021","=""040131037021""","20.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131037022","AZ","040131037022","=""040131037022""","25.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131037023","AZ","040131037023","=""040131037023""","4.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131039001","AZ","040131039001","=""040131039001""","21.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131039002","AZ","040131039002","=""040131039002""","20.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131039003","AZ","040131039003","=""040131039003""","22.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131039004","AZ","040131039004","=""040131039004""","23.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131040001","AZ","040131040001","=""040131040001""","20.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131040002","AZ","040131040002","=""040131040002""","17.08","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131040003","AZ","040131040003","=""040131040003""","25.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131040004","AZ","040131040004","=""040131040004""","25.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131041001","AZ","040131041001","=""040131041001""","21.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131041002","AZ","040131041002","=""040131041002""","21.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131041003","AZ","040131041003","=""040131041003""","21.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131041004","AZ","040131041004","=""040131041004""","24.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042021","AZ","040131042021","=""040131042021""","26.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042022","AZ","040131042022","=""040131042022""","15.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042023","AZ","040131042023","=""040131042023""","23.58","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042031","AZ","040131042031","=""040131042031""","26.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042032","AZ","040131042032","=""040131042032""","26.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042033","AZ","040131042033","=""040131042033""","31.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042034","AZ","040131042034","=""040131042034""","23.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042035","AZ","040131042035","=""040131042035""","20.43","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042041","AZ","040131042041","=""040131042041""","17.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042042","AZ","040131042042","=""040131042042""","19.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042051","AZ","040131042051","=""040131042051""","18.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042052","AZ","040131042052","=""040131042052""","18.58","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042053","AZ","040131042053","=""040131042053""","22.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042054","AZ","040131042054","=""040131042054""","26.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042061","AZ","040131042061","=""040131042061""","17.01","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042062","AZ","040131042062","=""040131042062""","24.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042063","AZ","040131042063","=""040131042063""","20.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042071","AZ","040131042071","=""040131042071""","17.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042072","AZ","040131042072","=""040131042072""","16.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042073","AZ","040131042073","=""040131042073""","28.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042121","AZ","040131042121","=""040131042121""","30.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042122","AZ","040131042122","=""040131042122""","21.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042123","AZ","040131042123","=""040131042123""","24.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042124","AZ","040131042124","=""040131042124""","21.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042141","AZ","040131042141","=""040131042141""","19.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042142","AZ","040131042142","=""040131042142""","13.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042151","AZ","040131042151","=""040131042151""","18.36","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042152","AZ","040131042152","=""040131042152""","24.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042153","AZ","040131042153","=""040131042153""","14.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042154","AZ","040131042154","=""040131042154""","19.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042155","AZ","040131042155","=""040131042155""","21.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042161","AZ","040131042161","=""040131042161""","27.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042162","AZ","040131042162","=""040131042162""","23.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042163","AZ","040131042163","=""040131042163""","16.35","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042171","AZ","040131042171","=""040131042171""","22.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042172","AZ","040131042172","=""040131042172""","18.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042173","AZ","040131042173","=""040131042173""","24.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042181","AZ","040131042181","=""040131042181""","20.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042182","AZ","040131042182","=""040131042182""","10.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042183","AZ","040131042183","=""040131042183""","25.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042191","AZ","040131042191","=""040131042191""","13.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042192","AZ","040131042192","=""040131042192""","26.59","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042211","AZ","040131042211","=""040131042211""","24.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042212","AZ","040131042212","=""040131042212""","23.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042213","AZ","040131042213","=""040131042213""","16.38","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042214","AZ","040131042214","=""040131042214""","27.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042221","AZ","040131042221","=""040131042221""","16.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042222","AZ","040131042222","=""040131042222""","21.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042223","AZ","040131042223","=""040131042223""","21.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042224","AZ","040131042224","=""040131042224""","21.73","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042231","AZ","040131042231","=""040131042231""","20.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042232","AZ","040131042232","=""040131042232""","11.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042241","AZ","040131042241","=""040131042241""","31.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042242","AZ","040131042242","=""040131042242""","17.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042243","AZ","040131042243","=""040131042243""","15.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042244","AZ","040131042244","=""040131042244""","17.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042251","AZ","040131042251","=""040131042251""","25.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042252","AZ","040131042252","=""040131042252""","13.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042253","AZ","040131042253","=""040131042253""","20.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042261","AZ","040131042261","=""040131042261""","24.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042262","AZ","040131042262","=""040131042262""","18.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042263","AZ","040131042263","=""040131042263""","17.24","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042264","AZ","040131042264","=""040131042264""","17.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042271","AZ","040131042271","=""040131042271""","16.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131042272","AZ","040131042272","=""040131042272""","26.01","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131043011","AZ","040131043011","=""040131043011""","21.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131043012","AZ","040131043012","=""040131043012""","20.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131043021","AZ","040131043021","=""040131043021""","25.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131043022","AZ","040131043022","=""040131043022""","21.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131044011","AZ","040131044011","=""040131044011""","14.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131044012","AZ","040131044012","=""040131044012""","20.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131044013","AZ","040131044013","=""040131044013""","20.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131044021","AZ","040131044021","=""040131044021""","13.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045011","AZ","040131045011","=""040131045011""","17.31","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045012","AZ","040131045012","=""040131045012""","17.42","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045013","AZ","040131045013","=""040131045013""","19.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045021","AZ","040131045021","=""040131045021""","18.62","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045022","AZ","040131045022","=""040131045022""","21.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131045023","AZ","040131045023","=""040131045023""","19.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131046001","AZ","040131046001","=""040131046001""","8.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131046002","AZ","040131046002","=""040131046002""","20.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131046003","AZ","040131046003","=""040131046003""","18.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047011","AZ","040131047011","=""040131047011""","22.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047012","AZ","040131047012","=""040131047012""","25.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047013","AZ","040131047013","=""040131047013""","21.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047021","AZ","040131047021","=""040131047021""","20.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047022","AZ","040131047022","=""040131047022""","21.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047023","AZ","040131047023","=""040131047023""","18.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131047024","AZ","040131047024","=""040131047024""","34.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048011","AZ","040131048011","=""040131048011""","19.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048012","AZ","040131048012","=""040131048012""","5.43","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048021","AZ","040131048021","=""040131048021""","18.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048022","AZ","040131048022","=""040131048022""","16.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048023","AZ","040131048023","=""040131048023""","19.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048024","AZ","040131048024","=""040131048024""","17.87","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131048025","AZ","040131048025","=""040131048025""","22.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131049001","AZ","040131049001","=""040131049001""","20.24","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131049002","AZ","040131049002","=""040131049002""","21.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131049003","AZ","040131049003","=""040131049003""","18.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050021","AZ","040131050021","=""040131050021""","9.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050022","AZ","040131050022","=""040131050022""","9.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050031","AZ","040131050031","=""040131050031""","9.98","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050032","AZ","040131050032","=""040131050032""","11.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050041","AZ","040131050041","=""040131050041""","8.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050042","AZ","040131050042","=""040131050042""","8.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131050043","AZ","040131050043","=""040131050043""","11.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051011","AZ","040131051011","=""040131051011""","11.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051012","AZ","040131051012","=""040131051012""","12.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051013","AZ","040131051013","=""040131051013""","16.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051021","AZ","040131051021","=""040131051021""","1.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051022","AZ","040131051022","=""040131051022""","14.61","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051023","AZ","040131051023","=""040131051023""","16.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051024","AZ","040131051024","=""040131051024""","19.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051031","AZ","040131051031","=""040131051031""","8.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051032","AZ","040131051032","=""040131051032""","11.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131051033","AZ","040131051033","=""040131051033""","10.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131052001","AZ","040131052001","=""040131052001""","7.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131052002","AZ","040131052002","=""040131052002""","22.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131052003","AZ","040131052003","=""040131052003""","25.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131052004","AZ","040131052004","=""040131052004""","19.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131053001","AZ","040131053001","=""040131053001""","17.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131053002","AZ","040131053002","=""040131053002""","20.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131053003","AZ","040131053003","=""040131053003""","20.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131054001","AZ","040131054001","=""040131054001""","15.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131054002","AZ","040131054002","=""040131054002""","23.38","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131054003","AZ","040131054003","=""040131054003""","21.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055011","AZ","040131055011","=""040131055011""","14.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055012","AZ","040131055012","=""040131055012""","17.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055021","AZ","040131055021","=""040131055021""","17.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055022","AZ","040131055022","=""040131055022""","6.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055031","AZ","040131055031","=""040131055031""","29.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055032","AZ","040131055032","=""040131055032""","26.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131055033","AZ","040131055033","=""040131055033""","15.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131056011","AZ","040131056011","=""040131056011""","19.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131056012","AZ","040131056012","=""040131056012""","21.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131056021","AZ","040131056021","=""040131056021""","26.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131056022","AZ","040131056022","=""040131056022""","25.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131056023","AZ","040131056023","=""040131056023""","36.08","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131057011","AZ","040131057011","=""040131057011""","22.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131057012","AZ","040131057012","=""040131057012""","21.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131057021","AZ","040131057021","=""040131057021""","21.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131057022","AZ","040131057022","=""040131057022""","25.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131058001","AZ","040131058001","=""040131058001""","19.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131058002","AZ","040131058002","=""040131058002""","30.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131058003","AZ","040131058003","=""040131058003""","20.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131058004","AZ","040131058004","=""040131058004""","16.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131059001","AZ","040131059001","=""040131059001""","17.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131059002","AZ","040131059002","=""040131059002""","17.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131059003","AZ","040131059003","=""040131059003""","13.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131060011","AZ","040131060011","=""040131060011""","15.08","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131060021","AZ","040131060021","=""040131060021""","14.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131060022","AZ","040131060022","=""040131060022""","11.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131060031","AZ","040131060031","=""040131060031""","25.42","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131060032","AZ","040131060032","=""040131060032""","17.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131061001","AZ","040131061001","=""040131061001""","19.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131061002","AZ","040131061002","=""040131061002""","15.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131061003","AZ","040131061003","=""040131061003""","17.04","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131061004","AZ","040131061004","=""040131061004""","19.04","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131061005","AZ","040131061005","=""040131061005""","24.76","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131062001","AZ","040131062001","=""040131062001""","15.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131062002","AZ","040131062002","=""040131062002""","16.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131063001","AZ","040131063001","=""040131063001""","17.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131063002","AZ","040131063002","=""040131063002""","14.98","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131063003","AZ","040131063003","=""040131063003""","15.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131063004","AZ","040131063004","=""040131063004""","17.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131064001","AZ","040131064001","=""040131064001""","16.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131064002","AZ","040131064002","=""040131064002""","17.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131065011","AZ","040131065011","=""040131065011""","17.20","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131065012","AZ","040131065012","=""040131065012""","16.36","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131065021","AZ","040131065021","=""040131065021""","13.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131065022","AZ","040131065022","=""040131065022""","17.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131065023","AZ","040131065023","=""040131065023""","21.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131066001","AZ","040131066001","=""040131066001""","13.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131066002","AZ","040131066002","=""040131066002""","14.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067011","AZ","040131067011","=""040131067011""","12.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067012","AZ","040131067012","=""040131067012""","23.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067013","AZ","040131067013","=""040131067013""","16.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067021","AZ","040131067021","=""040131067021""","17.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067031","AZ","040131067031","=""040131067031""","22.08","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131067032","AZ","040131067032","=""040131067032""","16.43","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068011","AZ","040131068011","=""040131068011""","11.31","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068012","AZ","040131068012","=""040131068012""","12.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068013","AZ","040131068013","=""040131068013""","14.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068021","AZ","040131068021","=""040131068021""","20.01","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068022","AZ","040131068022","=""040131068022""","21.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131068023","AZ","040131068023","=""040131068023""","19.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069001","AZ","040131069001","=""040131069001""","16.58","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069002","AZ","040131069002","=""040131069002""","22.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069003","AZ","040131069003","=""040131069003""","24.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069004","AZ","040131069004","=""040131069004""","25.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070001","AZ","040131070001","=""040131070001""","23.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070002","AZ","040131070002","=""040131070002""","23.43","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070003","AZ","040131070003","=""040131070003""","22.94","2021","2010","EPA Smart Location Database","Arizona (State)"
