"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pedestrian-oriented Road Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d3apo","TimeFrame","GeoVintage","Source","Location"
"Block Group","040134203041","AZ","040134203041","=""040134203041""","6.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204011","AZ","040134204011","=""040134204011""","11.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204012","AZ","040134204012","=""040134204012""","18.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204013","AZ","040134204013","=""040134204013""","11.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204021","AZ","040134204021","=""040134204021""","6.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204022","AZ","040134204022","=""040134204022""","6.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205011","AZ","040134205011","=""040134205011""","24.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205012","AZ","040134205012","=""040134205012""","18.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205013","AZ","040134205013","=""040134205013""","18.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205014","AZ","040134205014","=""040134205014""","16.55","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205031","AZ","040134205031","=""040134205031""","24.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205032","AZ","040134205032","=""040134205032""","17.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205041","AZ","040134205041","=""040134205041""","23.20","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205042","AZ","040134205042","=""040134205042""","21.58","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206021","AZ","040134206021","=""040134206021""","15.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206022","AZ","040134206022","=""040134206022""","19.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206023","AZ","040134206023","=""040134206023""","21.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206031","AZ","040134206031","=""040134206031""","16.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206032","AZ","040134206032","=""040134206032""","15.59","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206041","AZ","040134206041","=""040134206041""","18.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206042","AZ","040134206042","=""040134206042""","21.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207041","AZ","040134207041","=""040134207041""","19.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207042","AZ","040134207042","=""040134207042""","16.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207043","AZ","040134207043","=""040134207043""","13.87","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207051","AZ","040134207051","=""040134207051""","11.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207052","AZ","040134207052","=""040134207052""","13.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207061","AZ","040134207061","=""040134207061""","17.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207062","AZ","040134207062","=""040134207062""","16.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207063","AZ","040134207063","=""040134207063""","20.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207071","AZ","040134207071","=""040134207071""","39.38","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207072","AZ","040134207072","=""040134207072""","23.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207081","AZ","040134207081","=""040134207081""","36.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207082","AZ","040134207082","=""040134207082""","24.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207091","AZ","040134207091","=""040134207091""","25.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207092","AZ","040134207092","=""040134207092""","35.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207093","AZ","040134207093","=""040134207093""","33.58","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207101","AZ","040134207101","=""040134207101""","26.36","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207102","AZ","040134207102","=""040134207102""","22.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207103","AZ","040134207103","=""040134207103""","27.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208001","AZ","040134208001","=""040134208001""","13.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208002","AZ","040134208002","=""040134208002""","7.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208003","AZ","040134208003","=""040134208003""","17.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208004","AZ","040134208004","=""040134208004""","17.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209011","AZ","040134209011","=""040134209011""","15.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209012","AZ","040134209012","=""040134209012""","14.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209021","AZ","040134209021","=""040134209021""","16.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209022","AZ","040134209022","=""040134209022""","17.59","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210011","AZ","040134210011","=""040134210011""","11.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210012","AZ","040134210012","=""040134210012""","16.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210021","AZ","040134210021","=""040134210021""","16.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210022","AZ","040134210022","=""040134210022""","15.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211011","AZ","040134211011","=""040134211011""","10.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211012","AZ","040134211012","=""040134211012""","12.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211013","AZ","040134211013","=""040134211013""","16.73","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211021","AZ","040134211021","=""040134211021""","14.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211022","AZ","040134211022","=""040134211022""","17.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211023","AZ","040134211023","=""040134211023""","16.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211024","AZ","040134211024","=""040134211024""","11.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211025","AZ","040134211025","=""040134211025""","14.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212011","AZ","040134212011","=""040134212011""","14.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212012","AZ","040134212012","=""040134212012""","27.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212013","AZ","040134212013","=""040134212013""","17.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212021","AZ","040134212021","=""040134212021""","23.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212022","AZ","040134212022","=""040134212022""","19.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212023","AZ","040134212023","=""040134212023""","16.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213021","AZ","040134213021","=""040134213021""","18.42","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213022","AZ","040134213022","=""040134213022""","20.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213023","AZ","040134213023","=""040134213023""","7.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213024","AZ","040134213024","=""040134213024""","12.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213031","AZ","040134213031","=""040134213031""","16.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213032","AZ","040134213032","=""040134213032""","19.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213033","AZ","040134213033","=""040134213033""","17.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213041","AZ","040134213041","=""040134213041""","24.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213042","AZ","040134213042","=""040134213042""","9.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214001","AZ","040134214001","=""040134214001""","16.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214002","AZ","040134214002","=""040134214002""","16.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214003","AZ","040134214003","=""040134214003""","16.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214004","AZ","040134214004","=""040134214004""","14.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215011","AZ","040134215011","=""040134215011""","24.62","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215012","AZ","040134215012","=""040134215012""","26.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215013","AZ","040134215013","=""040134215013""","17.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215021","AZ","040134215021","=""040134215021""","15.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215022","AZ","040134215022","=""040134215022""","23.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216011","AZ","040134216011","=""040134216011""","16.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216012","AZ","040134216012","=""040134216012""","24.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216021","AZ","040134216021","=""040134216021""","17.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216022","AZ","040134216022","=""040134216022""","15.43","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216023","AZ","040134216023","=""040134216023""","17.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217011","AZ","040134217011","=""040134217011""","19.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217012","AZ","040134217012","=""040134217012""","27.98","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217013","AZ","040134217013","=""040134217013""","19.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217021","AZ","040134217021","=""040134217021""","28.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217022","AZ","040134217022","=""040134217022""","17.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217023","AZ","040134217023","=""040134217023""","23.73","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218011","AZ","040134218011","=""040134218011""","17.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218012","AZ","040134218012","=""040134218012""","20.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218021","AZ","040134218021","=""040134218021""","14.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218022","AZ","040134218022","=""040134218022""","22.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218023","AZ","040134218023","=""040134218023""","22.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219011","AZ","040134219011","=""040134219011""","22.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219012","AZ","040134219012","=""040134219012""","20.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219021","AZ","040134219021","=""040134219021""","15.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219022","AZ","040134219022","=""040134219022""","18.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219023","AZ","040134219023","=""040134219023""","22.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219024","AZ","040134219024","=""040134219024""","17.36","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220011","AZ","040134220011","=""040134220011""","18.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220012","AZ","040134220012","=""040134220012""","15.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220021","AZ","040134220021","=""040134220021""","16.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220022","AZ","040134220022","=""040134220022""","15.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220023","AZ","040134220023","=""040134220023""","12.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221021","AZ","040134221021","=""040134221021""","17.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221022","AZ","040134221022","=""040134221022""","24.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221023","AZ","040134221023","=""040134221023""","33.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221031","AZ","040134221031","=""040134221031""","15.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221032","AZ","040134221032","=""040134221032""","26.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221033","AZ","040134221033","=""040134221033""","33.73","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221041","AZ","040134221041","=""040134221041""","10.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221042","AZ","040134221042","=""040134221042""","13.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221043","AZ","040134221043","=""040134221043""","19.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221044","AZ","040134221044","=""040134221044""","12.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221045","AZ","040134221045","=""040134221045""","20.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221051","AZ","040134221051","=""040134221051""","25.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221052","AZ","040134221052","=""040134221052""","18.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221061","AZ","040134221061","=""040134221061""","24.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221062","AZ","040134221062","=""040134221062""","19.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221063","AZ","040134221063","=""040134221063""","22.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221071","AZ","040134221071","=""040134221071""","35.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221072","AZ","040134221072","=""040134221072""","19.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222031","AZ","040134222031","=""040134222031""","19.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222032","AZ","040134222032","=""040134222032""","8.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222033","AZ","040134222033","=""040134222033""","20.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222041","AZ","040134222041","=""040134222041""","23.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222042","AZ","040134222042","=""040134222042""","12.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222051","AZ","040134222051","=""040134222051""","14.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222091","AZ","040134222091","=""040134222091""","24.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222092","AZ","040134222092","=""040134222092""","17.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222093","AZ","040134222093","=""040134222093""","25.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222094","AZ","040134222094","=""040134222094""","32.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222095","AZ","040134222095","=""040134222095""","25.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222101","AZ","040134222101","=""040134222101""","21.36","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222102","AZ","040134222102","=""040134222102""","22.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222103","AZ","040134222103","=""040134222103""","22.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222111","AZ","040134222111","=""040134222111""","12.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222112","AZ","040134222112","=""040134222112""","10.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222121","AZ","040134222121","=""040134222121""","22.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222122","AZ","040134222122","=""040134222122""","19.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222123","AZ","040134222123","=""040134222123""","21.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222131","AZ","040134222131","=""040134222131""","18.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222132","AZ","040134222132","=""040134222132""","17.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222151","AZ","040134222151","=""040134222151""","16.13","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222161","AZ","040134222161","=""040134222161""","20.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222162","AZ","040134222162","=""040134222162""","23.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222163","AZ","040134222163","=""040134222163""","18.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222164","AZ","040134222164","=""040134222164""","17.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222171","AZ","040134222171","=""040134222171""","17.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222172","AZ","040134222172","=""040134222172""","20.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222181","AZ","040134222181","=""040134222181""","19.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222182","AZ","040134222182","=""040134222182""","20.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222191","AZ","040134222191","=""040134222191""","27.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222192","AZ","040134222192","=""040134222192""","15.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222201","AZ","040134222201","=""040134222201""","14.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222202","AZ","040134222202","=""040134222202""","20.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222211","AZ","040134222211","=""040134222211""","10.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222212","AZ","040134222212","=""040134222212""","22.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222213","AZ","040134222213","=""040134222213""","24.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222221","AZ","040134222221","=""040134222221""","21.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222222","AZ","040134222222","=""040134222222""","19.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223011","AZ","040134223011","=""040134223011""","17.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223012","AZ","040134223012","=""040134223012""","11.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223013","AZ","040134223013","=""040134223013""","13.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223021","AZ","040134223021","=""040134223021""","17.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223022","AZ","040134223022","=""040134223022""","20.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223023","AZ","040134223023","=""040134223023""","22.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223024","AZ","040134223024","=""040134223024""","26.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223041","AZ","040134223041","=""040134223041""","26.01","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223042","AZ","040134223042","=""040134223042""","9.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223051","AZ","040134223051","=""040134223051""","17.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223052","AZ","040134223052","=""040134223052""","22.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223053","AZ","040134223053","=""040134223053""","22.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223054","AZ","040134223054","=""040134223054""","25.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223071","AZ","040134223071","=""040134223071""","12.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223072","AZ","040134223072","=""040134223072""","7.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223073","AZ","040134223073","=""040134223073""","9.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223074","AZ","040134223074","=""040134223074""","8.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223081","AZ","040134223081","=""040134223081""","23.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223082","AZ","040134223082","=""040134223082""","24.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223083","AZ","040134223083","=""040134223083""","18.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223091","AZ","040134223091","=""040134223091""","20.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223092","AZ","040134223092","=""040134223092""","17.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134223093","AZ","040134223093","=""040134223093""","15.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224011","AZ","040134224011","=""040134224011""","14.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224012","AZ","040134224012","=""040134224012""","16.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224013","AZ","040134224013","=""040134224013""","8.04","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224021","AZ","040134224021","=""040134224021""","17.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224022","AZ","040134224022","=""040134224022""","16.13","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224023","AZ","040134224023","=""040134224023""","22.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224031","AZ","040134224031","=""040134224031""","24.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224032","AZ","040134224032","=""040134224032""","19.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224033","AZ","040134224033","=""040134224033""","14.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224041","AZ","040134224041","=""040134224041""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134224042","AZ","040134224042","=""040134224042""","15.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225011","AZ","040134225011","=""040134225011""","20.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225012","AZ","040134225012","=""040134225012""","17.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225013","AZ","040134225013","=""040134225013""","18.20","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225014","AZ","040134225014","=""040134225014""","23.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225021","AZ","040134225021","=""040134225021""","24.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225022","AZ","040134225022","=""040134225022""","13.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225023","AZ","040134225023","=""040134225023""","21.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225024","AZ","040134225024","=""040134225024""","25.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225031","AZ","040134225031","=""040134225031""","19.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225032","AZ","040134225032","=""040134225032""","22.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225033","AZ","040134225033","=""040134225033""","23.08","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225034","AZ","040134225034","=""040134225034""","25.08","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225041","AZ","040134225041","=""040134225041""","22.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225042","AZ","040134225042","=""040134225042""","15.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225043","AZ","040134225043","=""040134225043""","17.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225061","AZ","040134225061","=""040134225061""","20.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225062","AZ","040134225062","=""040134225062""","20.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225063","AZ","040134225063","=""040134225063""","13.61","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225064","AZ","040134225064","=""040134225064""","20.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225065","AZ","040134225065","=""040134225065""","25.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225071","AZ","040134225071","=""040134225071""","22.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225072","AZ","040134225072","=""040134225072""","25.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225073","AZ","040134225073","=""040134225073""","24.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225081","AZ","040134225081","=""040134225081""","16.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225082","AZ","040134225082","=""040134225082""","15.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225091","AZ","040134225091","=""040134225091""","20.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225092","AZ","040134225092","=""040134225092""","9.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225093","AZ","040134225093","=""040134225093""","20.35","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225101","AZ","040134225101","=""040134225101""","17.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225102","AZ","040134225102","=""040134225102""","9.98","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225103","AZ","040134225103","=""040134225103""","24.40","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225111","AZ","040134225111","=""040134225111""","18.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225112","AZ","040134225112","=""040134225112""","14.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225121","AZ","040134225121","=""040134225121""","22.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225122","AZ","040134225122","=""040134225122""","18.35","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225131","AZ","040134225131","=""040134225131""","16.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134225132","AZ","040134225132","=""040134225132""","22.51","2021","2010","EPA Smart Location Database","Arizona (State)"
