"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pct. of People Walking to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranw","TimeFrame","GeoVintage","Source","Location"
"Block Group","040130405062","AZ","040130405062","=""040130405062""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405063","AZ","040130405063","=""040130405063""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405064","AZ","040130405064","=""040130405064""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405071","AZ","040130405071","=""040130405071""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405072","AZ","040130405072","=""040130405072""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405073","AZ","040130405073","=""040130405073""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405074","AZ","040130405074","=""040130405074""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405075","AZ","040130405075","=""040130405075""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405121","AZ","040130405121","=""040130405121""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405131","AZ","040130405131","=""040130405131""","3.41","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405132","AZ","040130405132","=""040130405132""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405141","AZ","040130405141","=""040130405141""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405142","AZ","040130405142","=""040130405142""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405151","AZ","040130405151","=""040130405151""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405152","AZ","040130405152","=""040130405152""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405161","AZ","040130405161","=""040130405161""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405162","AZ","040130405162","=""040130405162""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405163","AZ","040130405163","=""040130405163""","0.47","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405164","AZ","040130405164","=""040130405164""","27.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405165","AZ","040130405165","=""040130405165""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405221","AZ","040130405221","=""040130405221""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405222","AZ","040130405222","=""040130405222""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405223","AZ","040130405223","=""040130405223""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405231","AZ","040130405231","=""040130405231""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405232","AZ","040130405232","=""040130405232""","4.76","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405241","AZ","040130405241","=""040130405241""","6.11","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405251","AZ","040130405251","=""040130405251""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405252","AZ","040130405252","=""040130405252""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405261","AZ","040130405261","=""040130405261""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405262","AZ","040130405262","=""040130405262""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405271","AZ","040130405271","=""040130405271""","68.97","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405272","AZ","040130405272","=""040130405272""","5.71","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405273","AZ","040130405273","=""040130405273""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405281","AZ","040130405281","=""040130405281""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405282","AZ","040130405282","=""040130405282""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405283","AZ","040130405283","=""040130405283""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405284","AZ","040130405284","=""040130405284""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405285","AZ","040130405285","=""040130405285""","11.92","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405286","AZ","040130405286","=""040130405286""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405291","AZ","040130405291","=""040130405291""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405292","AZ","040130405292","=""040130405292""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405293","AZ","040130405293","=""040130405293""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405301","AZ","040130405301","=""040130405301""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405302","AZ","040130405302","=""040130405302""","0.64","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405311","AZ","040130405311","=""040130405311""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405312","AZ","040130405312","=""040130405312""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405313","AZ","040130405313","=""040130405313""","13.77","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405314","AZ","040130405314","=""040130405314""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405321","AZ","040130405321","=""040130405321""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405322","AZ","040130405322","=""040130405322""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405323","AZ","040130405323","=""040130405323""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405331","AZ","040130405331","=""040130405331""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405341","AZ","040130405341","=""040130405341""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405342","AZ","040130405342","=""040130405342""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405351","AZ","040130405351","=""040130405351""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405352","AZ","040130405352","=""040130405352""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405353","AZ","040130405353","=""040130405353""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405354","AZ","040130405354","=""040130405354""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405361","AZ","040130405361","=""040130405361""","5.05","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405362","AZ","040130405362","=""040130405362""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405371","AZ","040130405371","=""040130405371""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405381","AZ","040130405381","=""040130405381""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405382","AZ","040130405382","=""040130405382""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405383","AZ","040130405383","=""040130405383""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405391","AZ","040130405391","=""040130405391""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405392","AZ","040130405392","=""040130405392""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405393","AZ","040130405393","=""040130405393""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405394","AZ","040130405394","=""040130405394""","2.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405395","AZ","040130405395","=""040130405395""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405396","AZ","040130405396","=""040130405396""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405401","AZ","040130405401","=""040130405401""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405402","AZ","040130405402","=""040130405402""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405403","AZ","040130405403","=""040130405403""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405411","AZ","040130405411","=""040130405411""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405412","AZ","040130405412","=""040130405412""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130405413","AZ","040130405413","=""040130405413""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506031","AZ","040130506031","=""040130506031""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506032","AZ","040130506032","=""040130506032""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506033","AZ","040130506033","=""040130506033""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506034","AZ","040130506034","=""040130506034""","0.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506041","AZ","040130506041","=""040130506041""","1.65","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506042","AZ","040130506042","=""040130506042""","16.77","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506091","AZ","040130506091","=""040130506091""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506092","AZ","040130506092","=""040130506092""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506093","AZ","040130506093","=""040130506093""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506094","AZ","040130506094","=""040130506094""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506111","AZ","040130506111","=""040130506111""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506112","AZ","040130506112","=""040130506112""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506113","AZ","040130506113","=""040130506113""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506114","AZ","040130506114","=""040130506114""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506115","AZ","040130506115","=""040130506115""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506121","AZ","040130506121","=""040130506121""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506122","AZ","040130506122","=""040130506122""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506123","AZ","040130506123","=""040130506123""","0.75","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506131","AZ","040130506131","=""040130506131""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506132","AZ","040130506132","=""040130506132""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506133","AZ","040130506133","=""040130506133""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506141","AZ","040130506141","=""040130506141""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506142","AZ","040130506142","=""040130506142""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506143","AZ","040130506143","=""040130506143""","3.22","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506151","AZ","040130506151","=""040130506151""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506152","AZ","040130506152","=""040130506152""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506161","AZ","040130506161","=""040130506161""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506162","AZ","040130506162","=""040130506162""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506171","AZ","040130506171","=""040130506171""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506172","AZ","040130506172","=""040130506172""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506173","AZ","040130506173","=""040130506173""","0.97","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506174","AZ","040130506174","=""040130506174""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506181","AZ","040130506181","=""040130506181""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506182","AZ","040130506182","=""040130506182""","0.97","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506191","AZ","040130506191","=""040130506191""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506192","AZ","040130506192","=""040130506192""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506193","AZ","040130506193","=""040130506193""","1.71","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506194","AZ","040130506194","=""040130506194""","3.63","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506201","AZ","040130506201","=""040130506201""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506202","AZ","040130506202","=""040130506202""","6.28","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506203","AZ","040130506203","=""040130506203""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506211","AZ","040130506211","=""040130506211""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506212","AZ","040130506212","=""040130506212""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506213","AZ","040130506213","=""040130506213""","0.65","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506214","AZ","040130506214","=""040130506214""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130506215","AZ","040130506215","=""040130506215""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130507011","AZ","040130507011","=""040130507011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130507012","AZ","040130507012","=""040130507012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130507013","AZ","040130507013","=""040130507013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130507021","AZ","040130507021","=""040130507021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130507022","AZ","040130507022","=""040130507022""","3.41","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130507023","AZ","040130507023","=""040130507023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130507024","AZ","040130507024","=""040130507024""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130608011","AZ","040130608011","=""040130608011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130608012","AZ","040130608012","=""040130608012""","8.67","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130608013","AZ","040130608013","=""040130608013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130608014","AZ","040130608014","=""040130608014""","5.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130608015","AZ","040130608015","=""040130608015""","3.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130608021","AZ","040130608021","=""040130608021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130608022","AZ","040130608022","=""040130608022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609011","AZ","040130609011","=""040130609011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609012","AZ","040130609012","=""040130609012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609013","AZ","040130609013","=""040130609013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609021","AZ","040130609021","=""040130609021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609022","AZ","040130609022","=""040130609022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609023","AZ","040130609023","=""040130609023""","3.98","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609031","AZ","040130609031","=""040130609031""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609032","AZ","040130609032","=""040130609032""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609033","AZ","040130609033","=""040130609033""","8.33","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609034","AZ","040130609034","=""040130609034""","1.11","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609041","AZ","040130609041","=""040130609041""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609042","AZ","040130609042","=""040130609042""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130609043","AZ","040130609043","=""040130609043""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610101","AZ","040130610101","=""040130610101""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610102","AZ","040130610102","=""040130610102""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610103","AZ","040130610103","=""040130610103""","1.22","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610111","AZ","040130610111","=""040130610111""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610112","AZ","040130610112","=""040130610112""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610113","AZ","040130610113","=""040130610113""","0.84","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610131","AZ","040130610131","=""040130610131""","0.08","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610132","AZ","040130610132","=""040130610132""","1.25","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610141","AZ","040130610141","=""040130610141""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610142","AZ","040130610142","=""040130610142""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610143","AZ","040130610143","=""040130610143""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610151","AZ","040130610151","=""040130610151""","1.03","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610152","AZ","040130610152","=""040130610152""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610153","AZ","040130610153","=""040130610153""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610171","AZ","040130610171","=""040130610171""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610181","AZ","040130610181","=""040130610181""","9.44","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610182","AZ","040130610182","=""040130610182""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610183","AZ","040130610183","=""040130610183""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610201","AZ","040130610201","=""040130610201""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610202","AZ","040130610202","=""040130610202""","0.16","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610203","AZ","040130610203","=""040130610203""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610211","AZ","040130610211","=""040130610211""","0.53","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610241","AZ","040130610241","=""040130610241""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610261","AZ","040130610261","=""040130610261""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610262","AZ","040130610262","=""040130610262""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610263","AZ","040130610263","=""040130610263""","0.49","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610271","AZ","040130610271","=""040130610271""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610272","AZ","040130610272","=""040130610272""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610273","AZ","040130610273","=""040130610273""","3.30","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610274","AZ","040130610274","=""040130610274""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610281","AZ","040130610281","=""040130610281""","2.57","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610291","AZ","040130610291","=""040130610291""","10.61","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610292","AZ","040130610292","=""040130610292""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610293","AZ","040130610293","=""040130610293""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610294","AZ","040130610294","=""040130610294""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610311","AZ","040130610311","=""040130610311""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610312","AZ","040130610312","=""040130610312""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610313","AZ","040130610313","=""040130610313""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610314","AZ","040130610314","=""040130610314""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610315","AZ","040130610315","=""040130610315""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610316","AZ","040130610316","=""040130610316""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610317","AZ","040130610317","=""040130610317""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610321","AZ","040130610321","=""040130610321""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610322","AZ","040130610322","=""040130610322""","1.22","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610323","AZ","040130610323","=""040130610323""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610324","AZ","040130610324","=""040130610324""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610331","AZ","040130610331","=""040130610331""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610332","AZ","040130610332","=""040130610332""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610333","AZ","040130610333","=""040130610333""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610341","AZ","040130610341","=""040130610341""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610342","AZ","040130610342","=""040130610342""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610343","AZ","040130610343","=""040130610343""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610344","AZ","040130610344","=""040130610344""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610351","AZ","040130610351","=""040130610351""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610352","AZ","040130610352","=""040130610352""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610353","AZ","040130610353","=""040130610353""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610354","AZ","040130610354","=""040130610354""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610361","AZ","040130610361","=""040130610361""","2.12","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610362","AZ","040130610362","=""040130610362""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610371","AZ","040130610371","=""040130610371""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610372","AZ","040130610372","=""040130610372""","6.24","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610373","AZ","040130610373","=""040130610373""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610381","AZ","040130610381","=""040130610381""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610382","AZ","040130610382","=""040130610382""","10.04","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610383","AZ","040130610383","=""040130610383""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610391","AZ","040130610391","=""040130610391""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610392","AZ","040130610392","=""040130610392""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610393","AZ","040130610393","=""040130610393""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610401","AZ","040130610401","=""040130610401""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610402","AZ","040130610402","=""040130610402""","16.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610403","AZ","040130610403","=""040130610403""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610411","AZ","040130610411","=""040130610411""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610412","AZ","040130610412","=""040130610412""","1.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610413","AZ","040130610413","=""040130610413""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610414","AZ","040130610414","=""040130610414""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610421","AZ","040130610421","=""040130610421""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610422","AZ","040130610422","=""040130610422""","8.67","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610431","AZ","040130610431","=""040130610431""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610432","AZ","040130610432","=""040130610432""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610433","AZ","040130610433","=""040130610433""","10.75","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610441","AZ","040130610441","=""040130610441""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610442","AZ","040130610442","=""040130610442""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610443","AZ","040130610443","=""040130610443""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610444","AZ","040130610444","=""040130610444""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610451","AZ","040130610451","=""040130610451""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610452","AZ","040130610452","=""040130610452""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610453","AZ","040130610453","=""040130610453""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610454","AZ","040130610454","=""040130610454""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610461","AZ","040130610461","=""040130610461""","1.09","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610462","AZ","040130610462","=""040130610462""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610463","AZ","040130610463","=""040130610463""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610471","AZ","040130610471","=""040130610471""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610472","AZ","040130610472","=""040130610472""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610481","AZ","040130610481","=""040130610481""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610482","AZ","040130610482","=""040130610482""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610491","AZ","040130610491","=""040130610491""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610492","AZ","040130610492","=""040130610492""","0.40","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610501","AZ","040130610501","=""040130610501""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610502","AZ","040130610502","=""040130610502""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610503","AZ","040130610503","=""040130610503""","0.20","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610511","AZ","040130610511","=""040130610511""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610512","AZ","040130610512","=""040130610512""","0.66","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610521","AZ","040130610521","=""040130610521""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610522","AZ","040130610522","=""040130610522""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610523","AZ","040130610523","=""040130610523""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610531","AZ","040130610531","=""040130610531""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610532","AZ","040130610532","=""040130610532""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610533","AZ","040130610533","=""040130610533""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610541","AZ","040130610541","=""040130610541""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610542","AZ","040130610542","=""040130610542""","7.87","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610543","AZ","040130610543","=""040130610543""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610551","AZ","040130610551","=""040130610551""","0.00","2019-2023","2022","Census","Arizona (State)"
