"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pct. of People Walking to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranw","TimeFrame","GeoVintage","Source","Location"
"Block Group","040136159003","AZ","040136159003","=""040136159003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136160001","AZ","040136160001","=""040136160001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136160002","AZ","040136160002","=""040136160002""","8.25","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136161001","AZ","040136161001","=""040136161001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136161002","AZ","040136161002","=""040136161002""","1.73","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136161003","AZ","040136161003","=""040136161003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136162001","AZ","040136162001","=""040136162001""","0.10","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136162002","AZ","040136162002","=""040136162002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136163001","AZ","040136163001","=""040136163001""","4.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136164001","AZ","040136164001","=""040136164001""","8.26","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136164002","AZ","040136164002","=""040136164002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136164003","AZ","040136164003","=""040136164003""","19.42","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136164004","AZ","040136164004","=""040136164004""","7.28","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136164005","AZ","040136164005","=""040136164005""","7.11","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136165001","AZ","040136165001","=""040136165001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136165002","AZ","040136165002","=""040136165002""","1.45","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136165003","AZ","040136165003","=""040136165003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136166001","AZ","040136166001","=""040136166001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136166002","AZ","040136166002","=""040136166002""","2.86","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136166003","AZ","040136166003","=""040136166003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136166004","AZ","040136166004","=""040136166004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136167001","AZ","040136167001","=""040136167001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136167002","AZ","040136167002","=""040136167002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136167003","AZ","040136167003","=""040136167003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136168001","AZ","040136168001","=""040136168001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136168002","AZ","040136168002","=""040136168002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136168003","AZ","040136168003","=""040136168003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136168004","AZ","040136168004","=""040136168004""","12.97","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136169001","AZ","040136169001","=""040136169001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136169002","AZ","040136169002","=""040136169002""","5.44","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136169003","AZ","040136169003","=""040136169003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136170011","AZ","040136170011","=""040136170011""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136170021","AZ","040136170021","=""040136170021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136170022","AZ","040136170022","=""040136170022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136170023","AZ","040136170023","=""040136170023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136170024","AZ","040136170024","=""040136170024""","6.78","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136170025","AZ","040136170025","=""040136170025""","3.39","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136171001","AZ","040136171001","=""040136171001""","1.81","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136171002","AZ","040136171002","=""040136171002""","1.54","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136172001","AZ","040136172001","=""040136172001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136172002","AZ","040136172002","=""040136172002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136173001","AZ","040136173001","=""040136173001""","1.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136173002","AZ","040136173002","=""040136173002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136173003","AZ","040136173003","=""040136173003""","8.40","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136174001","AZ","040136174001","=""040136174001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136174002","AZ","040136174002","=""040136174002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136174003","AZ","040136174003","=""040136174003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136174004","AZ","040136174004","=""040136174004""","10.24","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136174005","AZ","040136174005","=""040136174005""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136175001","AZ","040136175001","=""040136175001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136175002","AZ","040136175002","=""040136175002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136175003","AZ","040136175003","=""040136175003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136175004","AZ","040136175004","=""040136175004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136176001","AZ","040136176001","=""040136176001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136176002","AZ","040136176002","=""040136176002""","3.54","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136176003","AZ","040136176003","=""040136176003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136176004","AZ","040136176004","=""040136176004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136177001","AZ","040136177001","=""040136177001""","6.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136177002","AZ","040136177002","=""040136177002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136177003","AZ","040136177003","=""040136177003""","1.79","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136178001","AZ","040136178001","=""040136178001""","8.08","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136178002","AZ","040136178002","=""040136178002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136179001","AZ","040136179001","=""040136179001""","1.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136179002","AZ","040136179002","=""040136179002""","6.63","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136179003","AZ","040136179003","=""040136179003""","1.29","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136180001","AZ","040136180001","=""040136180001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136180002","AZ","040136180002","=""040136180002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136180003","AZ","040136180003","=""040136180003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136181001","AZ","040136181001","=""040136181001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136181002","AZ","040136181002","=""040136181002""","3.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136181003","AZ","040136181003","=""040136181003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136182001","AZ","040136182001","=""040136182001""","1.59","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136182002","AZ","040136182002","=""040136182002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136183001","AZ","040136183001","=""040136183001""","1.59","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136183002","AZ","040136183002","=""040136183002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136184001","AZ","040136184001","=""040136184001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136184002","AZ","040136184002","=""040136184002""","1.33","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136185001","AZ","040136185001","=""040136185001""","0.78","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136185002","AZ","040136185002","=""040136185002""","2.39","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136185003","AZ","040136185003","=""040136185003""","10.45","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136186001","AZ","040136186001","=""040136186001""","1.38","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136186002","AZ","040136186002","=""040136186002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136186003","AZ","040136186003","=""040136186003""","3.99","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136187001","AZ","040136187001","=""040136187001""","2.07","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136187002","AZ","040136187002","=""040136187002""","1.44","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136188001","AZ","040136188001","=""040136188001""","3.70","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136188002","AZ","040136188002","=""040136188002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136188003","AZ","040136188003","=""040136188003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136188004","AZ","040136188004","=""040136188004""","1.16","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136189001","AZ","040136189001","=""040136189001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136189002","AZ","040136189002","=""040136189002""","3.22","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136189003","AZ","040136189003","=""040136189003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136189004","AZ","040136189004","=""040136189004""","3.54","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136189005","AZ","040136189005","=""040136189005""","3.27","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136190001","AZ","040136190001","=""040136190001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136190002","AZ","040136190002","=""040136190002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136190003","AZ","040136190003","=""040136190003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136191001","AZ","040136191001","=""040136191001""","1.29","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136191002","AZ","040136191002","=""040136191002""","21.11","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136192001","AZ","040136192001","=""040136192001""","5.03","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136192002","AZ","040136192002","=""040136192002""","1.07","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136192003","AZ","040136192003","=""040136192003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136193001","AZ","040136193001","=""040136193001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136193002","AZ","040136193002","=""040136193002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136193003","AZ","040136193003","=""040136193003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136194001","AZ","040136194001","=""040136194001""","5.37","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136194002","AZ","040136194002","=""040136194002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136194003","AZ","040136194003","=""040136194003""","3.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136195001","AZ","040136195001","=""040136195001""","3.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136195002","AZ","040136195002","=""040136195002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136195003","AZ","040136195003","=""040136195003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136196011","AZ","040136196011","=""040136196011""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136196021","AZ","040136196021","=""040136196021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136197001","AZ","040136197001","=""040136197001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136197002","AZ","040136197002","=""040136197002""","2.74","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136197003","AZ","040136197003","=""040136197003""","9.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136198001","AZ","040136198001","=""040136198001""","4.77","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136198002","AZ","040136198002","=""040136198002""","2.02","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136198003","AZ","040136198003","=""040136198003""","4.37","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136199001","AZ","040136199001","=""040136199001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136199002","AZ","040136199002","=""040136199002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136199003","AZ","040136199003","=""040136199003""","7.02","2019-2023","2022","Census","Arizona (State)"
"Block Group","040136199004","AZ","040136199004","=""040136199004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233041","AZ","040137233041","=""040137233041""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233042","AZ","040137233042","=""040137233042""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233043","AZ","040137233043","=""040137233043""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233044","AZ","040137233044","=""040137233044""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233051","AZ","040137233051","=""040137233051""","9.46","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233052","AZ","040137233052","=""040137233052""","2.27","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233061","AZ","040137233061","=""040137233061""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233071","AZ","040137233071","=""040137233071""","0.53","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233091","AZ","040137233091","=""040137233091""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233092","AZ","040137233092","=""040137233092""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233093","AZ","040137233093","=""040137233093""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233101","AZ","040137233101","=""040137233101""","0.80","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233111","AZ","040137233111","=""040137233111""","1.27","2019-2023","2022","Census","Arizona (State)"
"Block Group","040137233112","AZ","040137233112","=""040137233112""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138100001","AZ","040138100001","=""040138100001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138101001","AZ","040138101001","=""040138101001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138101002","AZ","040138101002","=""040138101002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138101003","AZ","040138101003","=""040138101003""","2.64","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138101004","AZ","040138101004","=""040138101004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138102001","AZ","040138102001","=""040138102001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138102002","AZ","040138102002","=""040138102002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138103001","AZ","040138103001","=""040138103001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138103002","AZ","040138103002","=""040138103002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138103003","AZ","040138103003","=""040138103003""","3.94","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138103004","AZ","040138103004","=""040138103004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138104001","AZ","040138104001","=""040138104001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138104002","AZ","040138104002","=""040138104002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138104003","AZ","040138104003","=""040138104003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138104004","AZ","040138104004","=""040138104004""","1.42","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138105001","AZ","040138105001","=""040138105001""","1.83","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138105002","AZ","040138105002","=""040138105002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138105003","AZ","040138105003","=""040138105003""","0.83","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138106001","AZ","040138106001","=""040138106001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138106002","AZ","040138106002","=""040138106002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138106003","AZ","040138106003","=""040138106003""","1.40","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138106004","AZ","040138106004","=""040138106004""","0.67","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138107001","AZ","040138107001","=""040138107001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138107002","AZ","040138107002","=""040138107002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138107003","AZ","040138107003","=""040138107003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138107004","AZ","040138107004","=""040138107004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138107005","AZ","040138107005","=""040138107005""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138108001","AZ","040138108001","=""040138108001""","0.84","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138108002","AZ","040138108002","=""040138108002""","2.67","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138109001","AZ","040138109001","=""040138109001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138109002","AZ","040138109002","=""040138109002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138109003","AZ","040138109003","=""040138109003""","12.50","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138109004","AZ","040138109004","=""040138109004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138110001","AZ","040138110001","=""040138110001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138110002","AZ","040138110002","=""040138110002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138111001","AZ","040138111001","=""040138111001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138111002","AZ","040138111002","=""040138111002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138112001","AZ","040138112001","=""040138112001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138112002","AZ","040138112002","=""040138112002""","5.78","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138113001","AZ","040138113001","=""040138113001""","0.80","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138113002","AZ","040138113002","=""040138113002""","2.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138114001","AZ","040138114001","=""040138114001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138114002","AZ","040138114002","=""040138114002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138114003","AZ","040138114003","=""040138114003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138114004","AZ","040138114004","=""040138114004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138115001","AZ","040138115001","=""040138115001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138116001","AZ","040138116001","=""040138116001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138116002","AZ","040138116002","=""040138116002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138116003","AZ","040138116003","=""040138116003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138117001","AZ","040138117001","=""040138117001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138117002","AZ","040138117002","=""040138117002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138117003","AZ","040138117003","=""040138117003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138118001","AZ","040138118001","=""040138118001""","1.09","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138119001","AZ","040138119001","=""040138119001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138119002","AZ","040138119002","=""040138119002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138119003","AZ","040138119003","=""040138119003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138119004","AZ","040138119004","=""040138119004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138120001","AZ","040138120001","=""040138120001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138120002","AZ","040138120002","=""040138120002""","2.25","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138120003","AZ","040138120003","=""040138120003""","3.73","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138121001","AZ","040138121001","=""040138121001""","2.75","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138121002","AZ","040138121002","=""040138121002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138121003","AZ","040138121003","=""040138121003""","7.19","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138122001","AZ","040138122001","=""040138122001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138122002","AZ","040138122002","=""040138122002""","1.76","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138122003","AZ","040138122003","=""040138122003""","0.25","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138122004","AZ","040138122004","=""040138122004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138122005","AZ","040138122005","=""040138122005""","3.79","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138123001","AZ","040138123001","=""040138123001""","1.76","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138123002","AZ","040138123002","=""040138123002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138123003","AZ","040138123003","=""040138123003""","1.20","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138124001","AZ","040138124001","=""040138124001""","2.08","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138124002","AZ","040138124002","=""040138124002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138124003","AZ","040138124003","=""040138124003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138124004","AZ","040138124004","=""040138124004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138124005","AZ","040138124005","=""040138124005""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138124006","AZ","040138124006","=""040138124006""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138125001","AZ","040138125001","=""040138125001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138126001","AZ","040138126001","=""040138126001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138126002","AZ","040138126002","=""040138126002""","1.88","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138126003","AZ","040138126003","=""040138126003""","7.87","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138127001","AZ","040138127001","=""040138127001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138127002","AZ","040138127002","=""040138127002""","2.53","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138127003","AZ","040138127003","=""040138127003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138127004","AZ","040138127004","=""040138127004""","2.28","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138128011","AZ","040138128011","=""040138128011""","1.91","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138128012","AZ","040138128012","=""040138128012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138128021","AZ","040138128021","=""040138128021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138128022","AZ","040138128022","=""040138128022""","6.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138128023","AZ","040138128023","=""040138128023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138129001","AZ","040138129001","=""040138129001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138129002","AZ","040138129002","=""040138129002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138130001","AZ","040138130001","=""040138130001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138130002","AZ","040138130002","=""040138130002""","2.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138130003","AZ","040138130003","=""040138130003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138130004","AZ","040138130004","=""040138130004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138131001","AZ","040138131001","=""040138131001""","2.29","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138131002","AZ","040138131002","=""040138131002""","0.60","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138132001","AZ","040138132001","=""040138132001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138132002","AZ","040138132002","=""040138132002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138133001","AZ","040138133001","=""040138133001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138133002","AZ","040138133002","=""040138133002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138133003","AZ","040138133003","=""040138133003""","1.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138134001","AZ","040138134001","=""040138134001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138134002","AZ","040138134002","=""040138134002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138134003","AZ","040138134003","=""040138134003""","0.44","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138134004","AZ","040138134004","=""040138134004""","1.26","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138135001","AZ","040138135001","=""040138135001""","0.77","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138135002","AZ","040138135002","=""040138135002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138135003","AZ","040138135003","=""040138135003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138136001","AZ","040138136001","=""040138136001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138136002","AZ","040138136002","=""040138136002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138136003","AZ","040138136003","=""040138136003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138137001","AZ","040138137001","=""040138137001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138137002","AZ","040138137002","=""040138137002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138138001","AZ","040138138001","=""040138138001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138138002","AZ","040138138002","=""040138138002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138138003","AZ","040138138003","=""040138138003""","16.18","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138139001","AZ","040138139001","=""040138139001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138139002","AZ","040138139002","=""040138139002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138139003","AZ","040138139003","=""040138139003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138140001","AZ","040138140001","=""040138140001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138140002","AZ","040138140002","=""040138140002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138140003","AZ","040138140003","=""040138140003""","0.00","2019-2023","2022","Census","Arizona (State)"
