"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Road Network Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d3a","TimeFrame","GeoVintage","Source","Location"
"Block Group","040133197052","AZ","040133197052","=""040133197052""","22.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133197053","AZ","040133197053","=""040133197053""","26.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133197061","AZ","040133197061","=""040133197061""","24.69","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133197062","AZ","040133197062","=""040133197062""","22.69","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133197063","AZ","040133197063","=""040133197063""","28.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133198001","AZ","040133198001","=""040133198001""","18.31","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133198002","AZ","040133198002","=""040133198002""","22.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133198003","AZ","040133198003","=""040133198003""","20.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133198004","AZ","040133198004","=""040133198004""","29.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133198005","AZ","040133198005","=""040133198005""","26.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133198006","AZ","040133198006","=""040133198006""","22.51","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199021","AZ","040133199021","=""040133199021""","24.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199022","AZ","040133199022","=""040133199022""","18.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199031","AZ","040133199031","=""040133199031""","24.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199032","AZ","040133199032","=""040133199032""","20.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199033","AZ","040133199033","=""040133199033""","19.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199034","AZ","040133199034","=""040133199034""","23.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199041","AZ","040133199041","=""040133199041""","19.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199042","AZ","040133199042","=""040133199042""","24.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199043","AZ","040133199043","=""040133199043""","22.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199051","AZ","040133199051","=""040133199051""","24.01","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199052","AZ","040133199052","=""040133199052""","23.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199053","AZ","040133199053","=""040133199053""","21.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199054","AZ","040133199054","=""040133199054""","21.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199061","AZ","040133199061","=""040133199061""","21.43","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199062","AZ","040133199062","=""040133199062""","15.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199071","AZ","040133199071","=""040133199071""","19.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199072","AZ","040133199072","=""040133199072""","16.61","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199081","AZ","040133199081","=""040133199081""","9.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199091","AZ","040133199091","=""040133199091""","19.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199101","AZ","040133199101","=""040133199101""","14.35","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133199102","AZ","040133199102","=""040133199102""","17.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200011","AZ","040133200011","=""040133200011""","23.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200012","AZ","040133200012","=""040133200012""","9.69","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200013","AZ","040133200013","=""040133200013""","21.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200014","AZ","040133200014","=""040133200014""","20.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200021","AZ","040133200021","=""040133200021""","28.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200022","AZ","040133200022","=""040133200022""","23.40","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200023","AZ","040133200023","=""040133200023""","14.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200024","AZ","040133200024","=""040133200024""","21.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200071","AZ","040133200071","=""040133200071""","18.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200072","AZ","040133200072","=""040133200072""","31.31","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200073","AZ","040133200073","=""040133200073""","24.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133200074","AZ","040133200074","=""040133200074""","22.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133201001","AZ","040133201001","=""040133201001""","17.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040133201002","AZ","040133201002","=""040133201002""","13.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201041","AZ","040134201041","=""040134201041""","24.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201042","AZ","040134201042","=""040134201042""","10.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201051","AZ","040134201051","=""040134201051""","17.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201052","AZ","040134201052","=""040134201052""","15.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201053","AZ","040134201053","=""040134201053""","18.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201071","AZ","040134201071","=""040134201071""","16.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201072","AZ","040134201072","=""040134201072""","15.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201073","AZ","040134201073","=""040134201073""","17.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201081","AZ","040134201081","=""040134201081""","7.36","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201091","AZ","040134201091","=""040134201091""","16.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201092","AZ","040134201092","=""040134201092""","16.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201101","AZ","040134201101","=""040134201101""","4.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201102","AZ","040134201102","=""040134201102""","9.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201111","AZ","040134201111","=""040134201111""","18.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201112","AZ","040134201112","=""040134201112""","20.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201113","AZ","040134201113","=""040134201113""","21.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201121","AZ","040134201121","=""040134201121""","18.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201122","AZ","040134201122","=""040134201122""","20.35","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201131","AZ","040134201131","=""040134201131""","22.69","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201132","AZ","040134201132","=""040134201132""","32.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201141","AZ","040134201141","=""040134201141""","24.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201142","AZ","040134201142","=""040134201142""","18.20","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201143","AZ","040134201143","=""040134201143""","28.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201151","AZ","040134201151","=""040134201151""","23.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201152","AZ","040134201152","=""040134201152""","29.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201153","AZ","040134201153","=""040134201153""","20.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201161","AZ","040134201161","=""040134201161""","26.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201162","AZ","040134201162","=""040134201162""","26.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134201163","AZ","040134201163","=""040134201163""","30.42","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202021","AZ","040134202021","=""040134202021""","26.31","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202022","AZ","040134202022","=""040134202022""","24.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202023","AZ","040134202023","=""040134202023""","24.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202061","AZ","040134202061","=""040134202061""","8.13","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202062","AZ","040134202062","=""040134202062""","22.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202071","AZ","040134202071","=""040134202071""","11.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202072","AZ","040134202072","=""040134202072""","19.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202081","AZ","040134202081","=""040134202081""","23.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202082","AZ","040134202082","=""040134202082""","19.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202083","AZ","040134202083","=""040134202083""","25.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202091","AZ","040134202091","=""040134202091""","21.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202092","AZ","040134202092","=""040134202092""","26.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202093","AZ","040134202093","=""040134202093""","26.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202101","AZ","040134202101","=""040134202101""","21.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202102","AZ","040134202102","=""040134202102""","25.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202103","AZ","040134202103","=""040134202103""","24.55","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202104","AZ","040134202104","=""040134202104""","26.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202111","AZ","040134202111","=""040134202111""","24.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202112","AZ","040134202112","=""040134202112""","25.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202121","AZ","040134202121","=""040134202121""","23.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202122","AZ","040134202122","=""040134202122""","14.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202131","AZ","040134202131","=""040134202131""","39.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202141","AZ","040134202141","=""040134202141""","23.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202142","AZ","040134202142","=""040134202142""","21.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202143","AZ","040134202143","=""040134202143""","31.08","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202144","AZ","040134202144","=""040134202144""","26.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202151","AZ","040134202151","=""040134202151""","19.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202161","AZ","040134202161","=""040134202161""","16.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134202162","AZ","040134202162","=""040134202162""","21.36","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203011","AZ","040134203011","=""040134203011""","18.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203021","AZ","040134203021","=""040134203021""","21.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203022","AZ","040134203022","=""040134203022""","27.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203023","AZ","040134203023","=""040134203023""","19.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203031","AZ","040134203031","=""040134203031""","20.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203032","AZ","040134203032","=""040134203032""","15.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134203041","AZ","040134203041","=""040134203041""","10.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204011","AZ","040134204011","=""040134204011""","15.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204012","AZ","040134204012","=""040134204012""","20.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204013","AZ","040134204013","=""040134204013""","17.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204021","AZ","040134204021","=""040134204021""","12.08","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134204022","AZ","040134204022","=""040134204022""","12.40","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205011","AZ","040134205011","=""040134205011""","25.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205012","AZ","040134205012","=""040134205012""","21.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205013","AZ","040134205013","=""040134205013""","20.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205014","AZ","040134205014","=""040134205014""","20.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205031","AZ","040134205031","=""040134205031""","24.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205032","AZ","040134205032","=""040134205032""","17.98","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205041","AZ","040134205041","=""040134205041""","26.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134205042","AZ","040134205042","=""040134205042""","24.31","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206021","AZ","040134206021","=""040134206021""","18.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206022","AZ","040134206022","=""040134206022""","22.87","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206023","AZ","040134206023","=""040134206023""","25.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206031","AZ","040134206031","=""040134206031""","18.54","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206032","AZ","040134206032","=""040134206032""","18.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206041","AZ","040134206041","=""040134206041""","19.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134206042","AZ","040134206042","=""040134206042""","22.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207041","AZ","040134207041","=""040134207041""","27.42","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207042","AZ","040134207042","=""040134207042""","20.51","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207043","AZ","040134207043","=""040134207043""","15.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207051","AZ","040134207051","=""040134207051""","12.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207052","AZ","040134207052","=""040134207052""","15.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207061","AZ","040134207061","=""040134207061""","21.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207062","AZ","040134207062","=""040134207062""","20.76","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207063","AZ","040134207063","=""040134207063""","22.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207071","AZ","040134207071","=""040134207071""","42.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207072","AZ","040134207072","=""040134207072""","28.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207081","AZ","040134207081","=""040134207081""","40.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207082","AZ","040134207082","=""040134207082""","30.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207091","AZ","040134207091","=""040134207091""","30.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207092","AZ","040134207092","=""040134207092""","43.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207093","AZ","040134207093","=""040134207093""","41.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207101","AZ","040134207101","=""040134207101""","30.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207102","AZ","040134207102","=""040134207102""","27.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134207103","AZ","040134207103","=""040134207103""","29.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208001","AZ","040134208001","=""040134208001""","17.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208002","AZ","040134208002","=""040134208002""","10.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208003","AZ","040134208003","=""040134208003""","20.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134208004","AZ","040134208004","=""040134208004""","20.76","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209011","AZ","040134209011","=""040134209011""","18.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209012","AZ","040134209012","=""040134209012""","17.98","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209021","AZ","040134209021","=""040134209021""","22.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134209022","AZ","040134209022","=""040134209022""","19.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210011","AZ","040134210011","=""040134210011""","16.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210012","AZ","040134210012","=""040134210012""","18.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210021","AZ","040134210021","=""040134210021""","21.20","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134210022","AZ","040134210022","=""040134210022""","21.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211011","AZ","040134211011","=""040134211011""","23.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211012","AZ","040134211012","=""040134211012""","13.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211013","AZ","040134211013","=""040134211013""","24.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211021","AZ","040134211021","=""040134211021""","16.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211022","AZ","040134211022","=""040134211022""","21.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211023","AZ","040134211023","=""040134211023""","17.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211024","AZ","040134211024","=""040134211024""","18.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134211025","AZ","040134211025","=""040134211025""","18.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212011","AZ","040134212011","=""040134212011""","27.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212012","AZ","040134212012","=""040134212012""","31.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212013","AZ","040134212013","=""040134212013""","18.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212021","AZ","040134212021","=""040134212021""","27.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212022","AZ","040134212022","=""040134212022""","21.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134212023","AZ","040134212023","=""040134212023""","24.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213021","AZ","040134213021","=""040134213021""","22.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213022","AZ","040134213022","=""040134213022""","23.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213023","AZ","040134213023","=""040134213023""","11.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213024","AZ","040134213024","=""040134213024""","18.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213031","AZ","040134213031","=""040134213031""","21.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213032","AZ","040134213032","=""040134213032""","23.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213033","AZ","040134213033","=""040134213033""","18.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213041","AZ","040134213041","=""040134213041""","26.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134213042","AZ","040134213042","=""040134213042""","14.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214001","AZ","040134214001","=""040134214001""","23.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214002","AZ","040134214002","=""040134214002""","21.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214003","AZ","040134214003","=""040134214003""","18.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134214004","AZ","040134214004","=""040134214004""","25.03","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215011","AZ","040134215011","=""040134215011""","28.36","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215012","AZ","040134215012","=""040134215012""","31.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215013","AZ","040134215013","=""040134215013""","21.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215021","AZ","040134215021","=""040134215021""","18.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134215022","AZ","040134215022","=""040134215022""","25.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216011","AZ","040134216011","=""040134216011""","21.31","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216012","AZ","040134216012","=""040134216012""","27.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216021","AZ","040134216021","=""040134216021""","21.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216022","AZ","040134216022","=""040134216022""","20.55","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134216023","AZ","040134216023","=""040134216023""","18.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217011","AZ","040134217011","=""040134217011""","24.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217012","AZ","040134217012","=""040134217012""","31.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217013","AZ","040134217013","=""040134217013""","26.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217021","AZ","040134217021","=""040134217021""","34.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217022","AZ","040134217022","=""040134217022""","22.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134217023","AZ","040134217023","=""040134217023""","27.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218011","AZ","040134218011","=""040134218011""","21.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218012","AZ","040134218012","=""040134218012""","22.97","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218021","AZ","040134218021","=""040134218021""","20.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218022","AZ","040134218022","=""040134218022""","23.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134218023","AZ","040134218023","=""040134218023""","26.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219011","AZ","040134219011","=""040134219011""","25.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219012","AZ","040134219012","=""040134219012""","22.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219021","AZ","040134219021","=""040134219021""","18.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219022","AZ","040134219022","=""040134219022""","18.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219023","AZ","040134219023","=""040134219023""","24.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134219024","AZ","040134219024","=""040134219024""","17.61","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220011","AZ","040134220011","=""040134220011""","21.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220012","AZ","040134220012","=""040134220012""","17.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220021","AZ","040134220021","=""040134220021""","18.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220022","AZ","040134220022","=""040134220022""","19.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134220023","AZ","040134220023","=""040134220023""","12.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221021","AZ","040134221021","=""040134221021""","18.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221022","AZ","040134221022","=""040134221022""","24.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221023","AZ","040134221023","=""040134221023""","33.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221031","AZ","040134221031","=""040134221031""","19.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221032","AZ","040134221032","=""040134221032""","26.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221033","AZ","040134221033","=""040134221033""","38.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221041","AZ","040134221041","=""040134221041""","17.60","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221042","AZ","040134221042","=""040134221042""","18.24","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221043","AZ","040134221043","=""040134221043""","20.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221044","AZ","040134221044","=""040134221044""","15.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221045","AZ","040134221045","=""040134221045""","24.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221051","AZ","040134221051","=""040134221051""","29.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221052","AZ","040134221052","=""040134221052""","22.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221061","AZ","040134221061","=""040134221061""","26.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221062","AZ","040134221062","=""040134221062""","24.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221063","AZ","040134221063","=""040134221063""","22.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221071","AZ","040134221071","=""040134221071""","35.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134221072","AZ","040134221072","=""040134221072""","23.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040134222031","AZ","040134222031","=""040134222031""","26.57","2021","2010","EPA Smart Location Database","Arizona (State)"
