"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Road Network Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d3a","TimeFrame","GeoVintage","Source","Location"
"Block Group","040130608011","AZ","040130608011","=""040130608011""","22.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130608012","AZ","040130608012","=""040130608012""","18.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130608013","AZ","040130608013","=""040130608013""","21.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130608014","AZ","040130608014","=""040130608014""","18.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130608015","AZ","040130608015","=""040130608015""","23.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130608021","AZ","040130608021","=""040130608021""","8.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130608022","AZ","040130608022","=""040130608022""","6.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609011","AZ","040130609011","=""040130609011""","25.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609012","AZ","040130609012","=""040130609012""","22.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609013","AZ","040130609013","=""040130609013""","26.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609021","AZ","040130609021","=""040130609021""","24.40","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609022","AZ","040130609022","=""040130609022""","24.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609023","AZ","040130609023","=""040130609023""","26.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609031","AZ","040130609031","=""040130609031""","25.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609032","AZ","040130609032","=""040130609032""","20.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609033","AZ","040130609033","=""040130609033""","25.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609034","AZ","040130609034","=""040130609034""","26.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609041","AZ","040130609041","=""040130609041""","13.24","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609042","AZ","040130609042","=""040130609042""","31.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130609043","AZ","040130609043","=""040130609043""","18.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610091","AZ","040130610091","=""040130610091""","18.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610092","AZ","040130610092","=""040130610092""","16.04","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610093","AZ","040130610093","=""040130610093""","18.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610094","AZ","040130610094","=""040130610094""","20.55","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610101","AZ","040130610101","=""040130610101""","25.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610102","AZ","040130610102","=""040130610102""","16.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610103","AZ","040130610103","=""040130610103""","14.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610111","AZ","040130610111","=""040130610111""","3.51","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610112","AZ","040130610112","=""040130610112""","19.28","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610121","AZ","040130610121","=""040130610121""","15.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610122","AZ","040130610122","=""040130610122""","18.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610123","AZ","040130610123","=""040130610123""","24.79","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610124","AZ","040130610124","=""040130610124""","14.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610131","AZ","040130610131","=""040130610131""","8.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610132","AZ","040130610132","=""040130610132""","25.59","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610141","AZ","040130610141","=""040130610141""","19.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610142","AZ","040130610142","=""040130610142""","7.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610151","AZ","040130610151","=""040130610151""","21.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610152","AZ","040130610152","=""040130610152""","34.44","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610153","AZ","040130610153","=""040130610153""","16.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610161","AZ","040130610161","=""040130610161""","7.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610171","AZ","040130610171","=""040130610171""","3.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610181","AZ","040130610181","=""040130610181""","11.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610182","AZ","040130610182","=""040130610182""","21.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610183","AZ","040130610183","=""040130610183""","18.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610191","AZ","040130610191","=""040130610191""","3.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610192","AZ","040130610192","=""040130610192""","11.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610193","AZ","040130610193","=""040130610193""","14.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610201","AZ","040130610201","=""040130610201""","20.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610202","AZ","040130610202","=""040130610202""","25.01","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610203","AZ","040130610203","=""040130610203""","24.87","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610211","AZ","040130610211","=""040130610211""","14.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610221","AZ","040130610221","=""040130610221""","17.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610222","AZ","040130610222","=""040130610222""","19.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610223","AZ","040130610223","=""040130610223""","12.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610231","AZ","040130610231","=""040130610231""","13.87","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610232","AZ","040130610232","=""040130610232""","15.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610233","AZ","040130610233","=""040130610233""","25.15","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610234","AZ","040130610234","=""040130610234""","24.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610241","AZ","040130610241","=""040130610241""","5.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610251","AZ","040130610251","=""040130610251""","22.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610252","AZ","040130610252","=""040130610252""","21.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610253","AZ","040130610253","=""040130610253""","26.61","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610261","AZ","040130610261","=""040130610261""","22.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610262","AZ","040130610262","=""040130610262""","25.61","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610271","AZ","040130610271","=""040130610271""","19.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610272","AZ","040130610272","=""040130610272""","26.23","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610273","AZ","040130610273","=""040130610273""","22.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610274","AZ","040130610274","=""040130610274""","14.07","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610275","AZ","040130610275","=""040130610275""","26.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610281","AZ","040130610281","=""040130610281""","14.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610291","AZ","040130610291","=""040130610291""","29.86","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610292","AZ","040130610292","=""040130610292""","22.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610293","AZ","040130610293","=""040130610293""","22.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610294","AZ","040130610294","=""040130610294""","24.14","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610301","AZ","040130610301","=""040130610301""","22.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610302","AZ","040130610302","=""040130610302""","20.40","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610303","AZ","040130610303","=""040130610303""","19.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610311","AZ","040130610311","=""040130610311""","6.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610321","AZ","040130610321","=""040130610321""","21.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610322","AZ","040130610322","=""040130610322""","26.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610323","AZ","040130610323","=""040130610323""","17.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610324","AZ","040130610324","=""040130610324""","26.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610331","AZ","040130610331","=""040130610331""","18.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610332","AZ","040130610332","=""040130610332""","23.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610333","AZ","040130610333","=""040130610333""","22.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610341","AZ","040130610341","=""040130610341""","28.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610342","AZ","040130610342","=""040130610342""","21.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610343","AZ","040130610343","=""040130610343""","21.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610344","AZ","040130610344","=""040130610344""","26.48","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610351","AZ","040130610351","=""040130610351""","25.61","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610352","AZ","040130610352","=""040130610352""","26.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610353","AZ","040130610353","=""040130610353""","22.13","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610354","AZ","040130610354","=""040130610354""","23.95","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610361","AZ","040130610361","=""040130610361""","22.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610362","AZ","040130610362","=""040130610362""","20.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610371","AZ","040130610371","=""040130610371""","24.87","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610372","AZ","040130610372","=""040130610372""","25.72","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610381","AZ","040130610381","=""040130610381""","26.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610382","AZ","040130610382","=""040130610382""","25.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610383","AZ","040130610383","=""040130610383""","15.10","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610391","AZ","040130610391","=""040130610391""","15.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610392","AZ","040130610392","=""040130610392""","15.57","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610393","AZ","040130610393","=""040130610393""","9.38","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610401","AZ","040130610401","=""040130610401""","21.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610402","AZ","040130610402","=""040130610402""","24.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610403","AZ","040130610403","=""040130610403""","27.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610411","AZ","040130610411","=""040130610411""","16.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610412","AZ","040130610412","=""040130610412""","25.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610413","AZ","040130610413","=""040130610413""","27.25","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610414","AZ","040130610414","=""040130610414""","26.04","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610421","AZ","040130610421","=""040130610421""","12.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610422","AZ","040130610422","=""040130610422""","28.61","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610423","AZ","040130610423","=""040130610423""","22.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610424","AZ","040130610424","=""040130610424""","11.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610431","AZ","040130610431","=""040130610431""","23.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610432","AZ","040130610432","=""040130610432""","4.16","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610441","AZ","040130610441","=""040130610441""","11.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610442","AZ","040130610442","=""040130610442""","21.13","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610443","AZ","040130610443","=""040130610443""","5.20","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610451","AZ","040130610451","=""040130610451""","5.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610452","AZ","040130610452","=""040130610452""","8.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610453","AZ","040130610453","=""040130610453""","5.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610461","AZ","040130610461","=""040130610461""","14.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610462","AZ","040130610462","=""040130610462""","23.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610471","AZ","040130610471","=""040130610471""","19.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130610472","AZ","040130610472","=""040130610472""","13.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130611001","AZ","040130611001","=""040130611001""","5.93","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130611002","AZ","040130611002","=""040130611002""","14.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130611003","AZ","040130611003","=""040130611003""","24.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130612001","AZ","040130612001","=""040130612001""","20.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130612002","AZ","040130612002","=""040130612002""","27.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130612003","AZ","040130612003","=""040130612003""","17.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130612004","AZ","040130612004","=""040130612004""","22.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130613001","AZ","040130613001","=""040130613001""","9.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130614011","AZ","040130614011","=""040130614011""","28.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130614012","AZ","040130614012","=""040130614012""","19.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130614021","AZ","040130614021","=""040130614021""","20.21","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130614022","AZ","040130614022","=""040130614022""","24.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130614023","AZ","040130614023","=""040130614023""","14.69","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715031","AZ","040130715031","=""040130715031""","22.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715032","AZ","040130715032","=""040130715032""","12.92","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715033","AZ","040130715033","=""040130715033""","21.34","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715034","AZ","040130715034","=""040130715034""","24.43","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715041","AZ","040130715041","=""040130715041""","22.47","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715042","AZ","040130715042","=""040130715042""","16.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715043","AZ","040130715043","=""040130715043""","20.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715044","AZ","040130715044","=""040130715044""","21.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715051","AZ","040130715051","=""040130715051""","15.01","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715052","AZ","040130715052","=""040130715052""","17.51","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715053","AZ","040130715053","=""040130715053""","17.87","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715054","AZ","040130715054","=""040130715054""","20.56","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715061","AZ","040130715061","=""040130715061""","20.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715062","AZ","040130715062","=""040130715062""","17.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715063","AZ","040130715063","=""040130715063""","18.63","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715064","AZ","040130715064","=""040130715064""","21.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715091","AZ","040130715091","=""040130715091""","22.74","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715092","AZ","040130715092","=""040130715092""","19.98","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715093","AZ","040130715093","=""040130715093""","14.20","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715094","AZ","040130715094","=""040130715094""","21.64","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715101","AZ","040130715101","=""040130715101""","18.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715102","AZ","040130715102","=""040130715102""","21.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715103","AZ","040130715103","=""040130715103""","16.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715111","AZ","040130715111","=""040130715111""","21.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715112","AZ","040130715112","=""040130715112""","28.13","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715121","AZ","040130715121","=""040130715121""","22.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715122","AZ","040130715122","=""040130715122""","19.19","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715123","AZ","040130715123","=""040130715123""","21.90","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715124","AZ","040130715124","=""040130715124""","25.76","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715131","AZ","040130715131","=""040130715131""","14.13","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715132","AZ","040130715132","=""040130715132""","12.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715141","AZ","040130715141","=""040130715141""","27.18","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715142","AZ","040130715142","=""040130715142""","18.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715143","AZ","040130715143","=""040130715143""","20.31","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715151","AZ","040130715151","=""040130715151""","28.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715152","AZ","040130715152","=""040130715152""","30.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715153","AZ","040130715153","=""040130715153""","22.53","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715161","AZ","040130715161","=""040130715161""","9.91","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715162","AZ","040130715162","=""040130715162""","20.94","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715171","AZ","040130715171","=""040130715171""","21.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715172","AZ","040130715172","=""040130715172""","30.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130715173","AZ","040130715173","=""040130715173""","27.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130716001","AZ","040130716001","=""040130716001""","11.77","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130716002","AZ","040130716002","=""040130716002""","30.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130717011","AZ","040130717011","=""040130717011""","13.39","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130717021","AZ","040130717021","=""040130717021""","16.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130717022","AZ","040130717022","=""040130717022""","21.12","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130717023","AZ","040130717023","=""040130717023""","19.65","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130717024","AZ","040130717024","=""040130717024""","17.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130717025","AZ","040130717025","=""040130717025""","29.32","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130718011","AZ","040130718011","=""040130718011""","21.06","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130718012","AZ","040130718012","=""040130718012""","23.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130718013","AZ","040130718013","=""040130718013""","19.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130718014","AZ","040130718014","=""040130718014""","19.29","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130718015","AZ","040130718015","=""040130718015""","16.75","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130718016","AZ","040130718016","=""040130718016""","17.80","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130718021","AZ","040130718021","=""040130718021""","22.01","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130718022","AZ","040130718022","=""040130718022""","27.85","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130718023","AZ","040130718023","=""040130718023""","27.11","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130718024","AZ","040130718024","=""040130718024""","22.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719031","AZ","040130719031","=""040130719031""","30.76","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719032","AZ","040130719032","=""040130719032""","27.02","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719033","AZ","040130719033","=""040130719033""","24.30","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719034","AZ","040130719034","=""040130719034""","27.59","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719035","AZ","040130719035","=""040130719035""","23.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719036","AZ","040130719036","=""040130719036""","22.88","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719037","AZ","040130719037","=""040130719037""","33.52","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719061","AZ","040130719061","=""040130719061""","22.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719062","AZ","040130719062","=""040130719062""","24.27","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719063","AZ","040130719063","=""040130719063""","20.05","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719091","AZ","040130719091","=""040130719091""","17.69","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719092","AZ","040130719092","=""040130719092""","29.69","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719093","AZ","040130719093","=""040130719093""","29.45","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719094","AZ","040130719094","=""040130719094""","20.76","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719101","AZ","040130719101","=""040130719101""","20.22","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719102","AZ","040130719102","=""040130719102""","19.81","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719103","AZ","040130719103","=""040130719103""","25.46","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719104","AZ","040130719104","=""040130719104""","20.89","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719105","AZ","040130719105","=""040130719105""","27.73","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719111","AZ","040130719111","=""040130719111""","19.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719121","AZ","040130719121","=""040130719121""","21.49","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719122","AZ","040130719122","=""040130719122""","20.71","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719123","AZ","040130719123","=""040130719123""","30.41","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719131","AZ","040130719131","=""040130719131""","22.70","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719132","AZ","040130719132","=""040130719132""","21.78","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719133","AZ","040130719133","=""040130719133""","27.66","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719141","AZ","040130719141","=""040130719141""","22.82","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719142","AZ","040130719142","=""040130719142""","29.09","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719143","AZ","040130719143","=""040130719143""","26.26","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719151","AZ","040130719151","=""040130719151""","29.68","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719152","AZ","040130719152","=""040130719152""","30.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130719153","AZ","040130719153","=""040130719153""","30.98","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130820021","AZ","040130820021","=""040130820021""","20.99","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130820022","AZ","040130820022","=""040130820022""","19.84","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130820023","AZ","040130820023","=""040130820023""","17.37","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130820071","AZ","040130820071","=""040130820071""","20.04","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130820072","AZ","040130820072","=""040130820072""","21.96","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130820081","AZ","040130820081","=""040130820081""","24.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040130820082","AZ","040130820082","=""040130820082""","22.72","2021","2010","EPA Smart Location Database","Arizona (State)"
