"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","National Walkability Index","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","natwalkind","TimeFrame","GeoVintage","Source","Location"
"Block Group","040131068023","AZ","040131068023","=""040131068023""","13.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069001","AZ","040131069001","=""040131069001""","13.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069002","AZ","040131069002","=""040131069002""","15.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069003","AZ","040131069003","=""040131069003""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131069004","AZ","040131069004","=""040131069004""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070001","AZ","040131070001","=""040131070001""","13.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070002","AZ","040131070002","=""040131070002""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070003","AZ","040131070003","=""040131070003""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131070004","AZ","040131070004","=""040131070004""","14.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071011","AZ","040131071011","=""040131071011""","11.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071012","AZ","040131071012","=""040131071012""","11.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071021","AZ","040131071021","=""040131071021""","14.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071022","AZ","040131071022","=""040131071022""","10.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131071023","AZ","040131071023","=""040131071023""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072011","AZ","040131072011","=""040131072011""","10.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072012","AZ","040131072012","=""040131072012""","16.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072021","AZ","040131072021","=""040131072021""","13.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131072022","AZ","040131072022","=""040131072022""","12.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073001","AZ","040131073001","=""040131073001""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073002","AZ","040131073002","=""040131073002""","15.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073003","AZ","040131073003","=""040131073003""","13.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131073004","AZ","040131073004","=""040131073004""","12.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074001","AZ","040131074001","=""040131074001""","13.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074002","AZ","040131074002","=""040131074002""","15.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074003","AZ","040131074003","=""040131074003""","16.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074004","AZ","040131074004","=""040131074004""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074005","AZ","040131074005","=""040131074005""","14.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131074006","AZ","040131074006","=""040131074006""","11.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131075001","AZ","040131075001","=""040131075001""","17.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131075002","AZ","040131075002","=""040131075002""","17.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131075003","AZ","040131075003","=""040131075003""","16.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076011","AZ","040131076011","=""040131076011""","17.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076012","AZ","040131076012","=""040131076012""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076013","AZ","040131076013","=""040131076013""","17.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076021","AZ","040131076021","=""040131076021""","15.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131076022","AZ","040131076022","=""040131076022""","11.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077001","AZ","040131077001","=""040131077001""","10.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077002","AZ","040131077002","=""040131077002""","12.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077003","AZ","040131077003","=""040131077003""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077004","AZ","040131077004","=""040131077004""","10.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131077005","AZ","040131077005","=""040131077005""","15.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131078001","AZ","040131078001","=""040131078001""","13.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131078002","AZ","040131078002","=""040131078002""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131079001","AZ","040131079001","=""040131079001""","12.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131079002","AZ","040131079002","=""040131079002""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131079003","AZ","040131079003","=""040131079003""","15.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131080001","AZ","040131080001","=""040131080001""","10.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131080002","AZ","040131080002","=""040131080002""","13.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131081001","AZ","040131081001","=""040131081001""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131082001","AZ","040131082001","=""040131082001""","12.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131082002","AZ","040131082002","=""040131082002""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131082003","AZ","040131082003","=""040131082003""","16.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083011","AZ","040131083011","=""040131083011""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083012","AZ","040131083012","=""040131083012""","16.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083013","AZ","040131083013","=""040131083013""","14.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083021","AZ","040131083021","=""040131083021""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131083022","AZ","040131083022","=""040131083022""","15.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084001","AZ","040131084001","=""040131084001""","17.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084002","AZ","040131084002","=""040131084002""","14.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084003","AZ","040131084003","=""040131084003""","13.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084004","AZ","040131084004","=""040131084004""","17.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131084005","AZ","040131084005","=""040131084005""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085011","AZ","040131085011","=""040131085011""","17.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085012","AZ","040131085012","=""040131085012""","16.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085021","AZ","040131085021","=""040131085021""","16.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085022","AZ","040131085022","=""040131085022""","12.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085023","AZ","040131085023","=""040131085023""","12.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131085024","AZ","040131085024","=""040131085024""","16.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086011","AZ","040131086011","=""040131086011""","10.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086012","AZ","040131086012","=""040131086012""","17.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086021","AZ","040131086021","=""040131086021""","13.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086022","AZ","040131086022","=""040131086022""","12.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086023","AZ","040131086023","=""040131086023""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131086024","AZ","040131086024","=""040131086024""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131088021","AZ","040131088021","=""040131088021""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131088022","AZ","040131088022","=""040131088022""","15.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089011","AZ","040131089011","=""040131089011""","15.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089012","AZ","040131089012","=""040131089012""","13.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089013","AZ","040131089013","=""040131089013""","13.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089021","AZ","040131089021","=""040131089021""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089022","AZ","040131089022","=""040131089022""","11.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089023","AZ","040131089023","=""040131089023""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131089024","AZ","040131089024","=""040131089024""","13.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090011","AZ","040131090011","=""040131090011""","14.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090012","AZ","040131090012","=""040131090012""","8.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090021","AZ","040131090021","=""040131090021""","17.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090022","AZ","040131090022","=""040131090022""","11.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090023","AZ","040131090023","=""040131090023""","14.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090031","AZ","040131090031","=""040131090031""","10.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090032","AZ","040131090032","=""040131090032""","17.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090033","AZ","040131090033","=""040131090033""","8.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131090034","AZ","040131090034","=""040131090034""","8.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091011","AZ","040131091011","=""040131091011""","12.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091012","AZ","040131091012","=""040131091012""","12.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091021","AZ","040131091021","=""040131091021""","11.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091022","AZ","040131091022","=""040131091022""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131091023","AZ","040131091023","=""040131091023""","11.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131092001","AZ","040131092001","=""040131092001""","10.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131092002","AZ","040131092002","=""040131092002""","12.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131092003","AZ","040131092003","=""040131092003""","9.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131093001","AZ","040131093001","=""040131093001""","13.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131093002","AZ","040131093002","=""040131093002""","15.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131093003","AZ","040131093003","=""040131093003""","10.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131094001","AZ","040131094001","=""040131094001""","12.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131094002","AZ","040131094002","=""040131094002""","10.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131094003","AZ","040131094003","=""040131094003""","16.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131094004","AZ","040131094004","=""040131094004""","11.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131094005","AZ","040131094005","=""040131094005""","10.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131095001","AZ","040131095001","=""040131095001""","12.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131095002","AZ","040131095002","=""040131095002""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131095003","AZ","040131095003","=""040131095003""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096011","AZ","040131096011","=""040131096011""","13.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096012","AZ","040131096012","=""040131096012""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096013","AZ","040131096013","=""040131096013""","11.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096021","AZ","040131096021","=""040131096021""","12.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096022","AZ","040131096022","=""040131096022""","12.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096023","AZ","040131096023","=""040131096023""","14.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096031","AZ","040131096031","=""040131096031""","13.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096032","AZ","040131096032","=""040131096032""","11.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096033","AZ","040131096033","=""040131096033""","11.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096034","AZ","040131096034","=""040131096034""","13.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096041","AZ","040131096041","=""040131096041""","11.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131096042","AZ","040131096042","=""040131096042""","12.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097011","AZ","040131097011","=""040131097011""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097012","AZ","040131097012","=""040131097012""","11.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097013","AZ","040131097013","=""040131097013""","12.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097014","AZ","040131097014","=""040131097014""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097021","AZ","040131097021","=""040131097021""","14.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097022","AZ","040131097022","=""040131097022""","13.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097023","AZ","040131097023","=""040131097023""","10.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097031","AZ","040131097031","=""040131097031""","14.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097032","AZ","040131097032","=""040131097032""","15.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097041","AZ","040131097041","=""040131097041""","12.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097042","AZ","040131097042","=""040131097042""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097051","AZ","040131097051","=""040131097051""","16.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131097052","AZ","040131097052","=""040131097052""","10.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131098011","AZ","040131098011","=""040131098011""","14.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131098012","AZ","040131098012","=""040131098012""","13.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131098021","AZ","040131098021","=""040131098021""","12.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131098022","AZ","040131098022","=""040131098022""","10.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131098023","AZ","040131098023","=""040131098023""","12.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131099001","AZ","040131099001","=""040131099001""","12.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131099002","AZ","040131099002","=""040131099002""","14.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131099003","AZ","040131099003","=""040131099003""","16.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131099004","AZ","040131099004","=""040131099004""","14.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131100011","AZ","040131100011","=""040131100011""","10.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131100012","AZ","040131100012","=""040131100012""","14.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131100021","AZ","040131100021","=""040131100021""","14.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131100022","AZ","040131100022","=""040131100022""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131101001","AZ","040131101001","=""040131101001""","10.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131101002","AZ","040131101002","=""040131101002""","15.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131101003","AZ","040131101003","=""040131101003""","12.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131101004","AZ","040131101004","=""040131101004""","11.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131104001","AZ","040131104001","=""040131104001""","12.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131104002","AZ","040131104002","=""040131104002""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131104003","AZ","040131104003","=""040131104003""","14.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131104004","AZ","040131104004","=""040131104004""","14.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131105011","AZ","040131105011","=""040131105011""","10.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131105012","AZ","040131105012","=""040131105012""","17.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131105013","AZ","040131105013","=""040131105013""","13.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131105021","AZ","040131105021","=""040131105021""","15.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131105022","AZ","040131105022","=""040131105022""","16.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131106001","AZ","040131106001","=""040131106001""","13.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131106002","AZ","040131106002","=""040131106002""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131106003","AZ","040131106003","=""040131106003""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131106004","AZ","040131106004","=""040131106004""","13.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131107011","AZ","040131107011","=""040131107011""","15.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131107012","AZ","040131107012","=""040131107012""","15.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131107021","AZ","040131107021","=""040131107021""","16.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131107022","AZ","040131107022","=""040131107022""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131108011","AZ","040131108011","=""040131108011""","16.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131108012","AZ","040131108012","=""040131108012""","13.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131108013","AZ","040131108013","=""040131108013""","17.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131108021","AZ","040131108021","=""040131108021""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131108022","AZ","040131108022","=""040131108022""","17.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131109011","AZ","040131109011","=""040131109011""","15.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131109012","AZ","040131109012","=""040131109012""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131109021","AZ","040131109021","=""040131109021""","11.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131109022","AZ","040131109022","=""040131109022""","13.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131110001","AZ","040131110001","=""040131110001""","13.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131110002","AZ","040131110002","=""040131110002""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131110003","AZ","040131110003","=""040131110003""","15.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131110004","AZ","040131110004","=""040131110004""","13.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131110005","AZ","040131110005","=""040131110005""","13.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131111001","AZ","040131111001","=""040131111001""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131111002","AZ","040131111002","=""040131111002""","11.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131111003","AZ","040131111003","=""040131111003""","13.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112011","AZ","040131112011","=""040131112011""","11.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112012","AZ","040131112012","=""040131112012""","12.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112013","AZ","040131112013","=""040131112013""","11.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112014","AZ","040131112014","=""040131112014""","10.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112021","AZ","040131112021","=""040131112021""","11.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112031","AZ","040131112031","=""040131112031""","10.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131112041","AZ","040131112041","=""040131112041""","10.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131113001","AZ","040131113001","=""040131113001""","18.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131113002","AZ","040131113002","=""040131113002""","14.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131113003","AZ","040131113003","=""040131113003""","14.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131113004","AZ","040131113004","=""040131113004""","12.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131113005","AZ","040131113005","=""040131113005""","10.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131114011","AZ","040131114011","=""040131114011""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131114012","AZ","040131114012","=""040131114012""","15.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131114021","AZ","040131114021","=""040131114021""","13.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131114022","AZ","040131114022","=""040131114022""","13.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131115011","AZ","040131115011","=""040131115011""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131115021","AZ","040131115021","=""040131115021""","12.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131115022","AZ","040131115022","=""040131115022""","14.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131115023","AZ","040131115023","=""040131115023""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131115024","AZ","040131115024","=""040131115024""","12.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131116011","AZ","040131116011","=""040131116011""","13.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131116012","AZ","040131116012","=""040131116012""","14.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131116021","AZ","040131116021","=""040131116021""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131116022","AZ","040131116022","=""040131116022""","13.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131116023","AZ","040131116023","=""040131116023""","11.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131117001","AZ","040131117001","=""040131117001""","15.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131117002","AZ","040131117002","=""040131117002""","16.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131117003","AZ","040131117003","=""040131117003""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131117004","AZ","040131117004","=""040131117004""","14.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131118001","AZ","040131118001","=""040131118001""","16.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131118002","AZ","040131118002","=""040131118002""","15.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131118003","AZ","040131118003","=""040131118003""","14.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131118004","AZ","040131118004","=""040131118004""","17.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131119001","AZ","040131119001","=""040131119001""","14.00","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131119002","AZ","040131119002","=""040131119002""","13.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131119003","AZ","040131119003","=""040131119003""","12.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131121001","AZ","040131121001","=""040131121001""","11.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131121002","AZ","040131121002","=""040131121002""","12.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131121003","AZ","040131121003","=""040131121003""","14.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131122011","AZ","040131122011","=""040131122011""","14.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131122012","AZ","040131122012","=""040131122012""","12.83","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131122021","AZ","040131122021","=""040131122021""","14.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131122022","AZ","040131122022","=""040131122022""","11.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131122023","AZ","040131122023","=""040131122023""","12.50","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123011","AZ","040131123011","=""040131123011""","13.17","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123012","AZ","040131123012","=""040131123012""","15.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123013","AZ","040131123013","=""040131123013""","12.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123021","AZ","040131123021","=""040131123021""","12.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123022","AZ","040131123022","=""040131123022""","9.67","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123023","AZ","040131123023","=""040131123023""","13.33","2021","2010","EPA Smart Location Database","Arizona (State)"
"Block Group","040131123024","AZ","040131123024","=""040131123024""","9.83","2021","2010","EPA Smart Location Database","Arizona (State)"
